"uuid:ID","codeSystem","code","id","instanceType","decode","codeSystemVersion"
"cbd73e61-dbc7-45fe-a0d2-b88c10b27deb","http://www.cdisc.org","C82977","Code_429","Code","Dictionary-derived Term","2023-12-15"
"14c958f8-355e-4b78-9afe-e99f653a06b7","http://www.cdisc.org","C82571","Code_430","Code","Reported Event Term","2023-12-15"
"a73a99e9-0f82-4c5a-9ac3-fcba11e8c872","http://www.cdisc.org","C82517","Code_431","Code","Observation Start Date Time","2023-12-15"
"51851e46-33c5-4763-b9a9-1b02ffb6a762","http://www.cdisc.org","C16735","Code_432","Code","Informed Consent","2023-12-15"
"09007131-e8f7-4d03-807d-a09a8e17ae73","http://www.cdisc.org","C20197","Code_433","Code","Male","2023-12-15"
"12b64d15-bea4-4342-9128-81555b5338da","http://www.cdisc.org","C16576","Code_434","Code","Female","2023-12-15"
"b8fab249-5cc5-4491-bf12-3a57ed5705fa","http://www.cdisc.org","C28421","Code_435","Code","Sex","2023-12-15"
"006bcf17-8ea0-4510-b3a7-bb8b80653900","http://www.cdisc.org","C28421","Code_436","Code","Sex","2023-12-15"
"aa4004e1-88d9-4e79-b699-44d068fd3672","http://www.cdisc.org","C17049","Code_437","Code","Race","2023-12-15"
"e8f7629d-df39-46c5-abdb-1ec073927cdd","http://www.cdisc.org","C17049","Code_438","Code","Race","2023-12-15"
"7c21bead-9a08-457c-8c1f-41008267c955","http://www.cdisc.org","C174446","Code_439","Code","TEMP","2023-12-15"
"625fdd4f-2806-4c86-abf6-d0624b023bf6","http://www.cdisc.org","C77140","Code_440","Code","Clinical Test Result","2023-12-15"
"7f0a436b-87c2-4933-80d3-1c9754979152","http://www.cdisc.org","C42559","Code_441","Code","Degree Celsius","2023-12-15"
"8da3e38b-2e75-41b8-9ca0-4f4c1621c63b","http://www.cdisc.org","C44277","Code_442","Code","Degree Fahrenheit","2023-12-15"
"30c47234-8a94-485d-b317-12d6cd2ac377","http://www.cdisc.org","C42537","Code_443","Code","Kelvin","2023-12-15"
"b7dda5fb-4489-40ac-a99a-7dfbde08fc97","http://www.cdisc.org","C44276","Code_444","Code","Unit of Temperature","2023-12-15"
"179035a0-cf1c-46f5-9c01-c1dea17480ac","http://www.cdisc.org","C12674","Code_445","Code","Axilla","2023-12-15"
"998ecfc1-9873-4836-9630-9ba477dda39a","http://www.cdisc.org","C12394","Code_446","Code","Ear","2023-12-15"
"8ac1f449-42a1-48cc-aa60-1a76402d13c9","http://www.cdisc.org","C89803","Code_447","Code","Forehead","2023-12-15"
"1aa3ef20-74fb-4e38-8d0c-b1d555c870d2","http://www.cdisc.org","C12421","Code_448","Code","Oral Cavity","2023-12-15"
"83c8daf1-b947-4038-a46e-2b28d167174c","http://www.cdisc.org","C12390","Code_449","Code","Rectum","2023-12-15"
"12b44139-89a8-4b01-b725-40d017de3f6d","http://www.cdisc.org","C13717","Code_450","Code","Anatomic Site","2023-12-15"
"f33fcb86-88ab-4d1d-a003-7bbc93e16899","http://www.cdisc.org","C174446","Code_451","Code","TEMP","2023-12-15"
"e387b2e5-3294-4c4e-a6c4-25bceaadec11","http://www.cdisc.org","C25208","Code_452","Code","WEIGHT","2023-12-15"
"e6168013-1a0c-486a-916b-21d97aa18485","http://www.cdisc.org","C77140","Code_453","Code","Clinical Test Result","2023-12-15"
"bac7e000-a775-4c01-9f2a-a2db9f75eb11","http://www.cdisc.org","C48531","Code_454","Code","Pound","2023-12-15"
"5ef49ede-4fd8-42ad-847f-c028870899c9","http://www.cdisc.org","C48155","Code_455","Code","Gram","2023-12-15"
"661a4dec-139c-41b4-aedd-170a56e20ae8","http://www.cdisc.org","C28252","Code_456","Code","Kilogram","2023-12-15"
"9fde8300-8cad-4eac-82d6-8ee9895fef41","http://www.cdisc.org","C48208","Code_457","Code","Unit of Weight","2023-12-15"
"1a635f43-739e-45a0-af7d-3a5977cf5d43","http://www.cdisc.org","C25208","Code_458","Code","WEIGHT","2023-12-15"
"d8688eb6-8375-48de-a458-735f8f7b1230","http://www.cdisc.org","C25347","Code_459","Code","HEIGHT","2023-12-15"
"ef059d29-dece-416b-8c8f-32fbdabee823","http://www.cdisc.org","C77140","Code_460","Code","Clinical Test Result","2023-12-15"
"fd371167-0af3-4740-b4f2-76e0f3a18d11","http://www.cdisc.org","C49668","Code_461","Code","Centimeter","2023-12-15"
"0ce8dc45-ff44-4f69-8c55-d9a840f2349a","http://www.cdisc.org","C48500","Code_462","Code","Inch","2023-12-15"
"9becaeaf-8c53-4aac-b873-50978fc53d34","http://www.cdisc.org","C41139","Code_463","Code","Meter","2023-12-15"
"ee9b75c0-c3de-4dba-b071-a9d9b3cdc6d6","http://www.cdisc.org","C168688","Code_464","Code","Unit of Height","2023-12-15"
"7393e04b-769a-406c-8a85-51ba987e43b0","http://www.cdisc.org","C25347","Code_465","Code","HEIGHT","2023-12-15"
"35ce546b-fefe-46b9-8e7b-bc655660775d","http://www.cdisc.org","C64433","Code_466","Code","ALT","2023-12-15"
"443d6c3c-12fb-4458-b68d-3309c8276531","http://www.cdisc.org","C36292","Code_467","Code","Laboratory Test Result","2023-12-15"
"9217b64a-8c01-49ce-ae1b-34bad93f6f4c","http://www.cdisc.org","C67456","Code_468","Code","Unit per Liter","2023-12-15"
"5bb55c02-44b8-410b-810f-ade46f67eefa","http://www.cdisc.org","C67397","Code_469","Code","Microkatal per Liter","2023-12-15"
"beab7145-49fe-452e-8c6b-a059e43e62b5","http://www.cdisc.org","C67376","Code_470","Code","International Unit per Liter","2023-12-15"
"5c6b93a9-2bb3-4bff-9d18-662a6cdd3f39","http://www.cdisc.org","C70510","Code_471","Code","Nanokatal per Liter","2023-12-15"
"cec1c0a6-3ecf-4cd6-8789-b7ebe34c1903","http://www.cdisc.org","C67365","Code_472","Code","Unit of Catalytic Activity Concentration","2023-12-15"
"3cc1762a-5dfa-44e1-80f5-0b903e87971b","http://www.cdisc.org","C70713","Code_473","Code","Biospecimen Type","2023-12-15"
"4cc017aa-492d-463a-b44f-e11f1d4eb4c7","http://www.cdisc.org","C49487","Code_474","Code","No","2023-12-15"
"40b91e37-3777-4683-8a73-d44f2d3c296e","http://www.cdisc.org","C49488","Code_475","Code","Yes","2023-12-15"
"40ebfbee-870b-4cf5-8df8-d6810465946e","http://www.cdisc.org","C83309","Code_476","Code","Laboratory Test Fasting Status","2023-12-15"
"da1330dd-6efe-449e-9dd3-8dcc50531076","http://www.cdisc.org","C64433","Code_477","Code","ALT","2023-12-15"
"6c97c398-f8c8-4ceb-bef6-79592a470046","http://www.cdisc.org","C64431","Code_478","Code","ALB","2023-12-15"
"0fbcaa36-8176-47aa-a2e3-5b361a7764f0","http://www.cdisc.org","C36292","Code_479","Code","Laboratory Test Result","2023-12-15"
"a27db07b-65ea-4b54-8efb-c896a3165b3c","http://www.cdisc.org","C70713","Code_480","Code","Biospecimen Type","2023-12-15"
"1f480b95-22a9-401d-a058-d9719607115f","http://www.cdisc.org","C49487","Code_481","Code","No","2023-12-15"
"517ac7dd-05f7-450b-94d7-d4ab0bae2213","http://www.cdisc.org","C49488","Code_482","Code","Yes","2023-12-15"
"a95f92a3-41f6-4bb5-ba25-aca21c25a4cf","http://www.cdisc.org","C83309","Code_483","Code","Laboratory Test Fasting Status","2023-12-15"
"504fb21c-18f3-48c3-8c59-3adef3165e04","http://www.cdisc.org","C64431","Code_484","Code","ALB","2023-12-15"
"f514afe3-8c2b-499e-ab05-2ae57ca201d5","http://www.cdisc.org","C64432","Code_485","Code","ALP","2023-12-15"
"1899d267-a0fa-444d-af35-cfb1c4eda126","http://www.cdisc.org","C36292","Code_486","Code","Laboratory Test Result","2023-12-15"
"34ec3539-f478-4212-967c-b6826feeaead","http://www.cdisc.org","C67456","Code_487","Code","Unit per Liter","2023-12-15"
"e5b97e75-e198-41ef-b3fe-42401d29704a","http://www.cdisc.org","C67397","Code_488","Code","Microkatal per Liter","2023-12-15"
"f7dd504a-178d-45d0-821c-f8b5059b93bb","http://www.cdisc.org","C67376","Code_489","Code","International Unit per Liter","2023-12-15"
"25adbbaf-9c70-45c9-bcd9-c6621fa8090d","http://www.cdisc.org","C67365","Code_490","Code","Unit of Catalytic Activity Concentration","2023-12-15"
"9c81497b-b34a-47d7-b4d4-b33bb132220f","http://www.cdisc.org","C70713","Code_491","Code","Biospecimen Type","2023-12-15"
"b2175f27-ab47-4393-bd90-6ba6fcdcf91e","http://www.cdisc.org","C49487","Code_492","Code","No","2023-12-15"
"56730404-a509-4cda-876c-93093ebc342f","http://www.cdisc.org","C49488","Code_493","Code","Yes","2023-12-15"
"c7b5f9cb-48da-472a-a2ba-6ffb74975544","http://www.cdisc.org","C83309","Code_494","Code","Laboratory Test Fasting Status","2023-12-15"
"b6e5b3e8-d1c8-4279-bed6-b7a42d1d7fd3","http://www.cdisc.org","C64432","Code_495","Code","ALP","2023-12-15"
"cc42388b-575b-4469-973e-7100b71e18bf","http://www.cdisc.org","C64467","Code_496","Code","AST","2023-12-15"
"ec156d11-1891-4943-b374-142321a1ed82","http://www.cdisc.org","C36292","Code_497","Code","Laboratory Test Result","2023-12-15"
"e3720dfb-0d23-4996-bd2e-08490bc19256","http://www.cdisc.org","C67456","Code_498","Code","Unit per Liter","2023-12-15"
"bd46a5e2-e984-46be-a45b-e782996d4cec","http://www.cdisc.org","C67397","Code_499","Code","Microkatal per Liter","2023-12-15"
"af282adb-1cbb-4235-b042-be90bbc1f067","http://www.cdisc.org","C67376","Code_500","Code","International Unit per Liter","2023-12-15"
"421f1292-f7bc-462d-9cbd-836d3c0a07aa","http://www.cdisc.org","C67365","Code_501","Code","Unit of Catalytic Activity Concentration","2023-12-15"
"60eb7481-afca-48ee-92c8-e0ae8fbab65c","http://www.cdisc.org","C70713","Code_502","Code","Biospecimen Type","2023-12-15"
"90d8d022-e1c6-4692-b4de-9b491919efd9","http://www.cdisc.org","C49487","Code_503","Code","No","2023-12-15"
"f1b8ad51-765c-4c2f-aba6-94367d694cb5","http://www.cdisc.org","C49488","Code_504","Code","Yes","2023-12-15"
"e1ed2247-2257-400b-8aef-28e5853a6ef6","http://www.cdisc.org","C83309","Code_505","Code","Laboratory Test Fasting Status","2023-12-15"
"72cb131b-2679-41b9-b660-aa246d30e3b5","http://www.cdisc.org","C64467","Code_506","Code","AST","2023-12-15"
"61d10be4-45e0-4bf5-8d1c-e37529e51832","http://www.cdisc.org","C64547","Code_507","Code","CREAT","2023-12-15"
"b328e9d5-58b3-43af-a92f-9281d71ce85c","http://www.cdisc.org","C36292","Code_508","Code","Laboratory Test Result","2023-12-15"
"c34e5827-9765-4a61-893c-2b8e2a7002b8","http://www.cdisc.org","C67015","Code_509","Code","Milligram per Deciliter","2023-12-15"
"d9463534-2804-4769-8a4e-1dddc08c09bd","http://www.cdisc.org","C64572","Code_510","Code","Microgram per Milliliter","2023-12-15"
"bf0158cf-adbf-4507-9930-b3b195caf536","http://www.cdisc.org","C64387","Code_511","Code","Millimole per Liter","2023-12-15"
"ba2eb07e-648c-4f45-8a2d-187540a07e18","http://www.cdisc.org","C48508","Code_512","Code","Micromole per Liter","2023-12-15"
"e0306ab1-b3f3-414b-a814-e934941cf000","http://www.cdisc.org","C48207","Code_513","Code","Unit of Concentration","2023-12-15"
"8fd36895-0e17-4ca1-a9ea-a7dc90fe5580","http://www.cdisc.org","C70713","Code_514","Code","Biospecimen Type","2023-12-15"
"4a8d9c85-3b2f-4f2a-9937-0e4e28fd44bd","http://www.cdisc.org","C49487","Code_515","Code","No","2023-12-15"
"3b8502fe-ea74-45bf-9df5-6c044825282a","http://www.cdisc.org","C49488","Code_516","Code","Yes","2023-12-15"
"bd050364-6f81-4546-a952-356db9a0c1dd","http://www.cdisc.org","C83309","Code_517","Code","Laboratory Test Fasting Status","2023-12-15"
"00db6e3a-b1ff-4470-af58-c979e0e91602","http://www.cdisc.org","C64547","Code_518","Code","CREAT","2023-12-15"
"8f561091-e35b-4cbf-be3b-58e09e559530","http://www.cdisc.org","C64853","Code_519","Code","K","2023-12-15"
"eb678911-5ac0-4b95-8620-bddda94d23da","http://www.cdisc.org","C36292","Code_520","Code","Laboratory Test Result","2023-12-15"
"1cddc0c3-05d7-4322-9025-aa425b564ec2","http://www.cdisc.org","C67474","Code_521","Code","Milliequivalent per Liter","2023-12-15"
"70630c1f-f28b-4330-b0d6-3cce71992e0c","http://www.cdisc.org","C67473","Code_522","Code","Milliequivalent per Deciliter","2023-12-15"
"65a2c287-9f1b-463f-aeef-68e48f91f633","http://www.cdisc.org","C64387","Code_523","Code","Millimole per Liter","2023-12-15"
"7dc4652a-42b1-4b3e-9849-2daa3f1edca5","http://www.cdisc.org","C64567","Code_524","Code","Molarity Unit","2023-12-15"
"b4b65c44-a790-4060-bf9e-fa75246b1771","http://www.cdisc.org","C70713","Code_525","Code","Biospecimen Type","2023-12-15"
"9d5cebab-5c9c-4fe4-8cd7-ce60b7f5de8d","http://www.cdisc.org","C49487","Code_526","Code","No","2023-12-15"
"154ec394-512e-4f34-a445-4fcde690b2cf","http://www.cdisc.org","C49488","Code_527","Code","Yes","2023-12-15"
"e2e019cf-a0e3-4a67-a9ba-dd0b3f96b74b","http://www.cdisc.org","C83309","Code_528","Code","Laboratory Test Fasting Status","2023-12-15"
"764b08af-4af8-4410-aeef-b6464aac79aa","http://www.cdisc.org","C64853","Code_529","Code","K","2023-12-15"
"3c6d48f3-55d5-44f4-b715-9c5377d492da","http://www.cdisc.org","C64809","Code_530","Code","SODIUM","2023-12-15"
"4d14431e-a7c1-4b10-b22c-b819ab58d6f5","http://www.cdisc.org","C36292","Code_531","Code","Laboratory Test Result","2023-12-15"
"49a0d70b-c5d6-46b9-862f-85dbcaec855d","http://www.cdisc.org","C67474","Code_532","Code","Milliequivalent per Liter","2023-12-15"
"0504f47d-c36e-4145-835d-aec39c2ac544","http://www.cdisc.org","C67473","Code_533","Code","Milliequivalent per Deciliter","2023-12-15"
"c8769648-8adb-4b29-bcaa-277780eb401b","http://www.cdisc.org","C64387","Code_534","Code","Millimole per Liter","2023-12-15"
"dc7278c0-562e-44f6-a0db-e2064812ef9f","http://www.cdisc.org","C64567","Code_535","Code","Molarity Unit","2023-12-15"
"ad9db539-4761-40d8-b302-c44481aa9874","http://www.cdisc.org","C70713","Code_536","Code","Biospecimen Type","2023-12-15"
"c8f8e595-6b94-4c4a-bca9-2d51e7ea926f","http://www.cdisc.org","C49487","Code_537","Code","No","2023-12-15"
"0b35e5a6-00e3-4f35-bd35-74a6caa140e9","http://www.cdisc.org","C49488","Code_538","Code","Yes","2023-12-15"
"3b7ba1c2-975c-413e-a701-aaa87574398e","http://www.cdisc.org","C83309","Code_539","Code","Laboratory Test Fasting Status","2023-12-15"
"38bb0a4b-60bc-4beb-bb1f-f9b54e586172","http://www.cdisc.org","C64809","Code_540","Code","SODIUM","2023-12-15"
"75b1b913-a1ad-4151-a89f-4aad109cb3f2","http://www.cdisc.org","C64849","Code_541","Code","HBA1C","2023-12-15"
"b0467cb7-a2ab-4d13-872e-4252d679aea0","http://www.cdisc.org","C36292","Code_542","Code","Laboratory Test Result","2023-12-15"
"3907e249-2f39-4a1b-ade0-8c4a1592fd5e","http://www.cdisc.org","C64783","Code_543","Code","Gram per Deciliter","2023-12-15"
"e4b0dd94-f1da-4fb9-9157-dacfe79a169c","http://www.cdisc.org","No Concept Code","Code_544","Code","LBORRESU","2023-12-15"
"f7a3e658-df2c-4821-96c2-5f5bdd58f6c8","http://www.cdisc.org","C70713","Code_545","Code","Biospecimen Type","2023-12-15"
"330a6cd7-1986-49fb-bd94-04ed36a4f711","http://www.cdisc.org","C49487","Code_546","Code","No","2023-12-15"
"8a068c3c-920b-4ac9-b96c-2d1b532a5e5d","http://www.cdisc.org","C49488","Code_547","Code","Yes","2023-12-15"
"90e685cb-e9d2-40dd-9f9a-44b76f4ef9d2","http://www.cdisc.org","C83309","Code_548","Code","Laboratory Test Fasting Status","2023-12-15"
"78e5d993-05e5-4268-8018-681fcf5e5f00","http://www.cdisc.org","C64849","Code_549","Code","HBA1C","2023-12-15"
"a2fc1e0e-86cc-4bec-825d-d39e6ec4b62d","http://www.cdisc.org","C78541","Code_145","Code","Adverse Event Verbatim Description","2023-12-15"
"47eee186-86e1-4216-9e05-9c90c41dda2c","http://www.cdisc.org","C83344","Code_146","Code","Adverse Event Dictionary Derived Term","2023-12-15"
"87cd7614-9f82-4727-b1b3-f79b5bc0eebd","http://www.cdisc.org","C49487","Code_147","Code","No","2023-12-15"
"f63f5109-bdf0-4092-a250-b04707d85d93","http://www.cdisc.org","C49488","Code_148","Code","Yes","2023-12-15"
"c4335312-0fb4-4ab5-8d93-e908d0b7602f","http://www.cdisc.org","C87840","Code_149","Code","Adverse Event Pre-specified","2023-12-15"
"175dc0dd-1258-4218-820f-11b27c485065","http://www.cdisc.org","C83205","Code_150","Code","Adverse Event Location","2023-12-15"
"9ecd80c1-133f-48a7-875d-f4db30091c64","http://www.cdisc.org","C53253","Code_151","Code","Severity of Adverse Event","2023-12-15"
"43412f44-0a64-4d66-b805-40a10e2ffe80","http://www.cdisc.org","C49487","Code_152","Code","No","2023-12-15"
"a1543942-d0f0-49cd-acc4-3f5a8c3a2348","http://www.cdisc.org","C49488","Code_153","Code","Yes","2023-12-15"
"19b069cf-a6fe-4ef9-8c49-0424838230c0","http://www.cdisc.org","C53252","Code_154","Code","Seriousness of Adverse Event","2023-12-15"
"1e5b21c5-0478-476e-b004-3c2e85445762","http://www.cdisc.org","C83013","Code_155","Code","Adverse Event Action Taken with Study Treatment","2023-12-15"
"081c3aa8-ab67-471a-8f93-1d63af8a17d4","http://www.cdisc.org","C83109","Code_156","Code","Other Actions taken in Response to Adverse Event","2023-12-15"
"e8aa45d5-856b-439d-9551-bdd2e533c2e4","http://www.cdisc.org","C41358","Code_157","Code","Adverse Event Attribution to Product or Procedure","2023-12-15"
"69ab2e2c-7318-436e-96c0-060baed4da2b","http://www.cdisc.org","C83210","Code_158","Code","Adverse Event Relationship to Non Study Treatment","2023-12-15"
"a926ff53-f8bd-4278-a37f-a8a501dffda1","http://www.cdisc.org","C83208","Code_159","Code","Adverse Event Pattern","2023-12-15"
"5f84e2fb-4661-4190-b026-29ca91163392","http://www.cdisc.org","C49489","Code_160","Code","Adverse Event Outcome","2023-12-15"
"b73d93f6-3622-4c20-be1f-ce22d2831f10","http://www.cdisc.org","C49487","Code_161","Code","No","2023-12-15"
"3f68093d-9a23-453a-ace2-74d0a4ad7e36","http://www.cdisc.org","C49488","Code_162","Code","Yes","2023-12-15"
"f2b9d54a-280c-4846-b55e-5e9756759c25","http://www.cdisc.org","C83211","Code_163","Code","Adverse Event Involves Cancer","2023-12-15"
"55fb7898-740f-4f25-bf57-b5e93a37db53","http://www.cdisc.org","C49487","Code_164","Code","No","2023-12-15"
"325219c5-1e5a-449d-a273-0f50b07b9731","http://www.cdisc.org","C49488","Code_165","Code","Yes","2023-12-15"
"ec9dfcc1-060b-41dd-beb4-2452ca071312","http://www.cdisc.org","C83117","Code_166","Code","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15"
"edb01262-07f3-42f1-847c-6af217988f58","http://www.cdisc.org","C49487","Code_167","Code","No","2023-12-15"
"19392f72-f153-4bf1-9afa-34de11913576","http://www.cdisc.org","C49488","Code_168","Code","Yes","2023-12-15"
