"uuid:ID","codeSystemVersion","decode","code","instanceType","codeSystem","id"
"b5342287-525a-4c7e-a257-e2baa5438271","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_84"
"d2b93bcd-0305-4868-8c6b-71c31a590a2d","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_85"
"0fc7eca9-d79e-4e83-bc9d-e692d4fcf168","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_86"
"85d14a5d-c7ef-40d3-b3e4-9c15eaad56b4","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_87"
"4b67544c-cf2c-438e-a73f-ef0df25ed60a","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_88"
"13278f67-f2f1-4333-a042-f870d55b2781","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_89"
"37f15403-7194-4af1-905c-351d3956d5a6","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_90"
"bc51bcb0-af1e-4d01-b97d-911c2902097f","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_91"
"dc74dffb-6aa0-4692-a074-36f8edcad465","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_92"
"b2095754-b0de-4e37-9d00-a6f33d05609d","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_93"
"c633819a-40b0-4d78-ae7e-d556ff5e5fc6","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_94"
"aab2c5ef-6edf-4149-a922-e73e9639a019","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_95"
"5be8ba94-82f4-4eff-addb-0874c0352c3f","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_96"
"b2942409-f84f-453a-899c-8e98f3405a16","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_97"
"42770143-806b-46c0-afdc-47497e2df251","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_98"
"3b328878-7551-41dd-ae43-b95939f5192c","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_99"
"8d8c946b-757a-4820-9a79-b76fa0bcdd88","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_100"
"19073b4a-eafa-47cd-aaaf-d8a104715b22","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_101"
"1f5ad5f7-0532-41c1-8ed3-8de59784dd48","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_102"
"655d68d0-f71f-4abc-81d3-952b3975ee70","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_103"
"682abae1-3c94-461f-a977-47a43b901a0c","2023-12-15","Telephone Call","C171537","Code","http://www.cdisc.org","Code_104"
"392b7814-0e41-4e41-8a3a-8ee20f7fc732","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_105"
"6416ae99-1804-4c50-ad4a-0ab15005cd21","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_106"
"7f099908-5aa2-4b5f-96b8-2ef3714c31b2","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_107"
"feb65ff2-3380-4c9d-aee9-3e5bc01ce8fa","2023-12-15","Telephone Call","C171537","Code","http://www.cdisc.org","Code_108"
"a38279c5-c215-450d-a812-969680f98967","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_109"
"adcee100-588b-4b0b-816a-256676c014e6","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_110"
"de4da091-bcb9-469c-9a50-9f7df0417b51","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_111"
"5992a55a-1eee-44eb-a319-f86cfd6bd982","2023-12-15","Telephone Call","C171537","Code","http://www.cdisc.org","Code_112"
"723cba70-d3a9-41eb-9b0c-3364042206e4","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_113"
"e6f093c8-7d17-433a-894b-b51f9fcf4381","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_114"
"880fe870-277d-47e3-a773-6de5de2f4608","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_115"
"3ebfa522-6f0f-4ef9-b1b7-0127b44d6ac2","2023-12-15","Telephone Call","C171537","Code","http://www.cdisc.org","Code_116"
"ca008469-30e6-40d3-82d6-d6c303bcade4","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_117"
"b6af9902-5812-40e7-ac2d-bcac11400c3a","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_118"
"1ea0594b-bd81-4b40-91a9-f387295c9521","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_119"
"bd81ec23-c734-437e-9af5-8c819fc76fed","2023-12-15","Visit","C25716","Code","http://www.cdisc.org","Code_120"
"a21e0f89-cffb-4837-ad13-6d082a7c81ab","2023-12-15","Clinic","C51282","Code","http://www.cdisc.org","Code_121"
"e77fcbdb-de18-4b23-b1eb-77680a168a9e","2023-12-15","In Person","C175574","Code","http://www.cdisc.org","Code_122"
"3d0cf4d4-01c3-48d8-af62-23738188d600","January 31, 2018","CT of head without contrast","383371000119108","Code","SNOMED","Code_80"
"ed1df3fc-35dc-4dd8-a049-0a575d88ca03","12","Subject Supine","123","Code","SPONSOR","Code_81"
"792bc9dc-edcd-4a07-a3ef-f76ca0544cdf","12","Subject Standing","124","Code","SPONSOR","Code_82"
"86577eb8-945a-4bad-8b00-4f6df9433199","2023-12-15","Dictionary-derived Term","C82977","Code","http://www.cdisc.org","Code_429"
"fdedab6d-fe9c-41d2-b077-212bf0c075d6","2023-12-15","Reported Event Term","C82571","Code","http://www.cdisc.org","Code_430"
"5e640946-0f2a-4d8f-aa7a-64de28b700d2","2023-12-15","Observation Start Date Time","C82517","Code","http://www.cdisc.org","Code_431"
"936a3617-b12c-48e3-903c-af25bea74f01","2023-12-15","Informed Consent","C16735","Code","http://www.cdisc.org","Code_432"
"5a31816e-628c-4388-a3f9-ddf32cb07153","2023-12-15","Male","C20197","Code","http://www.cdisc.org","Code_433"
"28e43d71-a132-490b-84b1-745c9378b2f3","2023-12-15","Female","C16576","Code","http://www.cdisc.org","Code_434"
"1bd9170e-4552-4a80-ba4a-769243debf4f","2023-12-15","Sex","C28421","Code","http://www.cdisc.org","Code_435"
"1c2f126a-d38f-4c63-b42b-76e395a60e1f","2023-12-15","Sex","C28421","Code","http://www.cdisc.org","Code_436"
"15bcde73-1272-43df-a992-042c5b27b5df","2023-12-15","Race","C17049","Code","http://www.cdisc.org","Code_437"
"c1f9a079-b860-458d-b3b8-704d5c7a87d1","2023-12-15","Race","C17049","Code","http://www.cdisc.org","Code_438"
"40bcdd9f-09a2-4456-99df-16525e093b06","2023-12-15","TEMP","C174446","Code","http://www.cdisc.org","Code_439"
"88d9a5ae-d637-4518-a692-82dfc67e2a54","2023-12-15","Clinical Test Result","C77140","Code","http://www.cdisc.org","Code_440"
"f3475902-2461-4ad6-a59e-b5118ab2ce89","2023-12-15","Degree Celsius","C42559","Code","http://www.cdisc.org","Code_441"
"ebe811aa-ecea-401d-9bba-4d376570f16f","2023-12-15","Degree Fahrenheit","C44277","Code","http://www.cdisc.org","Code_442"
"5baa8d4a-e204-4301-8260-0e1960415c70","2023-12-15","Kelvin","C42537","Code","http://www.cdisc.org","Code_443"
"5f231529-3f62-419f-b75d-ed896b773094","2023-12-15","Unit of Temperature","C44276","Code","http://www.cdisc.org","Code_444"
"c623d98f-dbf5-4bf1-bd0e-d7aef83e44af","2023-12-15","Axilla","C12674","Code","http://www.cdisc.org","Code_445"
"6e023245-481b-4341-9ffe-07744b08a094","2023-12-15","Ear","C12394","Code","http://www.cdisc.org","Code_446"
"5a727f8e-9faa-4c87-9426-5bd8fb8b7972","2023-12-15","Forehead","C89803","Code","http://www.cdisc.org","Code_447"
"a9185494-d9c0-4a7e-bb6a-32531a668148","2023-12-15","Oral Cavity","C12421","Code","http://www.cdisc.org","Code_448"
"8d2c3cc5-0fac-4ac0-8286-aff7901e271e","2023-12-15","Rectum","C12390","Code","http://www.cdisc.org","Code_449"
"26325758-3b25-4903-ab1a-8fa7f042f7a9","2023-12-15","Anatomic Site","C13717","Code","http://www.cdisc.org","Code_450"
"e875ac7d-b3a3-443f-ad1f-66c2cde8f43f","2023-12-15","TEMP","C174446","Code","http://www.cdisc.org","Code_451"
"4d2b8455-782b-46c5-8de8-e190a038b6f4","2023-12-15","WEIGHT","C25208","Code","http://www.cdisc.org","Code_452"
"17b686f4-89b5-4a58-826a-d62fad4d8cce","2023-12-15","Clinical Test Result","C77140","Code","http://www.cdisc.org","Code_453"
"911bd394-44e3-4585-b7e8-c314855092bd","2023-12-15","Pound","C48531","Code","http://www.cdisc.org","Code_454"
"b1c0e489-ea27-4b23-be3d-810194ddf7cc","2023-12-15","Gram","C48155","Code","http://www.cdisc.org","Code_455"
"49291056-8e0c-4cc7-8d90-5b0d9e5de89f","2023-12-15","Kilogram","C28252","Code","http://www.cdisc.org","Code_456"
"09a6f558-8790-4768-95a9-fa4e20338bc6","2023-12-15","Unit of Weight","C48208","Code","http://www.cdisc.org","Code_457"
"bfeb6a46-2cbf-41eb-9bf0-b3000edb0d17","2023-12-15","WEIGHT","C25208","Code","http://www.cdisc.org","Code_458"
"a559a44e-f859-4081-8d9f-640976e7d7b8","2023-12-15","HEIGHT","C25347","Code","http://www.cdisc.org","Code_459"
"66e0a750-e389-45c0-b61c-092e5bbfffdd","2023-12-15","Clinical Test Result","C77140","Code","http://www.cdisc.org","Code_460"
"60253fca-5599-4e4a-9a4a-4b0bc3268303","2023-12-15","Centimeter","C49668","Code","http://www.cdisc.org","Code_461"
"aeece762-2fbc-4cdc-a84b-9475af01c18a","2023-12-15","Inch","C48500","Code","http://www.cdisc.org","Code_462"
"9417e205-b6ea-4b09-b42b-b82e2f11de4c","2023-12-15","Meter","C41139","Code","http://www.cdisc.org","Code_463"
"f5cdae88-4f90-4aba-8c2e-5ac4f913ca1f","2023-12-15","Unit of Height","C168688","Code","http://www.cdisc.org","Code_464"
"a70e7d5b-1c08-4705-ac45-c61927bf9585","2023-12-15","HEIGHT","C25347","Code","http://www.cdisc.org","Code_465"
"766313d2-29e6-4b36-b2c6-890cb95e2053","2023-12-15","ALT","C64433","Code","http://www.cdisc.org","Code_466"
"15ce3876-c659-4884-b54c-6e593edab71e","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_467"
"b14f3522-91f0-45df-b337-cd60b497b5c0","2023-12-15","Unit per Liter","C67456","Code","http://www.cdisc.org","Code_468"
"c37428c3-437c-4f15-8616-d469b762908c","2023-12-15","Microkatal per Liter","C67397","Code","http://www.cdisc.org","Code_469"
"b66c6562-8ab2-409b-a0ee-2e7c4bc390e2","2023-12-15","International Unit per Liter","C67376","Code","http://www.cdisc.org","Code_470"
"2dbc539c-96b0-4ac4-ac69-e5ea82d13440","2023-12-15","Nanokatal per Liter","C70510","Code","http://www.cdisc.org","Code_471"
"575bc6a6-624f-4821-affe-88ac96bee890","2023-12-15","Unit of Catalytic Activity Concentration","C67365","Code","http://www.cdisc.org","Code_472"
"921476fe-c97a-4e62-b2b6-c263b4e23c77","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_473"
"323c43a1-cfc9-425d-add5-37844dde11f0","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_474"
"806d6172-e413-4b3c-8b60-1474a4329e0d","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_475"
"8bc27c92-60af-449b-a966-e9ded360dc07","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_476"
"171f04a8-39b1-4e0a-99b1-772b7869480b","2023-12-15","ALT","C64433","Code","http://www.cdisc.org","Code_477"
"df273ece-f13d-470b-8854-6ebd9a6cfb3a","2023-12-15","ALB","C64431","Code","http://www.cdisc.org","Code_478"
"53ae0dc8-b2d6-4a87-a010-2fa3edef3dd8","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_479"
"55b2f702-fec7-487c-9fda-d8ec34344198","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_480"
"c7c1835b-7386-4eec-8ccf-99d8ceab475c","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_481"
"940e50ba-383e-40ba-8973-faa6d5242c18","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_482"
"32b55d4a-700f-40c4-8c8a-48d37b765832","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_483"
"62bd3173-bf03-4d23-aaa1-cf1d1887b801","2023-12-15","ALB","C64431","Code","http://www.cdisc.org","Code_484"
"0ba10093-5cd1-45a9-b496-8f59f5684a25","2023-12-15","ALP","C64432","Code","http://www.cdisc.org","Code_485"
"9ad76638-4966-4638-b5a2-62107b7c3cd8","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_486"
"ca34b458-2254-4bc9-bd1e-137b88b55eb7","2023-12-15","Unit per Liter","C67456","Code","http://www.cdisc.org","Code_487"
"0bdb28d8-dfe7-4e03-b0f6-dd74945dfd59","2023-12-15","Microkatal per Liter","C67397","Code","http://www.cdisc.org","Code_488"
"9e9174d1-c4d4-4030-bbc5-2fdb417c304d","2023-12-15","International Unit per Liter","C67376","Code","http://www.cdisc.org","Code_489"
"b12a8ec0-e0a1-428a-a1e3-016941b76ec5","2023-12-15","Unit of Catalytic Activity Concentration","C67365","Code","http://www.cdisc.org","Code_490"
"95c1186d-4cff-4061-95fa-e11d1143158f","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_491"
"5e1c2c77-75e5-4a4a-a33b-e524e8b8ad93","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_492"
"363aaa90-8c31-4d3d-b23d-f791c380ef48","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_493"
"6eebe07a-1891-46f8-aa65-df00eba97bb1","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_494"
"dfc0f246-336c-4bcf-b230-fd7f54e7537f","2023-12-15","ALP","C64432","Code","http://www.cdisc.org","Code_495"
"29e5f9ed-4855-48c0-9efd-7d3e4ffad1ad","2023-12-15","AST","C64467","Code","http://www.cdisc.org","Code_496"
"9dbbd337-a05f-4ca4-ac23-af84368d2662","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_497"
"0e3c8be9-3eec-4852-97d7-71a0df681c9c","2023-12-15","Unit per Liter","C67456","Code","http://www.cdisc.org","Code_498"
"933ea23e-041e-41b4-a8c3-1f77f633ab16","2023-12-15","Microkatal per Liter","C67397","Code","http://www.cdisc.org","Code_499"
"a6efd389-6785-422f-bbfc-be2985b35b13","2023-12-15","International Unit per Liter","C67376","Code","http://www.cdisc.org","Code_500"
"db290f26-88b9-4233-b824-37b764e721bd","2023-12-15","Unit of Catalytic Activity Concentration","C67365","Code","http://www.cdisc.org","Code_501"
"895d5af3-98df-42c2-bb66-ab6ea93e31f4","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_502"
"a51d9897-b096-4edc-a9c2-8c0b5f0856c7","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_503"
"7f9eb45c-b84d-463c-97ba-e2b1d23a3ae2","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_504"
"2676ee11-5a88-4516-839d-08566085c481","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_505"
"bfad0e03-4d4e-46ae-bce1-30adc414d092","2023-12-15","AST","C64467","Code","http://www.cdisc.org","Code_506"
"294893cf-2b40-4d49-856b-7e9b66c0171b","2023-12-15","CREAT","C64547","Code","http://www.cdisc.org","Code_507"
"006a528d-9e1a-4e7d-9120-0d438833a958","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_508"
"a7f5e7c3-c1e5-4594-ad25-8e8e4b1e3c58","2023-12-15","Milligram per Deciliter","C67015","Code","http://www.cdisc.org","Code_509"
"92731ba6-16a1-48a1-a7f7-aa2f5a973c29","2023-12-15","Microgram per Milliliter","C64572","Code","http://www.cdisc.org","Code_510"
"89fc58ea-7001-4f8c-9a6e-795a4295183f","2023-12-15","Millimole per Liter","C64387","Code","http://www.cdisc.org","Code_511"
"d4de8148-8176-4251-86a3-4872833b2837","2023-12-15","Micromole per Liter","C48508","Code","http://www.cdisc.org","Code_512"
"82f845e3-271e-4144-9d7c-0b3521218f5a","2023-12-15","Unit of Concentration","C48207","Code","http://www.cdisc.org","Code_513"
"076166a8-8f4b-487f-b626-8f4ab7a322a1","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_514"
"497a59aa-1abe-4bc1-be52-31be9feaed37","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_515"
"7f1fa6d5-fa6a-435c-a9ac-618f1a540d19","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_516"
"6616fd3b-79a4-41dd-8adf-08a8fcfd561f","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_517"
"c8193bda-18dd-488e-a4c7-5fedbae65ba2","2023-12-15","CREAT","C64547","Code","http://www.cdisc.org","Code_518"
"2a66b274-cba5-4f4a-8485-8d677f4c264f","2023-12-15","K","C64853","Code","http://www.cdisc.org","Code_519"
"5221c34c-0fdb-43b8-b63a-9bda5cb366b8","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_520"
"0e104a1a-c909-488b-aae0-939fb2fadfdc","2023-12-15","Milliequivalent per Liter","C67474","Code","http://www.cdisc.org","Code_521"
"ec7408dd-86c0-4216-aeab-ce7e343b48b4","2023-12-15","Milliequivalent per Deciliter","C67473","Code","http://www.cdisc.org","Code_522"
"c91e34cb-278d-4d78-abcf-727de3931af7","2023-12-15","Millimole per Liter","C64387","Code","http://www.cdisc.org","Code_523"
"857e5303-02ab-420f-a6e6-3f7f6ef0d6a8","2023-12-15","Molarity Unit","C64567","Code","http://www.cdisc.org","Code_524"
"6deb4d57-3ea9-4a25-90ae-4ac29549024b","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_525"
"ce2999aa-6ebe-4e82-a843-6bc07beccdf0","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_526"
"32d59d73-79d2-4a32-ae3c-c5d5556cd2da","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_527"
"5080b1a9-c85a-43ff-8959-cc8628b6f4ae","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_528"
"f40e37f0-ca1d-471a-ba4b-076d007c607b","2023-12-15","K","C64853","Code","http://www.cdisc.org","Code_529"
"dd7e51a4-73f1-40d0-8afc-995747276150","2023-12-15","SODIUM","C64809","Code","http://www.cdisc.org","Code_530"
"27f6413a-ab8d-48d3-89de-7689bbfc4dc0","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_531"
"fd9b4606-459f-4009-a8c9-dabaa2d2b848","2023-12-15","Milliequivalent per Liter","C67474","Code","http://www.cdisc.org","Code_532"
"8ec10175-72b7-4a4b-8573-d8bfc7813be4","2023-12-15","Milliequivalent per Deciliter","C67473","Code","http://www.cdisc.org","Code_533"
"620bfea9-92b1-4efd-9d5d-c966840c644b","2023-12-15","Millimole per Liter","C64387","Code","http://www.cdisc.org","Code_534"
"693fd2c0-67f1-42f2-86fc-f1b73016a098","2023-12-15","Molarity Unit","C64567","Code","http://www.cdisc.org","Code_535"
"d0048b9b-c752-4a8b-93db-231d93991517","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_536"
"6739f298-1d06-44a1-8b2e-8b370d56cab3","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_537"
"51d283b3-4acf-4691-b02f-7e3b90850d93","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_538"
"e9343e01-8d39-40cd-a2b6-0bf394c29878","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_539"
"1609c1f2-30a3-4a8a-ba2f-0cc26683d3bc","2023-12-15","SODIUM","C64809","Code","http://www.cdisc.org","Code_540"
"0bf7ed85-36d7-462c-a3a1-e38a58b32939","2023-12-15","HBA1C","C64849","Code","http://www.cdisc.org","Code_541"
"149883d5-d239-4480-ab68-f0df950bcb78","2023-12-15","Laboratory Test Result","C36292","Code","http://www.cdisc.org","Code_542"
"e6f909ee-126f-4ea5-8d1a-1a7918e8aa2a","2023-12-15","Gram per Deciliter","C64783","Code","http://www.cdisc.org","Code_543"
"4c99924b-cc2a-49ad-ba3b-e66aeb068cc8","2023-12-15","LBORRESU","No Concept Code","Code","http://www.cdisc.org","Code_544"
"6c501f88-bb33-41cd-a590-af7e4b6fb048","2023-12-15","Biospecimen Type","C70713","Code","http://www.cdisc.org","Code_545"
"c94e1839-828e-4387-8d36-cc5c2d5d029f","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_546"
"332ea0d4-1c5c-4e7a-9b57-cd7db1df05a5","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_547"
"79edf7e3-f8c9-4cb4-b9db-15f5183324f2","2023-12-15","Laboratory Test Fasting Status","C83309","Code","http://www.cdisc.org","Code_548"
"dfe11995-05a8-447a-b29a-44fc52317109","2023-12-15","HBA1C","C64849","Code","http://www.cdisc.org","Code_549"
"c784e608-8a90-430d-ae22-679db0cf0edb","2023-12-15","Adverse Event Verbatim Description","C78541","Code","http://www.cdisc.org","Code_145"
"1f454ed2-3406-45a6-b1da-b5db2ebca583","2023-12-15","Adverse Event Dictionary Derived Term","C83344","Code","http://www.cdisc.org","Code_146"
"2e3c049e-3920-473b-a07d-2230deec39a8","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_147"
"794ed42a-25ae-467c-a5ea-9b2b67513c4a","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_148"
"ae628752-3cc8-4f4c-b657-02ad3baa9070","2023-12-15","Adverse Event Pre-specified","C87840","Code","http://www.cdisc.org","Code_149"
"49d5d897-2ee2-4daf-b437-eb3212f8581a","2023-12-15","Adverse Event Location","C83205","Code","http://www.cdisc.org","Code_150"
"d516cb9c-57b3-4a3c-90a1-917d0605aa22","2023-12-15","Severity of Adverse Event","C53253","Code","http://www.cdisc.org","Code_151"
"ae14bf34-2888-4425-a36a-a7954c690614","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_152"
"8c27ee9d-c99a-4474-af59-034bc7787172","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_153"
"be402453-ca09-4793-aa4a-709ea4120249","2023-12-15","Seriousness of Adverse Event","C53252","Code","http://www.cdisc.org","Code_154"
"a590b5d5-e233-49cd-9bd1-d22cb3729694","2023-12-15","Adverse Event Action Taken with Study Treatment","C83013","Code","http://www.cdisc.org","Code_155"
"49006f6f-44a1-4334-8054-c22a5077b49b","2023-12-15","Other Actions taken in Response to Adverse Event","C83109","Code","http://www.cdisc.org","Code_156"
"22640248-3643-4fa9-b66e-8ebc39c13148","2023-12-15","Adverse Event Attribution to Product or Procedure","C41358","Code","http://www.cdisc.org","Code_157"
"579ef15f-7f11-4ae5-9715-af3f1a7f9d56","2023-12-15","Adverse Event Relationship to Non Study Treatment","C83210","Code","http://www.cdisc.org","Code_158"
"f519fd0e-217b-498a-b06a-fb7be63565b4","2023-12-15","Adverse Event Pattern","C83208","Code","http://www.cdisc.org","Code_159"
"441f2691-a776-40b3-8157-7b046f2fe3c1","2023-12-15","Adverse Event Outcome","C49489","Code","http://www.cdisc.org","Code_160"
"3684b8f5-8ae7-4aee-a975-4ac9b0085e30","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_161"
"5b131e11-db53-40b0-98b3-bd82cd54785d","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_162"
"dce3e11e-3aa8-484f-86da-81a8baf4df1c","2023-12-15","Adverse Event Involves Cancer","C83211","Code","http://www.cdisc.org","Code_163"
"4fd94d8b-00a7-4eac-be49-59a74719ddff","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_164"
"480c79a2-f4a7-4a13-aa35-f3e6a6c907cd","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_165"
"367ddfbe-cf64-4dd0-af74-4769402de729","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","C83117","Code","http://www.cdisc.org","Code_166"
"e97926cc-0bbd-4764-9d3b-dee4c355282b","2023-12-15","No","C49487","Code","http://www.cdisc.org","Code_167"
"9aa496f4-2d3f-4179-bd04-7dea411f6bc8","2023-12-15","Yes","C49488","Code","http://www.cdisc.org","Code_168"
