"codeSystemVersion","instanceType","code","uuid:ID","decode","id","codeSystem"
"2023-12-15","Code","C51282","365e298d-7cfd-481e-a7b7-e7784fde104a","Clinic","Code_84","http://www.cdisc.org"
"2023-12-15","Code","C175574","5aba9a77-a3d8-42a3-8b6d-0634b1dc7f36","In Person","Code_85","http://www.cdisc.org"
"2023-12-15","Code","C25716","76ee6103-9fff-4fd1-813b-ee952a41d04c","Visit","Code_86","http://www.cdisc.org"
"2023-12-15","Code","C51282","6c061a9a-bb3d-416e-8710-e7de6da72507","Clinic","Code_87","http://www.cdisc.org"
"2023-12-15","Code","C175574","09a04009-3b1d-416a-84f4-d0241ddaf732","In Person","Code_88","http://www.cdisc.org"
"2023-12-15","Code","C25716","9be6b29e-d787-456d-9204-e6c472af9f18","Visit","Code_89","http://www.cdisc.org"
"2023-12-15","Code","C51282","8156357c-a04e-4f1c-bd7b-df077a0fd7dd","Clinic","Code_90","http://www.cdisc.org"
"2023-12-15","Code","C175574","1a624f9a-61ab-4f2a-b524-71a48d68ae7a","In Person","Code_91","http://www.cdisc.org"
"2023-12-15","Code","C25716","55c88a5e-efef-4332-9134-a7d945ff00de","Visit","Code_92","http://www.cdisc.org"
"2023-12-15","Code","C51282","67b30cbc-2254-447e-9424-f104b1f0f725","Clinic","Code_93","http://www.cdisc.org"
"2023-12-15","Code","C175574","fabd2760-b3f3-451d-ba71-6352723e7125","In Person","Code_94","http://www.cdisc.org"
"2023-12-15","Code","C25716","675ebbeb-3cda-4c8d-ab0d-a86547a21dac","Visit","Code_95","http://www.cdisc.org"
"2023-12-15","Code","C51282","7a6edfaf-fa72-4304-8a40-87f2c561abe4","Clinic","Code_96","http://www.cdisc.org"
"2023-12-15","Code","C175574","38e4c898-362d-4e45-aea8-e7f8ac0e7ceb","In Person","Code_97","http://www.cdisc.org"
"2023-12-15","Code","C25716","7c46dc9a-03c2-43b3-a803-7bc7a09dc49b","Visit","Code_98","http://www.cdisc.org"
"2023-12-15","Code","C51282","ca64b7ff-9496-4be9-9039-bcfb4fa0c054","Clinic","Code_99","http://www.cdisc.org"
"2023-12-15","Code","C175574","75d53ceb-8b86-43fe-a3ea-24151aa04fef","In Person","Code_100","http://www.cdisc.org"
"2023-12-15","Code","C25716","9e5ddfe5-e474-4f0b-beea-40ed62a94af9","Visit","Code_101","http://www.cdisc.org"
"2023-12-15","Code","C51282","b6e31125-3d02-4f50-a801-e5b106b56f0c","Clinic","Code_102","http://www.cdisc.org"
"2023-12-15","Code","C175574","e479e83f-1e29-45fc-b2b0-8fedf02be4d5","In Person","Code_103","http://www.cdisc.org"
"2023-12-15","Code","C171537","33c74d67-acea-4eb8-94d5-02d68397c99e","Telephone Call","Code_104","http://www.cdisc.org"
"2023-12-15","Code","C25716","41d5ae58-b10d-4599-86c2-a82484cb714f","Visit","Code_105","http://www.cdisc.org"
"2023-12-15","Code","C51282","812a0d9b-690b-49da-a3a1-1c0ae2444be2","Clinic","Code_106","http://www.cdisc.org"
"2023-12-15","Code","C175574","b13f48be-c876-499e-b06d-f76378bcdd92","In Person","Code_107","http://www.cdisc.org"
"2023-12-15","Code","C171537","a6e108ee-9a96-4498-9a93-f530ac5ff811","Telephone Call","Code_108","http://www.cdisc.org"
"2023-12-15","Code","C25716","d2994633-736c-46f6-b941-f3a8410f55c1","Visit","Code_109","http://www.cdisc.org"
"2023-12-15","Code","C51282","fb086663-fb7e-4c44-9697-c73dd7f3639f","Clinic","Code_110","http://www.cdisc.org"
"2023-12-15","Code","C175574","9d0bec50-17dd-46ca-a78c-d6cb7350ea1c","In Person","Code_111","http://www.cdisc.org"
"2023-12-15","Code","C171537","6884a480-3b83-4613-9f20-e0839b69d929","Telephone Call","Code_112","http://www.cdisc.org"
"2023-12-15","Code","C25716","5a37a65f-e6ae-4943-b0bb-7537cdcb0b05","Visit","Code_113","http://www.cdisc.org"
"2023-12-15","Code","C51282","eb4300b9-66a5-46d1-b9f7-1d5076a17247","Clinic","Code_114","http://www.cdisc.org"
"2023-12-15","Code","C175574","79f9c2b6-5b69-45fb-8cae-20383efefabf","In Person","Code_115","http://www.cdisc.org"
"2023-12-15","Code","C171537","bc14ebe3-0558-4c2e-92e1-eb7d1c545388","Telephone Call","Code_116","http://www.cdisc.org"
"2023-12-15","Code","C25716","480e5782-fc36-427e-b8fe-20f9d31ffaa8","Visit","Code_117","http://www.cdisc.org"
"2023-12-15","Code","C51282","f14ff68e-f321-4cf8-bf0c-4ebdda856e35","Clinic","Code_118","http://www.cdisc.org"
"2023-12-15","Code","C175574","cd960b0d-f157-4d8c-aa6e-a6922b07ce00","In Person","Code_119","http://www.cdisc.org"
"2023-12-15","Code","C25716","e74cf474-e59d-4299-8c6d-d7b1de8861ac","Visit","Code_120","http://www.cdisc.org"
"2023-12-15","Code","C51282","ddf263a5-a5fd-42e8-b51e-743e746d13f3","Clinic","Code_121","http://www.cdisc.org"
"2023-12-15","Code","C175574","1e9c2213-11e3-4623-ae6d-b0ae1589502d","In Person","Code_122","http://www.cdisc.org"
"January 31, 2018","Code","383371000119108","1faff984-f993-44a0-9882-51b685120ed5","CT of head without contrast","Code_80","SNOMED"
"12","Code","123","ac30fba8-c477-41bd-9355-0d3dc5d4ef28","Subject Supine","Code_81","SPONSOR"
"12","Code","124","10c4732b-6d42-496e-b828-96843ccd8c3b","Subject Standing","Code_82","SPONSOR"
"2023-12-15","Code","C82977","a01030c5-9e30-453d-8358-65f2d29dc50d","Dictionary-derived Term","Code_429","http://www.cdisc.org"
"2023-12-15","Code","C82571","39c24a0b-b487-4717-b55f-0dd24b257ea5","Reported Event Term","Code_430","http://www.cdisc.org"
"2023-12-15","Code","C82517","b5ae7ea7-e49c-4523-b954-0f5ee8a4ac32","Observation Start Date Time","Code_431","http://www.cdisc.org"
"2023-12-15","Code","C16735","8a11a7e7-9457-48ce-88bb-983cb82a8311","Informed Consent","Code_432","http://www.cdisc.org"
"2023-12-15","Code","C20197","9b15d76e-fae8-4c82-b4d8-c80fedd51d83","Male","Code_433","http://www.cdisc.org"
"2023-12-15","Code","C16576","82213d4d-5ae7-40ae-b3ee-8fec8c19e16c","Female","Code_434","http://www.cdisc.org"
"2023-12-15","Code","C28421","187b8fc3-c53e-4d36-940a-0b9080e1142f","Sex","Code_435","http://www.cdisc.org"
"2023-12-15","Code","C28421","8ecaea02-376a-4728-96f4-2879184eaa1b","Sex","Code_436","http://www.cdisc.org"
"2023-12-15","Code","C17049","c399eff8-3216-41e0-a638-b492b61783b9","Race","Code_437","http://www.cdisc.org"
"2023-12-15","Code","C17049","fb5f65d4-016c-4fd6-a3a8-5bf534b86b5d","Race","Code_438","http://www.cdisc.org"
"2023-12-15","Code","C174446","03f70987-e6c5-41f3-8825-a9268e6f80c6","TEMP","Code_439","http://www.cdisc.org"
"2023-12-15","Code","C77140","c09ccc4f-ae67-494f-ad56-f71c4a1e71f3","Clinical Test Result","Code_440","http://www.cdisc.org"
"2023-12-15","Code","C42559","42fd422f-61b4-4adc-b86f-c29727a7a495","Degree Celsius","Code_441","http://www.cdisc.org"
"2023-12-15","Code","C44277","6e716dc1-a3ce-42a5-9ea2-9be840f22b2c","Degree Fahrenheit","Code_442","http://www.cdisc.org"
"2023-12-15","Code","C42537","f5d335b8-5b1e-419b-b443-8d4905122060","Kelvin","Code_443","http://www.cdisc.org"
"2023-12-15","Code","C44276","33dff6f3-4436-414f-8de9-ae4a811af733","Unit of Temperature","Code_444","http://www.cdisc.org"
"2023-12-15","Code","C12674","70593ffa-e7fc-4e55-82bc-63c5f312cdf6","Axilla","Code_445","http://www.cdisc.org"
"2023-12-15","Code","C12394","72a38d6e-54a0-41f7-bdf2-3a686a81602f","Ear","Code_446","http://www.cdisc.org"
"2023-12-15","Code","C89803","af6d099d-47b6-47b6-ab47-d14e442fd127","Forehead","Code_447","http://www.cdisc.org"
"2023-12-15","Code","C12421","ccdf547d-f585-4096-a5d2-a687973718f0","Oral Cavity","Code_448","http://www.cdisc.org"
"2023-12-15","Code","C12390","83fd2f2e-431c-444c-be09-91105da768c1","Rectum","Code_449","http://www.cdisc.org"
"2023-12-15","Code","C13717","1fb5142e-cfc5-468f-b5b6-bfa369f80205","Anatomic Site","Code_450","http://www.cdisc.org"
"2023-12-15","Code","C174446","3819a0db-0c57-4cf9-854b-e24b8121ae1f","TEMP","Code_451","http://www.cdisc.org"
"2023-12-15","Code","C25208","e72f3532-843c-430b-a7fb-15f1302bfd6f","WEIGHT","Code_452","http://www.cdisc.org"
"2023-12-15","Code","C77140","31fd4d42-39d8-4a4b-9d33-1fac89b8ad1e","Clinical Test Result","Code_453","http://www.cdisc.org"
"2023-12-15","Code","C48531","12533123-e3f6-46c8-b684-f1c7b479162e","Pound","Code_454","http://www.cdisc.org"
"2023-12-15","Code","C48155","c60a2617-d0bd-4e74-a9a8-6ba2627e1236","Gram","Code_455","http://www.cdisc.org"
"2023-12-15","Code","C28252","a1c58e58-5398-4dbe-952d-fe9b8694489e","Kilogram","Code_456","http://www.cdisc.org"
"2023-12-15","Code","C48208","3de0727b-a07e-4009-abc6-f46a40c02358","Unit of Weight","Code_457","http://www.cdisc.org"
"2023-12-15","Code","C25208","8af9365c-76a5-4b40-ac53-d5e85848350a","WEIGHT","Code_458","http://www.cdisc.org"
"2023-12-15","Code","C25347","f40db080-70c3-431d-81a9-d5fb5df8bf16","HEIGHT","Code_459","http://www.cdisc.org"
"2023-12-15","Code","C77140","9908c208-bc52-441d-b88f-c983a5d33f44","Clinical Test Result","Code_460","http://www.cdisc.org"
"2023-12-15","Code","C49668","84d07c80-9cf1-4795-a530-4353b85368c3","Centimeter","Code_461","http://www.cdisc.org"
"2023-12-15","Code","C48500","0c1b37d1-5893-40ab-8d00-fe01315d7543","Inch","Code_462","http://www.cdisc.org"
"2023-12-15","Code","C41139","89d61759-3350-4c6e-bcaa-ff5b43933b0b","Meter","Code_463","http://www.cdisc.org"
"2023-12-15","Code","C168688","5e8dd89b-03f6-4a76-98f4-51fc173642ea","Unit of Height","Code_464","http://www.cdisc.org"
"2023-12-15","Code","C25347","241be274-1d50-44af-a862-8a38c69cd2e9","HEIGHT","Code_465","http://www.cdisc.org"
"2023-12-15","Code","C64433","a710e32d-3d6a-4472-812b-107d83bcb2ef","ALT","Code_466","http://www.cdisc.org"
"2023-12-15","Code","C36292","ec42d63b-b1a8-46bb-9eed-40960caeea99","Laboratory Test Result","Code_467","http://www.cdisc.org"
"2023-12-15","Code","C67456","fad7a36b-af49-4ab2-90a3-304f4b302a37","Unit per Liter","Code_468","http://www.cdisc.org"
"2023-12-15","Code","C67397","4d252f8a-7381-4586-9380-c15c47318850","Microkatal per Liter","Code_469","http://www.cdisc.org"
"2023-12-15","Code","C67376","dd516564-2fdb-4467-9eed-ca7f2ac6cc56","International Unit per Liter","Code_470","http://www.cdisc.org"
"2023-12-15","Code","C70510","cd2d330a-6da0-4c6b-9cba-27bcd10e5352","Nanokatal per Liter","Code_471","http://www.cdisc.org"
"2023-12-15","Code","C67365","8035c9bc-fe18-4156-801d-0df3a6cf4156","Unit of Catalytic Activity Concentration","Code_472","http://www.cdisc.org"
"2023-12-15","Code","C70713","c017ccce-3f79-4850-b635-31935bc97ade","Biospecimen Type","Code_473","http://www.cdisc.org"
"2023-12-15","Code","C49487","675be7b2-dbcd-4918-873e-f1f75d45a7fa","No","Code_474","http://www.cdisc.org"
"2023-12-15","Code","C49488","5b5d688c-bab0-4d91-9ef3-37fe74678e3f","Yes","Code_475","http://www.cdisc.org"
"2023-12-15","Code","C83309","b752c04e-1333-4877-97fc-7a9b7904ccba","Laboratory Test Fasting Status","Code_476","http://www.cdisc.org"
"2023-12-15","Code","C64433","be1aceec-fe29-4771-9ce2-fdd6ea274608","ALT","Code_477","http://www.cdisc.org"
"2023-12-15","Code","C64431","c33713f0-5e02-421c-83b3-b9f1f270b91f","ALB","Code_478","http://www.cdisc.org"
"2023-12-15","Code","C36292","974e0d48-42aa-46b5-a891-547843c8941f","Laboratory Test Result","Code_479","http://www.cdisc.org"
"2023-12-15","Code","C70713","0374b3bc-d70f-46ee-8f04-5576ca2703c8","Biospecimen Type","Code_480","http://www.cdisc.org"
"2023-12-15","Code","C49487","fc66702c-174b-4306-ad8f-3688722ba403","No","Code_481","http://www.cdisc.org"
"2023-12-15","Code","C49488","a27421d9-e0ea-40a8-b9a3-bc06534a9d9f","Yes","Code_482","http://www.cdisc.org"
"2023-12-15","Code","C83309","126860f4-96c6-45a7-8039-7974531618b1","Laboratory Test Fasting Status","Code_483","http://www.cdisc.org"
"2023-12-15","Code","C64431","9aa06773-6832-47c0-ba92-03ff80ec4559","ALB","Code_484","http://www.cdisc.org"
"2023-12-15","Code","C64432","ceab5b4b-762e-4f57-8fe4-4aa6da5e3279","ALP","Code_485","http://www.cdisc.org"
"2023-12-15","Code","C36292","f4cb3633-dbf6-4bcd-a53d-bb0a45dc87ae","Laboratory Test Result","Code_486","http://www.cdisc.org"
"2023-12-15","Code","C67456","521db3b9-fd55-4a3f-9919-99cf3a04f464","Unit per Liter","Code_487","http://www.cdisc.org"
"2023-12-15","Code","C67397","737f5bf5-ab8a-4eec-b8d4-71676b05c08c","Microkatal per Liter","Code_488","http://www.cdisc.org"
"2023-12-15","Code","C67376","8fba02ae-c1d4-4b80-96bb-651305bd0ea6","International Unit per Liter","Code_489","http://www.cdisc.org"
"2023-12-15","Code","C67365","827d9358-4233-4a92-bb6c-1583e99dc358","Unit of Catalytic Activity Concentration","Code_490","http://www.cdisc.org"
"2023-12-15","Code","C70713","aa50b93e-29de-4e73-9ee2-f851535688f1","Biospecimen Type","Code_491","http://www.cdisc.org"
"2023-12-15","Code","C49487","f960c765-eda0-4f6b-a0a0-6ea0a1080ca6","No","Code_492","http://www.cdisc.org"
"2023-12-15","Code","C49488","a7bd9692-8071-44c1-a38d-64fc543fb21b","Yes","Code_493","http://www.cdisc.org"
"2023-12-15","Code","C83309","1a16f06c-fa49-4c91-915e-85eb79f5e47b","Laboratory Test Fasting Status","Code_494","http://www.cdisc.org"
"2023-12-15","Code","C64432","6772d478-b08a-48c6-8583-067883319c20","ALP","Code_495","http://www.cdisc.org"
"2023-12-15","Code","C64467","6661a1b2-b0cc-4a73-b514-fa708c57ee16","AST","Code_496","http://www.cdisc.org"
"2023-12-15","Code","C36292","663e54e5-2cfd-440f-b424-633fc5466efa","Laboratory Test Result","Code_497","http://www.cdisc.org"
"2023-12-15","Code","C67456","2ad03bba-3d6b-43ef-802c-c05dd58c08b1","Unit per Liter","Code_498","http://www.cdisc.org"
"2023-12-15","Code","C67397","f7dde935-ae8b-4020-92bc-f1d727b67024","Microkatal per Liter","Code_499","http://www.cdisc.org"
"2023-12-15","Code","C67376","f0c7ac27-9907-4353-a20d-a92cc7400fce","International Unit per Liter","Code_500","http://www.cdisc.org"
"2023-12-15","Code","C67365","c20fd730-9216-4eb5-b0ff-ac034e7a05d3","Unit of Catalytic Activity Concentration","Code_501","http://www.cdisc.org"
"2023-12-15","Code","C70713","16cfa96d-13ff-4ca6-a398-06e6b3ee69ba","Biospecimen Type","Code_502","http://www.cdisc.org"
"2023-12-15","Code","C49487","768836f3-deca-4552-952c-ac3cc21876b2","No","Code_503","http://www.cdisc.org"
"2023-12-15","Code","C49488","5def9fca-f41d-47ac-aa33-1916a2f33997","Yes","Code_504","http://www.cdisc.org"
"2023-12-15","Code","C83309","497873fe-2d6e-4567-bd39-6af48d0d7ca3","Laboratory Test Fasting Status","Code_505","http://www.cdisc.org"
"2023-12-15","Code","C64467","d7b84a33-0bf4-4153-809d-9d8b63e3a561","AST","Code_506","http://www.cdisc.org"
"2023-12-15","Code","C64547","35e7f27a-53e2-4fdd-8b18-0eed533d0e5c","CREAT","Code_507","http://www.cdisc.org"
"2023-12-15","Code","C36292","db63f0c0-c283-44dc-be6b-f95bac43a7be","Laboratory Test Result","Code_508","http://www.cdisc.org"
"2023-12-15","Code","C67015","256c4c6c-08eb-4fa8-abee-a3735f2324ef","Milligram per Deciliter","Code_509","http://www.cdisc.org"
"2023-12-15","Code","C64572","86996171-544a-4b05-96c4-26dac33900b4","Microgram per Milliliter","Code_510","http://www.cdisc.org"
"2023-12-15","Code","C64387","8f8f6366-7a5c-44f6-a77a-991a95544b6d","Millimole per Liter","Code_511","http://www.cdisc.org"
"2023-12-15","Code","C48508","9f2b8851-4e24-46c9-95ea-f4de461b602d","Micromole per Liter","Code_512","http://www.cdisc.org"
"2023-12-15","Code","C48207","e7073f09-9bca-4750-b47d-ef78996e6149","Unit of Concentration","Code_513","http://www.cdisc.org"
"2023-12-15","Code","C70713","d4714cc1-90f1-48c3-ac51-dabaa988069d","Biospecimen Type","Code_514","http://www.cdisc.org"
"2023-12-15","Code","C49487","11342e98-2423-428b-9007-1344143bec9b","No","Code_515","http://www.cdisc.org"
"2023-12-15","Code","C49488","cc7f72db-e080-4836-bd39-13d3602561bb","Yes","Code_516","http://www.cdisc.org"
"2023-12-15","Code","C83309","b1ca607e-6f77-453b-a5af-78341b2a2cc8","Laboratory Test Fasting Status","Code_517","http://www.cdisc.org"
"2023-12-15","Code","C64547","16757043-099e-4b11-ac3d-4639c154cad3","CREAT","Code_518","http://www.cdisc.org"
"2023-12-15","Code","C64853","ac944c80-accb-44b3-8609-25f9138997c1","K","Code_519","http://www.cdisc.org"
"2023-12-15","Code","C36292","e6cb9954-1bd8-42fe-b3d0-75e346fbf0c4","Laboratory Test Result","Code_520","http://www.cdisc.org"
"2023-12-15","Code","C67474","937fcb7d-c4a1-497f-a442-1d43121ac01f","Milliequivalent per Liter","Code_521","http://www.cdisc.org"
"2023-12-15","Code","C67473","2b35cfdd-9820-4d4a-9929-19d2350e3b6d","Milliequivalent per Deciliter","Code_522","http://www.cdisc.org"
"2023-12-15","Code","C64387","cc78b060-8911-4b16-b63e-ef87ef4105e9","Millimole per Liter","Code_523","http://www.cdisc.org"
"2023-12-15","Code","C64567","15e7fba9-9855-4d96-9998-85144bf2e18d","Molarity Unit","Code_524","http://www.cdisc.org"
"2023-12-15","Code","C70713","d02d88e4-a25d-4fae-857e-5f887348988b","Biospecimen Type","Code_525","http://www.cdisc.org"
"2023-12-15","Code","C49487","838cd97a-364a-4f7c-a6ec-2c491912062b","No","Code_526","http://www.cdisc.org"
"2023-12-15","Code","C49488","dd7fadfb-7ad9-4adc-bda9-b3bbd0ea8e33","Yes","Code_527","http://www.cdisc.org"
"2023-12-15","Code","C83309","7fa01f67-8cfd-41ff-ac9c-ab4f4d6ac402","Laboratory Test Fasting Status","Code_528","http://www.cdisc.org"
"2023-12-15","Code","C64853","7b0e876f-1c09-4a35-84e3-1e0b3fc18d88","K","Code_529","http://www.cdisc.org"
"2023-12-15","Code","C64809","ab398473-9486-4163-a8c2-ddf933947117","SODIUM","Code_530","http://www.cdisc.org"
"2023-12-15","Code","C36292","7069e9d6-2256-4ea8-ab83-eba53353409c","Laboratory Test Result","Code_531","http://www.cdisc.org"
"2023-12-15","Code","C67474","9d9b2508-f40e-4641-a7ec-11e761303d3b","Milliequivalent per Liter","Code_532","http://www.cdisc.org"
"2023-12-15","Code","C67473","76434038-b680-4a57-b226-09532540d627","Milliequivalent per Deciliter","Code_533","http://www.cdisc.org"
"2023-12-15","Code","C64387","488988ea-038d-446c-9c91-df0394a3e08d","Millimole per Liter","Code_534","http://www.cdisc.org"
"2023-12-15","Code","C64567","b180491e-448b-41c2-9ef6-8004be57f746","Molarity Unit","Code_535","http://www.cdisc.org"
"2023-12-15","Code","C70713","0df60ba6-4ac1-414a-9e8f-9bef2e48ecf1","Biospecimen Type","Code_536","http://www.cdisc.org"
"2023-12-15","Code","C49487","a5b62e89-caa4-4b66-9e6d-a3f5ac64e94f","No","Code_537","http://www.cdisc.org"
"2023-12-15","Code","C49488","9a3373ff-fe8e-4d3c-8f85-06e44bdef2a4","Yes","Code_538","http://www.cdisc.org"
"2023-12-15","Code","C83309","c8f6df64-fcf0-43ba-95ba-49837d2536d5","Laboratory Test Fasting Status","Code_539","http://www.cdisc.org"
"2023-12-15","Code","C64809","251be03e-1f35-49b0-9bd8-b2650742c4f7","SODIUM","Code_540","http://www.cdisc.org"
"2023-12-15","Code","C64849","b7dd58ad-0666-42a1-9f78-9d9261e648d1","HBA1C","Code_541","http://www.cdisc.org"
"2023-12-15","Code","C36292","47f9d2c3-e18d-46ff-bd18-8e616b1c31fb","Laboratory Test Result","Code_542","http://www.cdisc.org"
"2023-12-15","Code","C64783","41644d66-f14b-4a51-8fd4-c42e756c2777","Gram per Deciliter","Code_543","http://www.cdisc.org"
"2023-12-15","Code","No Concept Code","2a5aff23-2e1a-4d9b-afe1-08e7276e8ade","LBORRESU","Code_544","http://www.cdisc.org"
"2023-12-15","Code","C70713","81d84798-1dd2-4bdf-928a-719bb73ed1bb","Biospecimen Type","Code_545","http://www.cdisc.org"
"2023-12-15","Code","C49487","5e8a86b1-946d-4339-96b0-bcc9b063a58f","No","Code_546","http://www.cdisc.org"
"2023-12-15","Code","C49488","6228e5ef-3c98-4ded-b2f2-e482bbb677b5","Yes","Code_547","http://www.cdisc.org"
"2023-12-15","Code","C83309","14659b83-df5e-4fec-9906-799b1a3a9737","Laboratory Test Fasting Status","Code_548","http://www.cdisc.org"
"2023-12-15","Code","C64849","dcba141d-a029-4b1b-bdb9-feaa5bf84c0c","HBA1C","Code_549","http://www.cdisc.org"
"2023-12-15","Code","C78541","06acab0f-efc1-4046-a042-97fb453a57d5","Adverse Event Verbatim Description","Code_145","http://www.cdisc.org"
"2023-12-15","Code","C83344","42efaaa3-3d03-4a75-ac2f-c2e2a7d7d78d","Adverse Event Dictionary Derived Term","Code_146","http://www.cdisc.org"
"2023-12-15","Code","C49487","4e256bcd-c4ac-4a35-af25-c3e3c70a1b18","No","Code_147","http://www.cdisc.org"
"2023-12-15","Code","C49488","c1325a4f-0abd-49ac-b53e-f32d3a9adb40","Yes","Code_148","http://www.cdisc.org"
"2023-12-15","Code","C87840","956ed37d-44c8-4379-9761-1b1ff821a524","Adverse Event Pre-specified","Code_149","http://www.cdisc.org"
"2023-12-15","Code","C83205","479739b9-d1ef-4bf7-a988-27bbd5172df8","Adverse Event Location","Code_150","http://www.cdisc.org"
"2023-12-15","Code","C53253","d0d668bd-e61e-40e4-8e27-7b9052ad55f4","Severity of Adverse Event","Code_151","http://www.cdisc.org"
"2023-12-15","Code","C49487","70555d34-3862-4d7d-b3d1-2d1baa617445","No","Code_152","http://www.cdisc.org"
"2023-12-15","Code","C49488","95f47ea2-1369-429d-888a-c1637507c580","Yes","Code_153","http://www.cdisc.org"
"2023-12-15","Code","C53252","d46b58e7-5e3a-416c-b324-b0833497bab8","Seriousness of Adverse Event","Code_154","http://www.cdisc.org"
"2023-12-15","Code","C83013","ae47f6f5-c3a1-4dc1-8c5a-4fb42e90c81c","Adverse Event Action Taken with Study Treatment","Code_155","http://www.cdisc.org"
"2023-12-15","Code","C83109","847da52b-f8da-4108-a336-a7ef5b6538db","Other Actions taken in Response to Adverse Event","Code_156","http://www.cdisc.org"
"2023-12-15","Code","C41358","cb955752-46dc-49d2-88b3-e39ed3d405b5","Adverse Event Attribution to Product or Procedure","Code_157","http://www.cdisc.org"
"2023-12-15","Code","C83210","7bbda2aa-dbe0-4193-bdff-2e7a10e9691e","Adverse Event Relationship to Non Study Treatment","Code_158","http://www.cdisc.org"
"2023-12-15","Code","C83208","e2ec6e9b-a520-4518-93c7-8a80db2086f6","Adverse Event Pattern","Code_159","http://www.cdisc.org"
"2023-12-15","Code","C49489","a246ced2-a3dc-4df7-8ec8-e57bffbafe5d","Adverse Event Outcome","Code_160","http://www.cdisc.org"
"2023-12-15","Code","C49487","74813f0c-96e0-4183-88c4-1d5d29a7dfd7","No","Code_161","http://www.cdisc.org"
"2023-12-15","Code","C49488","601af77d-f373-4ae7-b346-3814fa5708d2","Yes","Code_162","http://www.cdisc.org"
"2023-12-15","Code","C83211","9ffdde29-e053-42eb-938f-36330fe22305","Adverse Event Involves Cancer","Code_163","http://www.cdisc.org"
"2023-12-15","Code","C49487","9e6ffb7c-e2dd-4f5d-a017-6637adb3a8fc","No","Code_164","http://www.cdisc.org"
"2023-12-15","Code","C49488","e8d6e41f-1bd4-44ca-9e50-e9796d4e9bda","Yes","Code_165","http://www.cdisc.org"
"2023-12-15","Code","C83117","6504da2a-5115-4f1a-bd14-a710f7b6a758","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","http://www.cdisc.org"
"2023-12-15","Code","C49487","51c331c1-5355-479d-9a11-42cbca8e3669","No","Code_167","http://www.cdisc.org"
