"codeSystem","decode","instanceType","uuid:ID","code","codeSystemVersion","id"
"http://www.cdisc.org","Visit","Code","b00632c8-40d9-43cb-9734-71519ba8f629","C25716","2023-12-15","Code_95"
"http://www.cdisc.org","Clinic","Code","8788e2f4-ca6c-4786-b669-950a1bf46629","C51282","2023-12-15","Code_96"
"http://www.cdisc.org","In Person","Code","a5d2a588-d67b-4fe1-a1ec-dd0d352764ca","C175574","2023-12-15","Code_97"
"http://www.cdisc.org","Visit","Code","3d0730c6-af7a-41b7-83ce-bbd427abcba2","C25716","2023-12-15","Code_98"
"http://www.cdisc.org","Clinic","Code","82f2b738-6ed0-4b57-b895-6e5fa5fe3cd5","C51282","2023-12-15","Code_99"
"http://www.cdisc.org","In Person","Code","976ad234-1180-4713-8c60-04f5fb36973f","C175574","2023-12-15","Code_100"
"http://www.cdisc.org","Visit","Code","af981308-c51e-4c76-9952-ff385487749f","C25716","2023-12-15","Code_101"
"http://www.cdisc.org","Clinic","Code","14def638-d7a8-4490-8006-88ed65ceda2f","C51282","2023-12-15","Code_102"
"http://www.cdisc.org","In Person","Code","87259387-94a4-4c2d-8e02-cb59fddd47e1","C175574","2023-12-15","Code_103"
"http://www.cdisc.org","Telephone Call","Code","4d3c35f4-bc41-4ea4-a41b-3adf2097940c","C171537","2023-12-15","Code_104"
"http://www.cdisc.org","Visit","Code","33ce5fab-ee7f-41cc-ae31-da3212794bf7","C25716","2023-12-15","Code_105"
"http://www.cdisc.org","Clinic","Code","f38bf52e-5a7d-40f1-a85b-5c3baa178c1f","C51282","2023-12-15","Code_106"
"http://www.cdisc.org","In Person","Code","4692984f-2ae3-4272-bcce-d12dc71caa26","C175574","2023-12-15","Code_107"
"http://www.cdisc.org","Telephone Call","Code","1caf4c0f-c5f2-449d-a3a9-df98589b0ffd","C171537","2023-12-15","Code_108"
"http://www.cdisc.org","Visit","Code","c0575a3d-f682-4a03-9f2e-8ea855fb7e5a","C25716","2023-12-15","Code_109"
"http://www.cdisc.org","Clinic","Code","17c217bc-585c-4850-a9ca-c89e5d004bc5","C51282","2023-12-15","Code_110"
"http://www.cdisc.org","In Person","Code","9c7ae5f2-11b9-4724-bea2-a1811233e328","C175574","2023-12-15","Code_111"
"http://www.cdisc.org","Telephone Call","Code","72535fd4-15b2-4bdd-909a-c9090bd7841c","C171537","2023-12-15","Code_112"
"http://www.cdisc.org","Visit","Code","dfb2fe35-2f4d-4982-bf47-35e088a29371","C25716","2023-12-15","Code_113"
"http://www.cdisc.org","Clinic","Code","135838fa-65d6-421e-84af-dbe80751e2bf","C51282","2023-12-15","Code_114"
"http://www.cdisc.org","In Person","Code","7d54165c-8efa-46dd-9abd-c9730aabee87","C175574","2023-12-15","Code_115"
"http://www.cdisc.org","Telephone Call","Code","639e36ec-dbd4-4272-989f-63a016219f52","C171537","2023-12-15","Code_116"
"http://www.cdisc.org","Visit","Code","f45b2c98-f34a-48f0-b0d9-40505486ea56","C25716","2023-12-15","Code_117"
"http://www.cdisc.org","Clinic","Code","fc57ecf6-06d7-481a-b4ac-4da4aebb5fa9","C51282","2023-12-15","Code_118"
"http://www.cdisc.org","In Person","Code","a61431ed-527c-448a-997e-d4240cdd5a4f","C175574","2023-12-15","Code_119"
"http://www.cdisc.org","Visit","Code","c6b600a9-7a9c-4d19-af77-fb850757af6e","C25716","2023-12-15","Code_120"
"http://www.cdisc.org","Clinic","Code","ae28ec56-9703-4dca-9c0a-15e8a56903ab","C51282","2023-12-15","Code_121"
"http://www.cdisc.org","In Person","Code","800fbeaf-6f10-4911-8a10-8a8eecb8baa2","C175574","2023-12-15","Code_122"
"SNOMED","CT of head without contrast","Code","dc21ff82-c5e4-4ba7-a2b0-fa922a29bd6a","383371000119108","January 31, 2018","Code_80"
"SPONSOR","Subject Supine","Code","7eae1b0f-1126-41a8-ae7e-28e0b587b386","123","12","Code_81"
"SPONSOR","Subject Standing","Code","4038a0c6-6ceb-4894-a365-1eef6c290cc0","124","12","Code_82"
"http://www.cdisc.org","Dictionary-derived Term","Code","2e0f6681-8c02-45a3-9a82-61c13b986b8c","C82977","2023-12-15","Code_429"
"http://www.cdisc.org","Reported Event Term","Code","8a9a19b5-a97c-417c-9f5f-2f5f21133f36","C82571","2023-12-15","Code_430"
"http://www.cdisc.org","Observation Start Date Time","Code","d50e2d1f-88ac-4ff3-91af-4b4cbdce7b93","C82517","2023-12-15","Code_431"
"http://www.cdisc.org","Informed Consent","Code","f66b4943-551b-461f-bf4f-4c2ba10c3daa","C16735","2023-12-15","Code_432"
"http://www.cdisc.org","Male","Code","d78f8afb-feb7-499c-a053-fedda9bc89e1","C20197","2023-12-15","Code_433"
"http://www.cdisc.org","Female","Code","6b81a8c9-a95b-4613-af13-649bb1b294dc","C16576","2023-12-15","Code_434"
"http://www.cdisc.org","Sex","Code","a484968a-8e7c-4a01-8406-2aebab430a3e","C28421","2023-12-15","Code_435"
"http://www.cdisc.org","Sex","Code","1c63b590-5b6b-474d-9527-7ad9714e48a6","C28421","2023-12-15","Code_436"
"http://www.cdisc.org","Race","Code","c35620b8-55ab-421e-bf90-3a526f26c920","C17049","2023-12-15","Code_437"
"http://www.cdisc.org","Race","Code","23b561a9-e940-45a0-8900-7824fee6411b","C17049","2023-12-15","Code_438"
"http://www.cdisc.org","TEMP","Code","2b9adeb7-53cd-47ba-a75d-60a980a95557","C174446","2023-12-15","Code_439"
"http://www.cdisc.org","Clinical Test Result","Code","f0098c8e-bb9b-43e0-8d47-4612dc43dc07","C77140","2023-12-15","Code_440"
"http://www.cdisc.org","Degree Celsius","Code","d81fc4c2-e6ff-409c-b575-f6a7a5abcad8","C42559","2023-12-15","Code_441"
"http://www.cdisc.org","Degree Fahrenheit","Code","55ec4424-ba32-4093-b32e-e2e20e3122bc","C44277","2023-12-15","Code_442"
"http://www.cdisc.org","Kelvin","Code","6fcda4bb-2701-443e-8910-372ae36989d1","C42537","2023-12-15","Code_443"
"http://www.cdisc.org","Unit of Temperature","Code","d1b64f97-0ecb-456e-95d5-ae582bc03d8b","C44276","2023-12-15","Code_444"
"http://www.cdisc.org","Axilla","Code","663b50b0-3451-4d56-9c12-46a5fb41cf0a","C12674","2023-12-15","Code_445"
"http://www.cdisc.org","Ear","Code","42f29230-4f1d-406d-921e-04381f4ade55","C12394","2023-12-15","Code_446"
"http://www.cdisc.org","Forehead","Code","5cf7e4f7-e32e-409e-b89c-7475de7298bf","C89803","2023-12-15","Code_447"
"http://www.cdisc.org","Oral Cavity","Code","2c9e2f67-bf85-4492-97a9-dbb25eb22874","C12421","2023-12-15","Code_448"
"http://www.cdisc.org","Rectum","Code","6a4e41b1-1b92-4767-ad17-0339659bbb74","C12390","2023-12-15","Code_449"
"http://www.cdisc.org","Anatomic Site","Code","52a0200c-a241-4d75-8355-9bf7239e561d","C13717","2023-12-15","Code_450"
"http://www.cdisc.org","TEMP","Code","7f988260-67ef-4203-8764-5211426b5438","C174446","2023-12-15","Code_451"
"http://www.cdisc.org","WEIGHT","Code","d30861ff-e801-4803-80e9-0d719abc479d","C25208","2023-12-15","Code_452"
"http://www.cdisc.org","Clinical Test Result","Code","62b317b0-1d46-41c6-a016-78857878f6f0","C77140","2023-12-15","Code_453"
"http://www.cdisc.org","Pound","Code","98f56ce5-77eb-4630-aea5-edc64213b656","C48531","2023-12-15","Code_454"
"http://www.cdisc.org","Gram","Code","262ff0ea-0ae2-4cf2-885a-d4e086b07b55","C48155","2023-12-15","Code_455"
"http://www.cdisc.org","Kilogram","Code","54379f45-d030-43e8-9a7c-b0a103ac805d","C28252","2023-12-15","Code_456"
"http://www.cdisc.org","Unit of Weight","Code","c659d7c2-ad7b-4017-882e-852b2f2565d2","C48208","2023-12-15","Code_457"
"http://www.cdisc.org","WEIGHT","Code","f14972c0-b162-4187-a6f7-b17b79b7e6e9","C25208","2023-12-15","Code_458"
"http://www.cdisc.org","HEIGHT","Code","f6a739b8-0708-414b-901c-2394e0b4c681","C25347","2023-12-15","Code_459"
"http://www.cdisc.org","Clinical Test Result","Code","f99384a3-3547-4594-a0f2-eb8ce179a8ec","C77140","2023-12-15","Code_460"
"http://www.cdisc.org","Centimeter","Code","45a4c879-d1ac-404d-8054-3e4247d92ffa","C49668","2023-12-15","Code_461"
"http://www.cdisc.org","Inch","Code","a7edab14-5b63-4db4-bc76-d3ccadabc2f0","C48500","2023-12-15","Code_462"
"http://www.cdisc.org","Meter","Code","d8dd3974-a8b0-41a3-a90b-c7303b833863","C41139","2023-12-15","Code_463"
"http://www.cdisc.org","Unit of Height","Code","220a5cfb-ad73-4ec2-8933-1e0a8417ff08","C168688","2023-12-15","Code_464"
"http://www.cdisc.org","HEIGHT","Code","a3d2bad2-5fe5-4522-8e82-8cf5289e1449","C25347","2023-12-15","Code_465"
"http://www.cdisc.org","ALT","Code","40ded458-dffe-4f3a-be3e-1e1dd660eba3","C64433","2023-12-15","Code_466"
"http://www.cdisc.org","Laboratory Test Result","Code","30d06114-5cf1-4591-8361-df2522d2ad0b","C36292","2023-12-15","Code_467"
"http://www.cdisc.org","Unit per Liter","Code","b7e479e7-382a-448e-814f-14ffb371293b","C67456","2023-12-15","Code_468"
"http://www.cdisc.org","Microkatal per Liter","Code","fa006944-9528-4995-8bb1-e4e7122240d5","C67397","2023-12-15","Code_469"
"http://www.cdisc.org","International Unit per Liter","Code","87df6e22-5b40-4342-b8a6-55fe3dc1b9ca","C67376","2023-12-15","Code_470"
"http://www.cdisc.org","Nanokatal per Liter","Code","09bc34a2-e87c-455c-80fb-1872ef3cd949","C70510","2023-12-15","Code_471"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","de6ae3df-c7b4-49a2-b00f-764e28d3d3ad","C67365","2023-12-15","Code_472"
"http://www.cdisc.org","Biospecimen Type","Code","e79c77bf-20e9-4daf-80bc-0f17fc861a4a","C70713","2023-12-15","Code_473"
"http://www.cdisc.org","No","Code","fd4f2952-9bb6-4ab9-a992-29012bf28088","C49487","2023-12-15","Code_474"
"http://www.cdisc.org","Yes","Code","f748e3ee-7092-4824-b3a6-b6c2e2be8e6e","C49488","2023-12-15","Code_475"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","c1a1890d-553a-4539-99d1-ed7d61ed5cd4","C83309","2023-12-15","Code_476"
"http://www.cdisc.org","ALT","Code","781e24fb-90fb-4a9c-ad73-50e830210bb1","C64433","2023-12-15","Code_477"
"http://www.cdisc.org","ALB","Code","486973b0-a08f-4806-a8ec-df54233b4bd2","C64431","2023-12-15","Code_478"
"http://www.cdisc.org","Laboratory Test Result","Code","063fc685-12dd-4872-97db-9b01f5d12065","C36292","2023-12-15","Code_479"
"http://www.cdisc.org","Biospecimen Type","Code","d292b160-ea39-4f52-9324-b2e08466ae40","C70713","2023-12-15","Code_480"
"http://www.cdisc.org","No","Code","d26f20b2-c158-4fb8-84cb-bdf2f91858e1","C49487","2023-12-15","Code_481"
"http://www.cdisc.org","Yes","Code","b9f7bfbb-9ba0-4a61-9095-788971fbf397","C49488","2023-12-15","Code_482"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","f480f05e-2c6b-4575-b79f-4c5d7eceff6a","C83309","2023-12-15","Code_483"
"http://www.cdisc.org","ALB","Code","4d538941-c32a-4430-b43d-50d980a2cda5","C64431","2023-12-15","Code_484"
"http://www.cdisc.org","ALP","Code","8c509228-d3e4-4489-b3f6-d251517afe31","C64432","2023-12-15","Code_485"
"http://www.cdisc.org","Laboratory Test Result","Code","cd8b4b0c-2ebf-408a-866e-2ebaabbf37b7","C36292","2023-12-15","Code_486"
"http://www.cdisc.org","Unit per Liter","Code","3474d095-3e20-44dd-ab8b-eee2fb9d5683","C67456","2023-12-15","Code_487"
"http://www.cdisc.org","Microkatal per Liter","Code","eae6f9b1-b92c-4696-8b01-355bd191d289","C67397","2023-12-15","Code_488"
"http://www.cdisc.org","International Unit per Liter","Code","e38885b7-3b22-4b5f-b4f9-20f54de7366a","C67376","2023-12-15","Code_489"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","fbbc4b31-0ecd-47ca-acab-2da253298136","C67365","2023-12-15","Code_490"
"http://www.cdisc.org","Biospecimen Type","Code","41902ae5-f653-41db-ae27-4a0aac2f4df8","C70713","2023-12-15","Code_491"
"http://www.cdisc.org","No","Code","ba62b6f9-cbbd-4d17-bc40-fcc104192e7f","C49487","2023-12-15","Code_492"
"http://www.cdisc.org","Yes","Code","b20a40c7-687b-401f-8354-f01d8b9b3f46","C49488","2023-12-15","Code_493"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","b10d5576-bf68-4393-8666-9df6c58c71e3","C83309","2023-12-15","Code_494"
"http://www.cdisc.org","ALP","Code","caa0bd73-e1c4-4e69-954c-cf8f4be4ea44","C64432","2023-12-15","Code_495"
"http://www.cdisc.org","AST","Code","530f3d3d-9143-483f-a249-baeb382fe70d","C64467","2023-12-15","Code_496"
"http://www.cdisc.org","Laboratory Test Result","Code","ed76da80-5e14-4ac4-877f-2a99e779f040","C36292","2023-12-15","Code_497"
"http://www.cdisc.org","Unit per Liter","Code","d9586300-8c7a-4748-94cd-b24085bb7af4","C67456","2023-12-15","Code_498"
"http://www.cdisc.org","Microkatal per Liter","Code","e5b6352d-7851-4dee-89f1-317b402c00d8","C67397","2023-12-15","Code_499"
"http://www.cdisc.org","International Unit per Liter","Code","e92967d0-75bc-4c4d-b595-9197a450fdeb","C67376","2023-12-15","Code_500"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","4a9c1fb2-526f-4dd4-8c3a-30744e14dbb0","C67365","2023-12-15","Code_501"
"http://www.cdisc.org","Biospecimen Type","Code","d8981fbe-d2a6-4aae-9dd0-d61ec9050b62","C70713","2023-12-15","Code_502"
"http://www.cdisc.org","No","Code","f67b0b65-30d3-43bd-987a-f02730ae372c","C49487","2023-12-15","Code_503"
"http://www.cdisc.org","Yes","Code","58b90216-37bc-475c-982a-c11a66a39d97","C49488","2023-12-15","Code_504"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","d1df64ce-adc4-4d60-8d10-15f5790912c7","C83309","2023-12-15","Code_505"
"http://www.cdisc.org","AST","Code","ec9846ce-8c9a-4725-965f-0bb0b4a42068","C64467","2023-12-15","Code_506"
"http://www.cdisc.org","CREAT","Code","d45b8b2f-e315-40ea-a53c-680f77e99ac7","C64547","2023-12-15","Code_507"
"http://www.cdisc.org","Laboratory Test Result","Code","8bfced26-e5c0-477c-b620-8fc99fa9c5e5","C36292","2023-12-15","Code_508"
"http://www.cdisc.org","Milligram per Deciliter","Code","9105d65a-03e8-47a7-a43f-86dad0876f1c","C67015","2023-12-15","Code_509"
"http://www.cdisc.org","Microgram per Milliliter","Code","9c78bf05-15f8-4e8f-9b7f-f94572a15c08","C64572","2023-12-15","Code_510"
"http://www.cdisc.org","Millimole per Liter","Code","b3ca9a55-4021-4d5d-9509-2ff6fb4e67e1","C64387","2023-12-15","Code_511"
"http://www.cdisc.org","Micromole per Liter","Code","b7f80e69-54c5-4aa4-97a7-878e9051ac54","C48508","2023-12-15","Code_512"
"http://www.cdisc.org","Unit of Concentration","Code","82b2e6ef-c246-4221-ac24-7bec60304af7","C48207","2023-12-15","Code_513"
"http://www.cdisc.org","Biospecimen Type","Code","f3a2a4cf-41e6-4a8a-84bd-27c41868dc88","C70713","2023-12-15","Code_514"
"http://www.cdisc.org","No","Code","06868487-3aba-4b90-b639-b34170237ec1","C49487","2023-12-15","Code_515"
"http://www.cdisc.org","Yes","Code","9c61f5fe-5619-4771-82ea-ebc967bf761f","C49488","2023-12-15","Code_516"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","0cf1c201-4da3-4f5e-b9b5-c56d7f44d73b","C83309","2023-12-15","Code_517"
"http://www.cdisc.org","CREAT","Code","7dceb3d3-4754-451c-a98c-a469e2a53aae","C64547","2023-12-15","Code_518"
"http://www.cdisc.org","K","Code","de1d6277-c249-4ae4-9279-5bfacfdef2fa","C64853","2023-12-15","Code_519"
"http://www.cdisc.org","Laboratory Test Result","Code","b82eed2d-5b0e-40e7-ba61-4c862d0e8072","C36292","2023-12-15","Code_520"
"http://www.cdisc.org","Milliequivalent per Liter","Code","f48c0890-8a6d-44c9-ae7e-19bf16b4f052","C67474","2023-12-15","Code_521"
"http://www.cdisc.org","Milliequivalent per Deciliter","Code","c6d89831-2447-4aff-8ba4-54ed0b66e745","C67473","2023-12-15","Code_522"
"http://www.cdisc.org","Millimole per Liter","Code","482bb36e-8cbc-4b45-867b-a65a416a1a52","C64387","2023-12-15","Code_523"
"http://www.cdisc.org","Molarity Unit","Code","f6e6d1e6-6770-46ab-bb0a-e5d988ac1c0d","C64567","2023-12-15","Code_524"
"http://www.cdisc.org","Biospecimen Type","Code","ed2298a1-2091-45dc-ade8-eeb245b4de3e","C70713","2023-12-15","Code_525"
"http://www.cdisc.org","No","Code","6df846ed-b146-4c2b-b75c-986a49270238","C49487","2023-12-15","Code_526"
"http://www.cdisc.org","Yes","Code","2cfcf034-f899-4462-8265-d9a664e0d840","C49488","2023-12-15","Code_527"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","46c31557-82de-497c-a44a-8ba24373bbe8","C83309","2023-12-15","Code_528"
"http://www.cdisc.org","K","Code","9108cf6f-e399-4f35-9cb9-f538a4d683d5","C64853","2023-12-15","Code_529"
"http://www.cdisc.org","SODIUM","Code","314002c2-a7cc-4265-9023-bdc2df7a5cbf","C64809","2023-12-15","Code_530"
"http://www.cdisc.org","Laboratory Test Result","Code","eb4be9cc-dd86-4640-97d1-a2021d0d43df","C36292","2023-12-15","Code_531"
"http://www.cdisc.org","Milliequivalent per Liter","Code","d0ea3ebd-ab0b-4c0f-9a0e-70f8dcd4113d","C67474","2023-12-15","Code_532"
"http://www.cdisc.org","Milliequivalent per Deciliter","Code","ed992e87-65ec-4cc7-a649-8fa11556c187","C67473","2023-12-15","Code_533"
"http://www.cdisc.org","Millimole per Liter","Code","84f8ad6a-a8dc-4465-a864-52ca36a1ed2f","C64387","2023-12-15","Code_534"
"http://www.cdisc.org","Molarity Unit","Code","4380b98e-ee08-4189-a7b6-b2dec5950618","C64567","2023-12-15","Code_535"
"http://www.cdisc.org","Biospecimen Type","Code","0bfd7c9a-744d-4979-93ac-d2c6d8c528b6","C70713","2023-12-15","Code_536"
"http://www.cdisc.org","No","Code","0c3b0b98-ed12-4de7-823a-f8ffda37c580","C49487","2023-12-15","Code_537"
"http://www.cdisc.org","Yes","Code","c331160d-96ce-49e5-8383-59eb73102adf","C49488","2023-12-15","Code_538"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","46b1d002-52a4-4e33-b0d8-9005f2b986b6","C83309","2023-12-15","Code_539"
"http://www.cdisc.org","SODIUM","Code","1e975359-3db8-4559-beb4-af3c03f009d4","C64809","2023-12-15","Code_540"
"http://www.cdisc.org","HBA1C","Code","cdb58a9d-4c13-427b-bd42-f599aceb9256","C64849","2023-12-15","Code_541"
"http://www.cdisc.org","Laboratory Test Result","Code","fd15a1d7-c66a-46a1-a977-29ca1bc4e801","C36292","2023-12-15","Code_542"
"http://www.cdisc.org","Gram per Deciliter","Code","cf056f5c-de86-4ada-8602-91bbce3fabb5","C64783","2023-12-15","Code_543"
"http://www.cdisc.org","LBORRESU","Code","e27c11e2-95f5-42eb-b43f-6bfae32e1757","No Concept Code","2023-12-15","Code_544"
"http://www.cdisc.org","Biospecimen Type","Code","13196ffd-2c63-43a9-9551-e5f6b6b0a740","C70713","2023-12-15","Code_545"
"http://www.cdisc.org","No","Code","ad7ece02-315e-420b-a5ea-df580d75b9e6","C49487","2023-12-15","Code_546"
"http://www.cdisc.org","Yes","Code","964f44b5-3b99-4f8e-bfef-44cde0de5c86","C49488","2023-12-15","Code_547"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","5546c23e-b014-45d6-a086-1f5bfdef5403","C83309","2023-12-15","Code_548"
"http://www.cdisc.org","HBA1C","Code","04da3e74-e0ee-470b-a7cd-586a149b67b5","C64849","2023-12-15","Code_549"
"http://www.cdisc.org","Adverse Event Verbatim Description","Code","96d2e65c-36ed-4ea6-b995-06a748c4bc5b","C78541","2023-12-15","Code_145"
"http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code","72cf66c4-6dcd-4bcd-8599-c7a857adb399","C83344","2023-12-15","Code_146"
"http://www.cdisc.org","No","Code","4ae1d40a-37c3-4087-adc9-f2005deef24d","C49487","2023-12-15","Code_147"
"http://www.cdisc.org","Yes","Code","048dade7-4a6d-4f21-a666-e28a6e22ff24","C49488","2023-12-15","Code_148"
"http://www.cdisc.org","Adverse Event Pre-specified","Code","e3b61d86-d852-4d52-aa34-a41960807775","C87840","2023-12-15","Code_149"
"http://www.cdisc.org","Adverse Event Location","Code","ae17345e-a19f-406a-a3db-42f30f302abf","C83205","2023-12-15","Code_150"
"http://www.cdisc.org","Severity of Adverse Event","Code","5c94807b-7f18-47f2-97bc-fbe5cd217bed","C53253","2023-12-15","Code_151"
"http://www.cdisc.org","No","Code","0d8d4912-23df-4c67-9735-e6c061a67292","C49487","2023-12-15","Code_152"
"http://www.cdisc.org","Yes","Code","f265b4fb-1087-4767-a533-3eaecdab1606","C49488","2023-12-15","Code_153"
"http://www.cdisc.org","Seriousness of Adverse Event","Code","eb98cc2d-81fd-47ab-9770-9a546cef58b3","C53252","2023-12-15","Code_154"
"http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code","dae48037-f7be-4ae0-a6e5-f040a12be159","C83013","2023-12-15","Code_155"
"http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code","4b78d4f2-4922-4de0-a78d-ecae5b2bc1db","C83109","2023-12-15","Code_156"
"http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code","89aa61ae-f176-4624-bdcf-a4253ec32fc2","C41358","2023-12-15","Code_157"
"http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code","2f783363-d8c7-4672-a9fc-04b2cb09360d","C83210","2023-12-15","Code_158"
"http://www.cdisc.org","Adverse Event Pattern","Code","44210548-bf68-4dd6-af06-171933a80447","C83208","2023-12-15","Code_159"
"http://www.cdisc.org","Adverse Event Outcome","Code","b96db762-8cbb-4c60-b9b5-6f516a9bc8da","C49489","2023-12-15","Code_160"
"http://www.cdisc.org","No","Code","5efd96d6-c778-46dc-b1f2-2b930efdec7e","C49487","2023-12-15","Code_161"
"http://www.cdisc.org","Yes","Code","680088b6-5098-46d5-8114-344a22393cc2","C49488","2023-12-15","Code_162"
"http://www.cdisc.org","Adverse Event Involves Cancer","Code","1063d2ea-93ce-45e8-a750-461aba8af5ec","C83211","2023-12-15","Code_163"
"http://www.cdisc.org","No","Code","5c92fb82-ed50-4bab-9f47-bcb59627c1d8","C49487","2023-12-15","Code_164"
"http://www.cdisc.org","Yes","Code","e502d142-325b-47d8-a95a-605549ba6738","C49488","2023-12-15","Code_165"
"http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code","8a4002d1-d9b1-49d0-9a69-8d1386dece64","C83117","2023-12-15","Code_166"
"http://www.cdisc.org","No","Code","1762c70c-3d69-42b4-9d1d-15d5c1ebfc25","C49487","2023-12-15","Code_167"
