"instanceType","decode","codeSystem","uuid:ID","code","codeSystemVersion","id"
"Code","Clinic","http://www.cdisc.org","e5d5243d-d3c9-4767-8b45-35f19c190e02","C51282","2023-12-15","Code_87"
"Code","In Person","http://www.cdisc.org","cdce3add-547d-4c45-a410-9870984b8c40","C175574","2023-12-15","Code_88"
"Code","Visit","http://www.cdisc.org","435a82b4-9c03-40da-9d7c-0b7b0a94c536","C25716","2023-12-15","Code_89"
"Code","Clinic","http://www.cdisc.org","a33094cd-1e60-4c31-bfe0-aab5fffcacd5","C51282","2023-12-15","Code_90"
"Code","In Person","http://www.cdisc.org","61bd0f53-4d88-4a39-a672-60182d2efd6b","C175574","2023-12-15","Code_91"
"Code","Visit","http://www.cdisc.org","ddc41333-c81a-4afc-8ada-bdb76dc20f4a","C25716","2023-12-15","Code_92"
"Code","Clinic","http://www.cdisc.org","52c6f305-b93e-4bf6-a66d-b29b007cb6f2","C51282","2023-12-15","Code_93"
"Code","In Person","http://www.cdisc.org","5c32849a-c4f1-4438-8670-4cd98b629cc8","C175574","2023-12-15","Code_94"
"Code","Visit","http://www.cdisc.org","be7109a7-5d7e-471e-8a99-257be2dc36e7","C25716","2023-12-15","Code_95"
"Code","Clinic","http://www.cdisc.org","2c95285b-cda7-4b68-ab2b-fae1313a19c8","C51282","2023-12-15","Code_96"
"Code","In Person","http://www.cdisc.org","19602ed8-c860-49a6-b013-8ed5144a9b7e","C175574","2023-12-15","Code_97"
"Code","Visit","http://www.cdisc.org","b966b74f-65fa-42da-853d-28c794f579b3","C25716","2023-12-15","Code_98"
"Code","Clinic","http://www.cdisc.org","fbdd8487-0ba3-41dc-97e2-4058f7bdd21b","C51282","2023-12-15","Code_99"
"Code","In Person","http://www.cdisc.org","1e2b2c92-4612-465f-a698-1d1dec49a3a5","C175574","2023-12-15","Code_100"
"Code","Visit","http://www.cdisc.org","e3776629-ebe2-4438-86a5-4724cf75f01b","C25716","2023-12-15","Code_101"
"Code","Clinic","http://www.cdisc.org","053ae23e-2511-4b4e-8113-1662aa1b5f41","C51282","2023-12-15","Code_102"
"Code","In Person","http://www.cdisc.org","ad719442-ebe3-447a-8b74-26e285d8c31e","C175574","2023-12-15","Code_103"
"Code","Telephone Call","http://www.cdisc.org","fc5b0768-5ad9-43c4-9019-18d874c62835","C171537","2023-12-15","Code_104"
"Code","Visit","http://www.cdisc.org","6d6b9cb3-1769-44a6-899a-6d9a119f0bcf","C25716","2023-12-15","Code_105"
"Code","Clinic","http://www.cdisc.org","3e5f7086-7d5a-4762-8a4a-2c24c747cfff","C51282","2023-12-15","Code_106"
"Code","In Person","http://www.cdisc.org","6fc04bce-de64-4e26-9b0e-537b1a2bf4dd","C175574","2023-12-15","Code_107"
"Code","Telephone Call","http://www.cdisc.org","ca92077e-33d8-4db3-b3a3-bceb3dfd66e7","C171537","2023-12-15","Code_108"
"Code","Visit","http://www.cdisc.org","b9f1c85a-5f8e-4225-8ec2-5cf88295b540","C25716","2023-12-15","Code_109"
"Code","Clinic","http://www.cdisc.org","e0b57391-d6f9-477f-8339-bd7a459c7b7e","C51282","2023-12-15","Code_110"
"Code","In Person","http://www.cdisc.org","1e53bd4d-bd60-425f-995c-4715b596168f","C175574","2023-12-15","Code_111"
"Code","Telephone Call","http://www.cdisc.org","1e834078-63d8-43fd-a803-a0d06ccdf1ef","C171537","2023-12-15","Code_112"
"Code","Visit","http://www.cdisc.org","945bd7b0-7a24-44c7-aff2-30fc14440db6","C25716","2023-12-15","Code_113"
"Code","Clinic","http://www.cdisc.org","412448e8-d181-4aad-8580-889e208a11dd","C51282","2023-12-15","Code_114"
"Code","In Person","http://www.cdisc.org","f6a03605-8f5e-4db1-bfa8-4c85e7f095ca","C175574","2023-12-15","Code_115"
"Code","Telephone Call","http://www.cdisc.org","02a6ccd2-d410-41b5-8cce-a3ae86ed509f","C171537","2023-12-15","Code_116"
"Code","Visit","http://www.cdisc.org","3bf9ba7b-9e4a-44b2-a587-52cd2fe5920d","C25716","2023-12-15","Code_117"
"Code","Clinic","http://www.cdisc.org","76fc2802-59b7-4cda-83de-01a4bd0007a3","C51282","2023-12-15","Code_118"
"Code","In Person","http://www.cdisc.org","ddd996f4-0e1e-4e50-903c-d19e3e1d5dd4","C175574","2023-12-15","Code_119"
"Code","Visit","http://www.cdisc.org","7cd5a4e4-d262-4f99-a9b5-039cf9ba494f","C25716","2023-12-15","Code_120"
"Code","Clinic","http://www.cdisc.org","b01da6a3-54d4-4af0-a004-245c6b9223d7","C51282","2023-12-15","Code_121"
"Code","In Person","http://www.cdisc.org","08bb7b92-8ecc-4ab0-ad36-bd26cca53020","C175574","2023-12-15","Code_122"
"Code","CT of head without contrast","SNOMED","1d07ff8e-76a6-4c98-ace5-13daaf5b2cbb","383371000119108","January 31, 2018","Code_80"
"Code","Subject Supine","SPONSOR","9133a258-d82e-40e5-9cb4-9548c7633115","123","12","Code_81"
"Code","Subject Standing","SPONSOR","b4432193-26c2-4d8b-b6c9-e6d5a947cb9e","124","12","Code_82"
"Code","Dictionary-derived Term","http://www.cdisc.org","dcd49b37-3509-448f-b84a-0a95150a47a0","C82977","2023-12-15","Code_429"
"Code","Reported Event Term","http://www.cdisc.org","6f75e85f-ba3c-401e-a1e5-cc3c1c73de2a","C82571","2023-12-15","Code_430"
"Code","Observation Start Date Time","http://www.cdisc.org","068693b9-90d8-405e-b70a-eb87228612ee","C82517","2023-12-15","Code_431"
"Code","Informed Consent","http://www.cdisc.org","1c400438-0ca6-4e38-b5e1-76f926943275","C16735","2023-12-15","Code_432"
"Code","Male","http://www.cdisc.org","1c12eaa1-bb9e-46cb-a38c-650337b80d1e","C20197","2023-12-15","Code_433"
"Code","Female","http://www.cdisc.org","cf8852b3-8b82-4220-ad50-b3fd8fd2443a","C16576","2023-12-15","Code_434"
"Code","Sex","http://www.cdisc.org","0fca6751-5e10-43d0-8faa-dc5c0fef1203","C28421","2023-12-15","Code_435"
"Code","Sex","http://www.cdisc.org","66437cf5-653a-4dd7-ba47-785220d225eb","C28421","2023-12-15","Code_436"
"Code","Race","http://www.cdisc.org","8117fcf6-391d-4912-9ff3-62ee3325969f","C17049","2023-12-15","Code_437"
"Code","Race","http://www.cdisc.org","fb0b064e-3e79-4433-82f6-6e05015ffce5","C17049","2023-12-15","Code_438"
"Code","TEMP","http://www.cdisc.org","d3d7f2d5-6767-4bf3-b85a-75a6f583e6da","C174446","2023-12-15","Code_439"
"Code","Clinical Test Result","http://www.cdisc.org","6d57708c-675c-44cc-a072-a999f7893cd0","C77140","2023-12-15","Code_440"
"Code","Degree Celsius","http://www.cdisc.org","f5182df7-dcf7-4a26-9997-ad75d3586e05","C42559","2023-12-15","Code_441"
"Code","Degree Fahrenheit","http://www.cdisc.org","7625f85c-172e-48a3-a91a-35e3c74944a4","C44277","2023-12-15","Code_442"
"Code","Kelvin","http://www.cdisc.org","eea9f9e1-490a-44f4-bc16-d5e6c5240c60","C42537","2023-12-15","Code_443"
"Code","Unit of Temperature","http://www.cdisc.org","6cbfd951-d600-49a9-ace9-2e6c7b6ec0a4","C44276","2023-12-15","Code_444"
"Code","Axilla","http://www.cdisc.org","cca1d426-564d-48f4-b61d-61496eb24aa9","C12674","2023-12-15","Code_445"
"Code","Ear","http://www.cdisc.org","55bc7973-8acc-4d00-91d8-00fc4a16aa50","C12394","2023-12-15","Code_446"
"Code","Forehead","http://www.cdisc.org","d447ffd7-d89f-49c2-bf61-cd406c12e873","C89803","2023-12-15","Code_447"
"Code","Oral Cavity","http://www.cdisc.org","02a3b84b-dc0c-4776-a375-f0f1e58058dc","C12421","2023-12-15","Code_448"
"Code","Rectum","http://www.cdisc.org","038fc825-8af1-4254-b808-b925c927c005","C12390","2023-12-15","Code_449"
"Code","Anatomic Site","http://www.cdisc.org","dc8c6cdd-a37c-4e5e-8d7f-592d6c6e62c4","C13717","2023-12-15","Code_450"
"Code","TEMP","http://www.cdisc.org","34ce2109-c366-4b67-acf0-e52441d54aca","C174446","2023-12-15","Code_451"
"Code","WEIGHT","http://www.cdisc.org","db1eb9c2-5e87-4ba3-b856-03ab5e26f745","C25208","2023-12-15","Code_452"
"Code","Clinical Test Result","http://www.cdisc.org","b34a18c5-50e0-41b2-a40a-117810c6adf9","C77140","2023-12-15","Code_453"
"Code","Pound","http://www.cdisc.org","6cc1e9ac-4b2a-4f68-8b9f-90d1d93e8781","C48531","2023-12-15","Code_454"
"Code","Gram","http://www.cdisc.org","8b0f2ee4-eef4-490b-9a1e-ce53c71ab73e","C48155","2023-12-15","Code_455"
"Code","Kilogram","http://www.cdisc.org","dc28b4e2-8a4a-483b-bede-6b854d40db94","C28252","2023-12-15","Code_456"
"Code","Unit of Weight","http://www.cdisc.org","be5f1c09-dd19-4eaa-abc2-24beaba0db22","C48208","2023-12-15","Code_457"
"Code","WEIGHT","http://www.cdisc.org","f3c1629c-ec95-4ed7-94c8-b815a43957a3","C25208","2023-12-15","Code_458"
"Code","HEIGHT","http://www.cdisc.org","1a011a96-9989-474d-8afc-1e33495c2ff7","C25347","2023-12-15","Code_459"
"Code","Clinical Test Result","http://www.cdisc.org","7f288838-6f18-4474-a88a-4df6117f9f67","C77140","2023-12-15","Code_460"
"Code","Centimeter","http://www.cdisc.org","17990532-ab45-4391-b419-b02cb6da1312","C49668","2023-12-15","Code_461"
"Code","Inch","http://www.cdisc.org","9f21076b-5034-4316-8ed5-1df9de77b12a","C48500","2023-12-15","Code_462"
"Code","Meter","http://www.cdisc.org","1c0ef073-c8de-4e91-b5f8-0efae508b04f","C41139","2023-12-15","Code_463"
"Code","Unit of Height","http://www.cdisc.org","44e5c266-2dc5-480b-b5ff-07f923de3ab2","C168688","2023-12-15","Code_464"
"Code","HEIGHT","http://www.cdisc.org","66f4466d-300f-4085-a93a-d6dd67d2d67f","C25347","2023-12-15","Code_465"
"Code","ALT","http://www.cdisc.org","b3a24698-7464-464a-ab87-4b5a32979234","C64433","2023-12-15","Code_466"
"Code","Laboratory Test Result","http://www.cdisc.org","d1e007f9-e8fb-461f-9fd0-56296f87e40f","C36292","2023-12-15","Code_467"
"Code","Unit per Liter","http://www.cdisc.org","8c06e2ba-d465-4109-9fb3-728305383881","C67456","2023-12-15","Code_468"
"Code","Microkatal per Liter","http://www.cdisc.org","c9d27806-e0b4-4589-a9e8-0ffa5f6de5bd","C67397","2023-12-15","Code_469"
"Code","International Unit per Liter","http://www.cdisc.org","de9303d5-787d-4856-beec-1a27af50e4b0","C67376","2023-12-15","Code_470"
"Code","Nanokatal per Liter","http://www.cdisc.org","638a0cb7-2a4a-48ab-9126-ec909d1e083d","C70510","2023-12-15","Code_471"
"Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","64a34a93-d595-4671-8446-c7c9ea17c095","C67365","2023-12-15","Code_472"
"Code","Biospecimen Type","http://www.cdisc.org","362da667-a001-4719-9a53-f8e6e7c649d2","C70713","2023-12-15","Code_473"
"Code","No","http://www.cdisc.org","1ff43f22-e341-4822-9669-b55e4e363df0","C49487","2023-12-15","Code_474"
"Code","Yes","http://www.cdisc.org","fb1ea53d-e0bb-45c9-96e3-0826e15a7331","C49488","2023-12-15","Code_475"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","6383e22d-19df-4b2a-a87a-ca92832f8271","C83309","2023-12-15","Code_476"
"Code","ALT","http://www.cdisc.org","ce70f7dc-94ac-41d0-8f09-66807f4a75e4","C64433","2023-12-15","Code_477"
"Code","ALB","http://www.cdisc.org","4f3aceca-e5e4-4703-a475-3f5ebe324d13","C64431","2023-12-15","Code_478"
"Code","Laboratory Test Result","http://www.cdisc.org","5e1f8c30-38dd-4c7b-898f-eb2f4b586edc","C36292","2023-12-15","Code_479"
"Code","Biospecimen Type","http://www.cdisc.org","2c538950-a437-46ef-8ae7-26d586cde5cf","C70713","2023-12-15","Code_480"
"Code","No","http://www.cdisc.org","78d8af49-3ae9-4157-8c49-a45b316ab52a","C49487","2023-12-15","Code_481"
"Code","Yes","http://www.cdisc.org","6eca76ac-0ecf-454d-91d1-dfc2cf9e29a1","C49488","2023-12-15","Code_482"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","f7b7caad-f4c5-4333-a65e-14e3d2eabbdb","C83309","2023-12-15","Code_483"
"Code","ALB","http://www.cdisc.org","3683a6cf-7495-49ef-aa37-11f403692c1b","C64431","2023-12-15","Code_484"
"Code","ALP","http://www.cdisc.org","7f192895-ecee-4ae8-9ce0-56fae5183c50","C64432","2023-12-15","Code_485"
"Code","Laboratory Test Result","http://www.cdisc.org","fa060407-a5da-4127-8588-df886f60f54b","C36292","2023-12-15","Code_486"
"Code","Unit per Liter","http://www.cdisc.org","00d3da83-4176-4eb1-a6fd-8391e64ddbfa","C67456","2023-12-15","Code_487"
"Code","Microkatal per Liter","http://www.cdisc.org","980f75b9-2d17-489c-a831-b2b00987a9d4","C67397","2023-12-15","Code_488"
"Code","International Unit per Liter","http://www.cdisc.org","b0c13510-b353-48c3-9819-3cb6ce2bf967","C67376","2023-12-15","Code_489"
"Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","be48358c-b9c8-4124-845d-098cedf735ee","C67365","2023-12-15","Code_490"
"Code","Biospecimen Type","http://www.cdisc.org","20a2d7a5-3e1c-4268-9e95-c2c650926e96","C70713","2023-12-15","Code_491"
"Code","No","http://www.cdisc.org","c4424ab9-b314-454b-a378-da110d925643","C49487","2023-12-15","Code_492"
"Code","Yes","http://www.cdisc.org","c68002bd-6780-49ba-a3ff-a43d27de6f8d","C49488","2023-12-15","Code_493"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","34e8f425-970b-4f9e-84c5-74b46ed94702","C83309","2023-12-15","Code_494"
"Code","ALP","http://www.cdisc.org","61bfdbbe-f7e1-4136-ba27-16fa555b62b5","C64432","2023-12-15","Code_495"
"Code","AST","http://www.cdisc.org","c26866d6-8315-4446-a3e6-e20255acc757","C64467","2023-12-15","Code_496"
"Code","Laboratory Test Result","http://www.cdisc.org","3ae2fe48-263d-4b12-bc96-9f6887556170","C36292","2023-12-15","Code_497"
"Code","Unit per Liter","http://www.cdisc.org","73f7343f-28a2-403f-87ef-cbfcde911804","C67456","2023-12-15","Code_498"
"Code","Microkatal per Liter","http://www.cdisc.org","3703fa99-c9d9-48a2-a1f9-6499c32feb5d","C67397","2023-12-15","Code_499"
"Code","International Unit per Liter","http://www.cdisc.org","308bd3ea-44db-40b1-b804-2327218044bd","C67376","2023-12-15","Code_500"
"Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","f2e52b07-387d-4102-bf63-3fe4fe60aae9","C67365","2023-12-15","Code_501"
"Code","Biospecimen Type","http://www.cdisc.org","1b080832-1549-4e66-989f-fa951bd8d1dc","C70713","2023-12-15","Code_502"
"Code","No","http://www.cdisc.org","4822f304-c45d-4352-a0f7-ff51f28d6d4d","C49487","2023-12-15","Code_503"
"Code","Yes","http://www.cdisc.org","c6c23ec3-81d4-4ce8-97a7-3333ccbef27d","C49488","2023-12-15","Code_504"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","7863d313-dc43-4572-b784-2a391ea65e2c","C83309","2023-12-15","Code_505"
"Code","AST","http://www.cdisc.org","c7a5676c-e569-4816-9791-44acfbc5af25","C64467","2023-12-15","Code_506"
"Code","CREAT","http://www.cdisc.org","2aaa2ed9-cacf-4bc8-95cd-e52b6da5d10f","C64547","2023-12-15","Code_507"
"Code","Laboratory Test Result","http://www.cdisc.org","9d429bb6-93ed-4fa3-be08-c3027674aebe","C36292","2023-12-15","Code_508"
"Code","Milligram per Deciliter","http://www.cdisc.org","140a6c8e-9990-4f20-bfae-ffa5549f83b3","C67015","2023-12-15","Code_509"
"Code","Microgram per Milliliter","http://www.cdisc.org","dbfe33d9-969b-4911-8dc8-cf9306fcde74","C64572","2023-12-15","Code_510"
"Code","Millimole per Liter","http://www.cdisc.org","e5692623-fd16-41e9-89a7-ea7996e45f8d","C64387","2023-12-15","Code_511"
"Code","Micromole per Liter","http://www.cdisc.org","632db9ea-5eb0-4734-873b-2fd2f2ce37f8","C48508","2023-12-15","Code_512"
"Code","Unit of Concentration","http://www.cdisc.org","f5b7d556-55b7-4fe2-b69a-f196ba41c7fe","C48207","2023-12-15","Code_513"
"Code","Biospecimen Type","http://www.cdisc.org","b4cb4ea5-af31-42f1-8cf2-f0460fccff0f","C70713","2023-12-15","Code_514"
"Code","No","http://www.cdisc.org","8600cbb5-07dc-48eb-9f98-78ad99e73e7e","C49487","2023-12-15","Code_515"
"Code","Yes","http://www.cdisc.org","1dc1b975-a1aa-48c9-a0e1-b05b88406830","C49488","2023-12-15","Code_516"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","df07881a-7704-4acb-9039-5028754e75b7","C83309","2023-12-15","Code_517"
"Code","CREAT","http://www.cdisc.org","b1c1429d-466a-4d1d-969e-0ed685e655b8","C64547","2023-12-15","Code_518"
"Code","K","http://www.cdisc.org","0f270ca1-6384-4a81-96e6-a13dc17d1c11","C64853","2023-12-15","Code_519"
"Code","Laboratory Test Result","http://www.cdisc.org","769b8825-dae3-4c3c-8ba0-4efce27a592b","C36292","2023-12-15","Code_520"
"Code","Milliequivalent per Liter","http://www.cdisc.org","ce5d5489-dcd5-43f1-b3d8-f71c713a06d7","C67474","2023-12-15","Code_521"
"Code","Milliequivalent per Deciliter","http://www.cdisc.org","55ce8e44-e890-47fb-b12e-625d0f0d6e2b","C67473","2023-12-15","Code_522"
"Code","Millimole per Liter","http://www.cdisc.org","5ae77f2e-97ec-47d0-85ef-e08b4361411a","C64387","2023-12-15","Code_523"
"Code","Molarity Unit","http://www.cdisc.org","281d6dc8-0086-43f3-a7e0-eacc827eef92","C64567","2023-12-15","Code_524"
"Code","Biospecimen Type","http://www.cdisc.org","a3f083e4-d8c1-44b9-aaf0-dca06efa3a1b","C70713","2023-12-15","Code_525"
"Code","No","http://www.cdisc.org","3c00e144-22f0-498b-bece-5254277575a9","C49487","2023-12-15","Code_526"
"Code","Yes","http://www.cdisc.org","afca3bda-e428-4564-b882-dfdce7cd7dff","C49488","2023-12-15","Code_527"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","3f44f014-40b4-465d-b3e0-e043ccfc4ed3","C83309","2023-12-15","Code_528"
"Code","K","http://www.cdisc.org","f636ebf2-7282-4b3e-b90d-2cedca7e17f9","C64853","2023-12-15","Code_529"
"Code","SODIUM","http://www.cdisc.org","a4d39b3e-3c98-4172-aca2-7a14947e555f","C64809","2023-12-15","Code_530"
"Code","Laboratory Test Result","http://www.cdisc.org","4fbb34a9-1939-4654-87f2-3d7ee726e3ae","C36292","2023-12-15","Code_531"
"Code","Milliequivalent per Liter","http://www.cdisc.org","044874d6-7016-49c1-96b0-60b62019c095","C67474","2023-12-15","Code_532"
"Code","Milliequivalent per Deciliter","http://www.cdisc.org","524850db-5c77-45c0-8a98-645a7df294f5","C67473","2023-12-15","Code_533"
"Code","Millimole per Liter","http://www.cdisc.org","9516b762-aa63-4942-9221-8030258315bf","C64387","2023-12-15","Code_534"
"Code","Molarity Unit","http://www.cdisc.org","1b31f4da-894c-465f-9fd2-a347b949aa73","C64567","2023-12-15","Code_535"
"Code","Biospecimen Type","http://www.cdisc.org","6290a98a-e652-4179-905d-64702e1b1e67","C70713","2023-12-15","Code_536"
"Code","No","http://www.cdisc.org","6d9117d2-f7cd-4e6a-8489-2b61d3d566a4","C49487","2023-12-15","Code_537"
"Code","Yes","http://www.cdisc.org","1826fa09-d9a4-4b8f-94ff-6c320caf72c4","C49488","2023-12-15","Code_538"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","eeb9b6ff-59a3-4f5b-8cb2-52c8f20c2788","C83309","2023-12-15","Code_539"
"Code","SODIUM","http://www.cdisc.org","859a1f41-ac79-4b4e-a4d8-73e74175f264","C64809","2023-12-15","Code_540"
"Code","HBA1C","http://www.cdisc.org","451801eb-1ed7-44dc-b5a2-5bfdc10ee9c9","C64849","2023-12-15","Code_541"
"Code","Laboratory Test Result","http://www.cdisc.org","cefb99a6-14b3-4d19-9641-5a31e1d12bcb","C36292","2023-12-15","Code_542"
"Code","Gram per Deciliter","http://www.cdisc.org","7e0e6f2e-08b7-41f5-8412-0c6c9c52dab4","C64783","2023-12-15","Code_543"
"Code","LBORRESU","http://www.cdisc.org","2a00aef6-5c6d-4d37-b06c-8be4e834511d","No Concept Code","2023-12-15","Code_544"
"Code","Biospecimen Type","http://www.cdisc.org","212a83bb-8479-414f-9afd-4aa65d531fa9","C70713","2023-12-15","Code_545"
"Code","No","http://www.cdisc.org","dbbcdc8c-93c7-48e7-a54e-55b90f52ce4c","C49487","2023-12-15","Code_546"
"Code","Yes","http://www.cdisc.org","b4d14d00-1171-4bd7-af0d-528db2b11e0c","C49488","2023-12-15","Code_547"
"Code","Laboratory Test Fasting Status","http://www.cdisc.org","ebc3b5a5-c59a-4ac2-b0de-098577460677","C83309","2023-12-15","Code_548"
"Code","HBA1C","http://www.cdisc.org","56148869-0a11-45ff-8a18-221c9c561cd9","C64849","2023-12-15","Code_549"
"Code","Adverse Event Verbatim Description","http://www.cdisc.org","f07aa5b9-3cad-4917-b6f6-901c1c89f53c","C78541","2023-12-15","Code_145"
"Code","Adverse Event Dictionary Derived Term","http://www.cdisc.org","6285c68c-80ac-44cd-8861-a42c9c48d2a7","C83344","2023-12-15","Code_146"
"Code","No","http://www.cdisc.org","ca060c4a-bb37-4e42-815d-f297e7e38bcd","C49487","2023-12-15","Code_147"
"Code","Yes","http://www.cdisc.org","37f3d4eb-99ef-458d-9bf1-b0fa0ece1c5b","C49488","2023-12-15","Code_148"
"Code","Adverse Event Pre-specified","http://www.cdisc.org","4cf0aa94-6441-47fa-b5b7-a7a1594b93e3","C87840","2023-12-15","Code_149"
"Code","Adverse Event Location","http://www.cdisc.org","480343a6-0f28-47f0-b3b0-012efada6306","C83205","2023-12-15","Code_150"
"Code","Severity of Adverse Event","http://www.cdisc.org","c6c14662-ea92-403c-ad7b-e59c6280c85c","C53253","2023-12-15","Code_151"
"Code","No","http://www.cdisc.org","a9abae37-aa92-4704-a317-6f3a8aca6e2f","C49487","2023-12-15","Code_152"
"Code","Yes","http://www.cdisc.org","4e72aa5b-f3e7-4341-b2b9-c28e6268d130","C49488","2023-12-15","Code_153"
"Code","Seriousness of Adverse Event","http://www.cdisc.org","7ff96488-cf2e-4927-b221-a5cb0460613f","C53252","2023-12-15","Code_154"
"Code","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","756fb0ac-bbd2-4e9a-8f20-986a1bb40ee2","C83013","2023-12-15","Code_155"
"Code","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","f5d3476e-2e93-4557-b860-9f448e5e0951","C83109","2023-12-15","Code_156"
"Code","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","94450f76-65ac-4035-9258-8a863f0be3c2","C41358","2023-12-15","Code_157"
"Code","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","67f29b61-dbfb-4abf-b1d8-07fbffc5a310","C83210","2023-12-15","Code_158"
"Code","Adverse Event Pattern","http://www.cdisc.org","de3bc277-dc8d-4dc0-9fb5-4b52e7d25c52","C83208","2023-12-15","Code_159"
"Code","Adverse Event Outcome","http://www.cdisc.org","057b2513-db86-4316-a62e-bb18e7670b9c","C49489","2023-12-15","Code_160"
"Code","No","http://www.cdisc.org","1025d82f-9080-43eb-bfe4-7bef30cefac5","C49487","2023-12-15","Code_161"
"Code","Yes","http://www.cdisc.org","bb677f18-070f-440a-994f-30e4f47cd5fe","C49488","2023-12-15","Code_162"
"Code","Adverse Event Involves Cancer","http://www.cdisc.org","d49bc281-8aa6-41d1-8e9c-f377a876e131","C83211","2023-12-15","Code_163"
"Code","No","http://www.cdisc.org","fdcebd81-9b33-4246-ba34-217a7e0e53c9","C49487","2023-12-15","Code_164"
"Code","Yes","http://www.cdisc.org","5a5c7949-2015-46ea-8bee-b575d0cfbac6","C49488","2023-12-15","Code_165"
"Code","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","a3bb4e8c-767b-492b-b1ad-30777727969b","C83117","2023-12-15","Code_166"
