"isEnabled","name","datatype","id","uuid:ID","label","isRequired","instanceType"
"True","LBFAST","","BiomedicalConceptProperty_149","f1dd3b4f-1770-47a1-a33e-b05c67100e31","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_150","ac214e2f-a5ab-44b4-adfd-0a62269d5f5b","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_151","8721e0d0-ba88-419b-b038-fa9480fa952a","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_152","400f43bd-cf45-44fa-8a42-559d12688885","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_153","e6cedb5b-f952-44b9-a1ba-ddf768701213","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_154","31e1af96-024d-44e5-908b-ad0fa5e65893","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_155","66d66493-323e-4355-951e-6cca00b14723","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_156","f896f70b-cb99-41cd-a767-cf331e87bb7d","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_157","b48f79e8-f30b-47df-81d3-9e26f71120f0","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_158","c7580dfd-9901-4dea-883e-f423415e220c","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_159","c533d4bc-2a7e-4c3e-8e65-e7b9ff197173","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_160","d77ba9dd-2fa4-4362-b977-5589abb3d302","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_161","61cbd73b-2732-4897-95d9-3d8d7b026823","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_162","14e5f05c-2391-4612-a0ce-e3d0b04d2349","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_163","af69339b-010a-4c53-a7b2-8128a382fa40","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_164","ead303c5-25f9-4fad-93be-342c668bcd3b","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_165","cd1b5d9e-a7ba-4633-a091-afd696c2f161","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_166","59b14dea-a980-4902-bcd9-1868e44d7239","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_167","46bef29f-5b01-4544-b5ce-bc97edf3d4f0","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_168","4f995d0c-dc7d-455c-b253-7e72964a053c","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_169","51aab60f-da89-4731-90b9-4f870c23332b","LBFAST","True","BiomedicalConceptProperty"
"True","AETERM","text","BiomedicalConceptProperty_1","fc0273f2-8213-4588-b520-e3e425a69210","AETERM","True","BiomedicalConceptProperty"
"True","AEDECOD","text","BiomedicalConceptProperty_2","ae355458-a510-40e8-9b6f-5705254bbba1","AEDECOD","True","BiomedicalConceptProperty"
"True","AEPRESP","text","BiomedicalConceptProperty_3","a4966ed1-1149-46a3-bc90-3309ce9e3567","AEPRESP","True","BiomedicalConceptProperty"
"True","AELOC","text","BiomedicalConceptProperty_4","50339352-3554-4339-a551-297da7419edf","AELOC","True","BiomedicalConceptProperty"
"True","AESEV","text","BiomedicalConceptProperty_5","b90640e6-eeda-4425-ba84-86b3a015fca5","AESEV","True","BiomedicalConceptProperty"
"True","AESER","text","BiomedicalConceptProperty_6","bf258317-a5c6-462b-9abb-ff6e9bb1f84b","AESER","True","BiomedicalConceptProperty"
"True","AEACN","text","BiomedicalConceptProperty_7","938190fd-28fa-424b-92b2-6078b7eb0001","AEACN","True","BiomedicalConceptProperty"
"True","AEACNOTH","text","BiomedicalConceptProperty_8","5461b521-1109-467b-a4e9-7a869d78f0db","AEACNOTH","True","BiomedicalConceptProperty"
"True","AEREL","text","BiomedicalConceptProperty_9","6fb12e24-248d-4718-af35-96cf0a8ea11d","AEREL","True","BiomedicalConceptProperty"
"True","AERELNST","text","BiomedicalConceptProperty_10","9beb337b-cd7d-4330-81e9-e2370ebae966","AERELNST","True","BiomedicalConceptProperty"
"True","AEPATT","text","BiomedicalConceptProperty_11","6a67a06b-c746-4a33-8852-dc0c4969ed57","AEPATT","True","BiomedicalConceptProperty"
"True","AEOUT","text","BiomedicalConceptProperty_12","84f9c9a4-41f9-4322-930c-15c23335f159","AEOUT","True","BiomedicalConceptProperty"
"True","AESCAN","text","BiomedicalConceptProperty_13","7a6afa4d-bc1f-4bd0-afb7-3780fafdcce3","AESCAN","True","BiomedicalConceptProperty"
"True","AESCONG","text","BiomedicalConceptProperty_14","2f5933dd-f304-4280-a420-1c5d2e6df4b8","AESCONG","True","BiomedicalConceptProperty"
"True","AESDISAB","text","BiomedicalConceptProperty_15","83244d5d-057d-4fab-a008-88b5ea3170b6","AESDISAB","True","BiomedicalConceptProperty"
"True","AESDTH","text","BiomedicalConceptProperty_16","884c2d76-8a2e-407c-987b-52924ace2393","AESDTH","True","BiomedicalConceptProperty"
"True","AESHOSP","text","BiomedicalConceptProperty_17","dda26204-172d-473e-b210-f318b4f2fcef","AESHOSP","True","BiomedicalConceptProperty"
"True","AESLIFE","text","BiomedicalConceptProperty_18","4aad1939-d787-4b77-9c69-17b22189fa25","AESLIFE","True","BiomedicalConceptProperty"
"True","AESOD","text","BiomedicalConceptProperty_19","d91d1aa2-a3cd-4ae7-93ca-e38dec44ae4e","AESOD","True","BiomedicalConceptProperty"
"True","AESMIE","text","BiomedicalConceptProperty_20","47eb6ccc-0acc-4715-98b4-15c8a1a2104c","AESMIE","True","BiomedicalConceptProperty"
"True","AECONTRT","text","BiomedicalConceptProperty_21","24fc35a8-1287-454f-9aa4-eb39927099a6","AECONTRT","True","BiomedicalConceptProperty"
"True","AESTDTC","datetime","BiomedicalConceptProperty_22","d0d56af1-5a4a-43d1-929f-d93dede13d85","AESTDTC","True","BiomedicalConceptProperty"
"True","AEENDTC","datetime","BiomedicalConceptProperty_23","cf47267b-d98e-42c8-991e-bcbdf8053dd6","AEENDTC","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_24","713bf589-5bcc-4582-9ff6-1cae312319cd","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_25","f7411f67-c564-4909-9a23-8dde11149b10","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_26","240051f3-44fa-4d45-b5d6-3e7b0d4c4b2d","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_27","a7e2a68b-9233-4c47-bfcd-2bc24ef4c071","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_28","8d332dab-5a6e-4fd4-9ff3-ed511e2610e9","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_29","29b7c9b5-ffe8-4b28-a48d-ae48698dae8f","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_30","6f543197-4233-4e08-adc2-b8596c575302","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_31","aacf2e64-59e3-4da8-adc3-3e89d6babcd4","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_32","a53fc66e-8ef6-462f-a259-c8d349b0533e","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_33","1429574e-be4b-4f12-a912-9781714ac9ae","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_34","1181a8b5-744f-438c-a30a-cee27dd2b0e1","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_35","6f67315b-beed-42b9-b2b5-428fe6c6b77b","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_36","1ff94e6b-138c-48ce-bfaa-6e2f7f1c1133","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","float","BiomedicalConceptProperty_37","de465ad4-3d45-4a42-b2f2-2ed3a973d540","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_38","78aed52d-435d-4957-9c22-9feeb204d581","VSORRESU","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_39","70988e32-2aeb-4488-9b73-e9a41178a70d","VSLOC","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_40","710242ab-ea8a-451f-8803-1469d199cce6","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","float","BiomedicalConceptProperty_41","9080c32a-5a67-4ad1-bb50-08a9d130c14d","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_42","da7aaac1-ae1e-4999-ae68-8f9c6bbb70a6","VSORRESU","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_43","1d03f794-a335-4a50-815b-f506543b8eb5","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","float","BiomedicalConceptProperty_44","053ea3dd-7f6f-424d-9e81-63c2e19f1ca8","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_45","c8a49f14-ec99-4b75-b54c-9eae261856cb","VSORRESU","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_46","6ecdbdfe-59ea-48e9-9f93-8ffb729b24fa","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_47","88e017ae-c750-4f77-9382-4c3986da200f","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_48","e4e24d3f-d835-4d7f-9862-43496e0094ab","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_49","cfaf2969-d32b-4052-9167-5f392ded9bcc","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_50","2616d059-6f6d-4083-a332-8e884a85a68e","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_51","7f6b584d-91d7-4cab-9fae-2dfd7b5b67ab","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","text","BiomedicalConceptProperty_52","f77e82f8-e736-403a-8cda-2fa8def3280f","LBORRES","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_53","c685cde6-e486-453f-937b-e19f7b10dd98","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_54","9bbbbeb6-59d1-4756-a94a-f2ebea810b32","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_55","019fe38e-3c19-4a1a-897a-a87d77480d08","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_56","ee9af145-38a2-4a79-a85a-c1ef21ade4bc","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_57","0a4a75dd-1e46-408a-ad64-a5a5590c693a","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_58","0e354ba6-c594-435a-bc78-0af5a0c5e005","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_59","86e30fc6-4399-482e-9479-8c13db0304fb","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_60","7065fa9e-e7a3-4b46-ac90-0e20366b5365","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_61","2c7637c6-f1b1-478a-9e37-c7badff4769a","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_62","53e19216-1e2c-40c8-878e-742eb17703f2","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_63","83e3d682-cf95-4399-9ef1-83ca2dde4b06","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_64","6978c452-bbfa-4e25-8263-c57190da1418","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_65","f3a9d400-be2a-4160-8905-26fab43a5106","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_66","58ead943-2c46-4844-8393-5dcdc97180b3","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_67","daa0ead5-c46c-47c1-8e77-46fb8726406f","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_68","8cdc5c5d-19f6-4d3a-a4d7-c34333b1f6ad","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_69","5e1130d4-65af-4c44-96e3-b3b8c2e686ac","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_70","8bb30f08-07ef-4da1-8fc8-515641888952","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_71","f8e1f370-1232-4b9c-b164-50389b4264c4","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_72","64b6ae91-84a3-45b8-b777-1fa07764a461","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_73","f2258742-3069-4d9c-bfd0-d14460fe1b54","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_74","60ad2b6e-63ab-4499-b582-297bd5a8c1fe","LBFAST","True","BiomedicalConceptProperty"
"True","LBTESTCD","","BiomedicalConceptProperty_75","80d8b5cc-cb89-411d-b383-5de4c201d295","LBTESTCD","True","BiomedicalConceptProperty"
"True","LBORRES","float","BiomedicalConceptProperty_76","8c82e282-a720-4449-b625-074610c21634","LBORRES","True","BiomedicalConceptProperty"
"True","LBORRESU","","BiomedicalConceptProperty_77","b2f4be16-0fdd-4b5d-9eca-9722814c76b5","LBORRESU","True","BiomedicalConceptProperty"
"True","LBSPEC","","BiomedicalConceptProperty_78","b27d3292-b7fa-4190-a3ac-4cd32da5fa0e","LBSPEC","True","BiomedicalConceptProperty"
"True","LBFAST","","BiomedicalConceptProperty_79","06a21ea3-38a2-491f-bb06-a0a00ee48148","LBFAST","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_80","14cf358d-4072-468f-9ff8-e0975b310a1e","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_81","16b69919-5e50-4213-a09c-c1d87a3a6404","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_82","1411d37e-5f60-4d6c-80ab-367a5069525f","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_83","33689844-fabe-4be0-b630-a3b8305bd451","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_84","2ff3e68c-f187-408f-bd4b-f6bd319c7d0d","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_85","02a223ba-24db-4b17-8a7e-b841ac5e101e","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_86","4c7aab10-254b-4ea9-b76d-413933a23d6d","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_87","04fe4f2a-d827-4b89-b01a-a6432e4957c8","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_88","d50113b7-ae7e-4b03-8249-de6177119a49","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_89","02064efc-321e-400a-8dad-107426f08707","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_90","0f2eace6-fcbe-49e6-b5f2-ddd8ad338d4e","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_91","c2b1d070-3eef-49fa-9b6b-3507177fa2fc","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_92","44390413-42f4-4f37-8ccd-1c7c538a180c","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_93","152cb60e-4ba6-4af0-b92b-f75285449530","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_94","609dbbd9-acff-4d60-ae23-ec0e87ff0337","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_95","d3fbff02-403c-40f6-8911-71dca7178a31","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_96","6f6dd0c3-404f-4f18-92a0-79aede78ff7c","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_97","490f6090-a916-4a00-a57f-2b417b39bb74","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_98","aa9b89f0-8c65-4ac5-9d61-703021439c63","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_99","2695ae3c-12bd-42bd-964e-388eaf904284","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_100","bf5ddd4c-70ef-416e-8608-26b60030e76d","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_101","3f66c177-1142-4484-9749-04f8c88c71e9","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_102","1fe3b5ca-0e92-442e-a397-611e35e9a0c3","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_103","9235a38d-46ea-4648-b5d7-9e40abaacec3","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_104","27c8af21-0eb0-4999-9a1f-7653f7a892b9","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_105","bf6bd37b-2ba4-410e-b492-a06dd6b535f9","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_106","1be3359e-cd82-452f-84ee-2ee445f7482a","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_107","91114ae0-b164-42ed-987e-53c41d86e578","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_108","00565f14-4247-417e-8c60-1580f085719b","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_109","7c29db03-712e-4447-87c2-d81d37f1a5d6","VSLAT","True","BiomedicalConceptProperty"
"True","VSTESTCD","","BiomedicalConceptProperty_110","81cebc63-897e-483a-93ff-55432eb0ed37","VSTESTCD","True","BiomedicalConceptProperty"
"True","VSORRES","integer","BiomedicalConceptProperty_111","5c7cbdb0-eb0d-47b5-9dd2-8a710b9f63f3","VSORRES","True","BiomedicalConceptProperty"
"True","VSORRESU","","BiomedicalConceptProperty_112","f18c5656-9022-42b5-8ed5-975901b9c35a","VSORRESU","True","BiomedicalConceptProperty"
"True","VSPOS","","BiomedicalConceptProperty_113","00652ff0-d3eb-4dd2-a7bf-abbb193aad03","VSPOS","True","BiomedicalConceptProperty"
"True","VSLOC","","BiomedicalConceptProperty_114","03f7a0f1-0280-42de-ab32-6f790c689632","VSLOC","True","BiomedicalConceptProperty"
"True","VSLAT","","BiomedicalConceptProperty_115","9d102165-33b5-4aaf-94be-8d1fbab668b7","VSLAT","True","BiomedicalConceptProperty"
