"decode","instanceType","uuid:ID","id","codeSystem","code","codeSystemVersion"
"In Person","Code","a77a750d-3654-4d8c-8b80-fdcacb5612ff","Code_97","http://www.cdisc.org","C175574","2023-12-15"
"Visit","Code","9511480c-c332-40d5-85b0-2c55e0b5f212","Code_98","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","f7f2dd33-1a00-43e1-a9a3-e5ec43cc95c5","Code_99","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","9c28dc1d-c452-4750-8f21-b0915289a338","Code_100","http://www.cdisc.org","C175574","2023-12-15"
"Visit","Code","59a864b9-dbb6-4ec3-a411-cac5379f9dbc","Code_101","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","77da0cab-5c4d-4a5b-a3d9-87b0fe04ec0b","Code_102","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","0fb33b3d-6c9c-41ca-a9ca-06e7ff727256","Code_103","http://www.cdisc.org","C175574","2023-12-15"
"Telephone Call","Code","e2d58eed-321e-47b2-9f65-3fdff74746e1","Code_104","http://www.cdisc.org","C171537","2023-12-15"
"Visit","Code","8542935b-234f-42ca-b5b6-85f3f0371dd1","Code_105","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","adbd73e9-80d7-4e90-85c2-db6bc949272a","Code_106","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","78d2148e-0af7-429a-8435-0fa6d9a36de1","Code_107","http://www.cdisc.org","C175574","2023-12-15"
"Telephone Call","Code","750cda67-1e18-492b-b2a1-7997447e8767","Code_108","http://www.cdisc.org","C171537","2023-12-15"
"Visit","Code","e925f152-a275-4f95-9581-433df4d248bc","Code_109","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","1211a76a-4181-493b-b071-787dddc9424b","Code_110","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","fd106e20-8d36-4705-9c4d-522048fc141d","Code_111","http://www.cdisc.org","C175574","2023-12-15"
"Telephone Call","Code","68e18eda-b042-42b4-8d32-873a1457a0e0","Code_112","http://www.cdisc.org","C171537","2023-12-15"
"Visit","Code","1b5936c0-35bc-4573-9560-76faa7c6e087","Code_113","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","cc339c9a-8e5c-44e9-b2c4-d950fb34948c","Code_114","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","09a5ba4f-59fd-4364-8b0b-18ed7eefbdd6","Code_115","http://www.cdisc.org","C175574","2023-12-15"
"Telephone Call","Code","910cd2b5-e9f7-4bf6-9660-208f7ecb3381","Code_116","http://www.cdisc.org","C171537","2023-12-15"
"Visit","Code","f92273a8-6d49-4a60-8c4b-cdc361d93589","Code_117","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","84cd89c8-0a0b-42b6-8977-1a314de10047","Code_118","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","c11e9b81-8fdb-41c0-9416-5a8cdec20494","Code_119","http://www.cdisc.org","C175574","2023-12-15"
"Visit","Code","f3bd5e4a-9b3d-4a05-9d79-9c3ae22e3234","Code_120","http://www.cdisc.org","C25716","2023-12-15"
"Clinic","Code","d9fe7125-faed-4ddd-b3d3-ad9be20746fa","Code_121","http://www.cdisc.org","C51282","2023-12-15"
"In Person","Code","baf30e4c-a9e9-4577-ac98-507bd2d983c3","Code_122","http://www.cdisc.org","C175574","2023-12-15"
"CT of head without contrast","Code","70383ce8-85c2-4219-9e16-f33da58df882","Code_80","SNOMED","383371000119108","January 31, 2018"
"Subject Supine","Code","2e3bf3d8-8b50-4349-abd8-e9cb034617fb","Code_81","SPONSOR","123","12"
"Subject Standing","Code","2b4b6ad2-36f4-44b2-9c8c-f5caf60fa816","Code_82","SPONSOR","124","12"
"Dictionary-derived Term","Code","3114e521-e648-411b-8469-b0631385b3e1","Code_429","http://www.cdisc.org","C82977","2023-12-15"
"Reported Event Term","Code","93c90b8f-6e71-4c6f-a832-afd64f3b762a","Code_430","http://www.cdisc.org","C82571","2023-12-15"
"Observation Start Date Time","Code","dd16343f-d2f8-43df-a4d2-ce43416e61eb","Code_431","http://www.cdisc.org","C82517","2023-12-15"
"Informed Consent","Code","6f747ca6-81cc-42cb-a74c-b827114da2e3","Code_432","http://www.cdisc.org","C16735","2023-12-15"
"Male","Code","c808c2b5-fc32-40c4-9ce1-678e4e973ef0","Code_433","http://www.cdisc.org","C20197","2023-12-15"
"Female","Code","f4937a97-3c87-45f7-b244-e63ddf3fd869","Code_434","http://www.cdisc.org","C16576","2023-12-15"
"Sex","Code","ee0c25ce-0336-487e-b3d8-fc6a6848560d","Code_435","http://www.cdisc.org","C28421","2023-12-15"
"Sex","Code","dbdf12bc-9169-474c-9acc-b30c949f62cf","Code_436","http://www.cdisc.org","C28421","2023-12-15"
"Race","Code","694e0c08-ea8d-47c5-9cab-32274ccd535b","Code_437","http://www.cdisc.org","C17049","2023-12-15"
"Race","Code","25698069-22ef-425e-a7ce-b7c313480773","Code_438","http://www.cdisc.org","C17049","2023-12-15"
"TEMP","Code","00ccb01a-f727-45d0-a4ce-72cadf7d13dd","Code_439","http://www.cdisc.org","C174446","2023-12-15"
"Clinical Test Result","Code","862901f7-60fc-4411-9817-ca325512d34f","Code_440","http://www.cdisc.org","C77140","2023-12-15"
"Degree Celsius","Code","5c8ce249-5bcf-40fe-b26f-7cc2c93ea540","Code_441","http://www.cdisc.org","C42559","2023-12-15"
"Degree Fahrenheit","Code","bf10a7bc-17de-4f30-8b0e-4a09821a9c03","Code_442","http://www.cdisc.org","C44277","2023-12-15"
"Kelvin","Code","dbf33ecd-c9eb-43b3-9273-c42959e8ceb3","Code_443","http://www.cdisc.org","C42537","2023-12-15"
"Unit of Temperature","Code","6cd20dec-f7c5-4355-9aa7-2814f9d95727","Code_444","http://www.cdisc.org","C44276","2023-12-15"
"Axilla","Code","594627fd-bf34-4323-8789-8fcc34add3ed","Code_445","http://www.cdisc.org","C12674","2023-12-15"
"Ear","Code","479e3b41-aa6b-4bd6-88a5-02fc6fe38673","Code_446","http://www.cdisc.org","C12394","2023-12-15"
"Forehead","Code","e6757269-baec-420d-bfdb-8ae450fcb2d4","Code_447","http://www.cdisc.org","C89803","2023-12-15"
"Oral Cavity","Code","ba643f46-a5d4-4591-873d-4ab6917409f3","Code_448","http://www.cdisc.org","C12421","2023-12-15"
"Rectum","Code","d5659ca0-5ce9-40cc-b33f-00c2ea1aba52","Code_449","http://www.cdisc.org","C12390","2023-12-15"
"Anatomic Site","Code","58fb687b-456b-4f5c-850f-d4331570caf3","Code_450","http://www.cdisc.org","C13717","2023-12-15"
"TEMP","Code","715c3343-1113-4ee1-aab8-249025b42ddf","Code_451","http://www.cdisc.org","C174446","2023-12-15"
"WEIGHT","Code","d167a8e3-cb78-4065-8e81-1dbb7065ca77","Code_452","http://www.cdisc.org","C25208","2023-12-15"
"Clinical Test Result","Code","cea84a2d-7cc0-4cb8-8931-a4d5c034925d","Code_453","http://www.cdisc.org","C77140","2023-12-15"
"Pound","Code","fba157e6-e70c-4200-b24a-a5693db8df40","Code_454","http://www.cdisc.org","C48531","2023-12-15"
"Gram","Code","afec8447-33c7-49c4-b0b0-8386bcd7e2ab","Code_455","http://www.cdisc.org","C48155","2023-12-15"
"Kilogram","Code","d1a50eb2-a887-47c9-9b8d-0228ed86b055","Code_456","http://www.cdisc.org","C28252","2023-12-15"
"Unit of Weight","Code","7bf520f7-9ea0-432b-b8dc-c200b989e4e4","Code_457","http://www.cdisc.org","C48208","2023-12-15"
"WEIGHT","Code","8f06791a-ba48-4824-92a6-b6cf98d4633c","Code_458","http://www.cdisc.org","C25208","2023-12-15"
"HEIGHT","Code","1c099324-456b-43fa-a334-12cb471ab246","Code_459","http://www.cdisc.org","C25347","2023-12-15"
"Clinical Test Result","Code","530d4cd3-16ca-48d5-a0ae-e03142a357d1","Code_460","http://www.cdisc.org","C77140","2023-12-15"
"Centimeter","Code","cccaac8d-d980-462a-ad52-0340ea2b67d0","Code_461","http://www.cdisc.org","C49668","2023-12-15"
"Inch","Code","65a9d14c-14dc-4cf6-ac25-3b94a6077c5a","Code_462","http://www.cdisc.org","C48500","2023-12-15"
"Meter","Code","3c9a6eff-d132-45ab-9fbd-70bcc92198ae","Code_463","http://www.cdisc.org","C41139","2023-12-15"
"Unit of Height","Code","2279b2a2-02d9-40dc-9bc3-6da98142a33f","Code_464","http://www.cdisc.org","C168688","2023-12-15"
"HEIGHT","Code","44eaa110-6fc3-4125-be2a-188d965f8f02","Code_465","http://www.cdisc.org","C25347","2023-12-15"
"ALT","Code","9643d102-4c0f-45ad-9b48-2684c34139f8","Code_466","http://www.cdisc.org","C64433","2023-12-15"
"Laboratory Test Result","Code","1f3bdb92-9b52-48d9-a9e8-b8e13e7716eb","Code_467","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","9b33b186-88cc-4ca9-a52d-bdfdf67f086c","Code_468","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","50db8d5f-032a-4e75-98d0-45f6bea3afeb","Code_469","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","8eccb0a7-97b1-4641-b82e-3894950a9d0e","Code_470","http://www.cdisc.org","C67376","2023-12-15"
"Nanokatal per Liter","Code","fe8c482a-35d3-4916-9ecb-aeb2cd39a050","Code_471","http://www.cdisc.org","C70510","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","52eb9f4c-a06a-4678-9124-afe437967268","Code_472","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","ba7561e0-4dfa-4e21-94e5-08e5e6270ac5","Code_473","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","f81c2e5d-bf4d-4acd-b7ed-842afe6dfea0","Code_474","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","3481f832-1bd8-4a9a-83da-fc8d8373ec42","Code_475","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","bab268ce-0666-4315-8824-f4a3b21d8e67","Code_476","http://www.cdisc.org","C83309","2023-12-15"
"ALT","Code","d6401a49-1fa7-4ed1-961e-0eeff0ecaa44","Code_477","http://www.cdisc.org","C64433","2023-12-15"
"ALB","Code","3106f51e-8dfb-4afa-a196-654024fa494c","Code_478","http://www.cdisc.org","C64431","2023-12-15"
"Laboratory Test Result","Code","43cf96c1-2786-497d-9a88-7a1e07b33786","Code_479","http://www.cdisc.org","C36292","2023-12-15"
"Biospecimen Type","Code","c6729724-61e0-4f9b-befe-863d6e0cf66b","Code_480","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","86ee8eda-fe99-43af-b758-5a7a6ecda4bf","Code_481","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","9443188d-f61d-4257-b3eb-b131bd16a4c1","Code_482","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","d0ee8827-084f-4a63-908b-360d85cab8ad","Code_483","http://www.cdisc.org","C83309","2023-12-15"
"ALB","Code","245666b1-e341-4095-b3f2-c34a0180368f","Code_484","http://www.cdisc.org","C64431","2023-12-15"
"ALP","Code","f716180c-dcc1-494e-82e7-171b6d783e6e","Code_485","http://www.cdisc.org","C64432","2023-12-15"
"Laboratory Test Result","Code","647a3404-47ea-4b3d-ab6a-0d2dc12bec48","Code_486","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","c2b8ec0e-fe86-4c48-8b86-ca1b06da5b43","Code_487","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","3c16ad43-4514-47d8-922d-7c4eb896a934","Code_488","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","4ba6e0b5-f4e3-4deb-820c-8df0be94e815","Code_489","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","e8c5a05f-f7a2-486c-b183-bac062d8e032","Code_490","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","4fac988f-f549-446a-ba93-4d8e71aa05df","Code_491","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","a4dbac09-1714-4381-871c-a331370175bb","Code_492","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","36888bbc-49cf-4821-9c0e-8efced590891","Code_493","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","8b89e3d8-31af-4f75-8bac-a55114ddaea5","Code_494","http://www.cdisc.org","C83309","2023-12-15"
"ALP","Code","711dfdee-3194-4ac6-be3a-503b9310e549","Code_495","http://www.cdisc.org","C64432","2023-12-15"
"AST","Code","f3e3f946-8916-4a7e-aa25-63756e3fa520","Code_496","http://www.cdisc.org","C64467","2023-12-15"
"Laboratory Test Result","Code","b042d337-c431-4f96-89dd-e13109bfcfec","Code_497","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","cca187de-13e8-4dd9-b841-4697d288fd76","Code_498","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","0bf4a39f-3c7a-477e-ab9e-0f323af2efc5","Code_499","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","4293b4ae-d62d-4d7b-81eb-25201dcc5f0b","Code_500","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","ff279b90-65d2-48cd-975f-6d2b24cb3316","Code_501","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","256a4f34-8ea5-4c32-add1-ca3f83a21a13","Code_502","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","32851502-bef1-4ee5-a559-5cf00908e296","Code_503","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","55a0a977-ba46-44ab-95b4-0a7f2694d046","Code_504","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","c396d8e3-1557-4890-ad3e-627e693ac8ed","Code_505","http://www.cdisc.org","C83309","2023-12-15"
"AST","Code","f05166ec-bde2-4802-b9f5-76bf1d379d35","Code_506","http://www.cdisc.org","C64467","2023-12-15"
"CREAT","Code","261d8abe-5fce-4b16-8c8d-4f6992aa41e6","Code_507","http://www.cdisc.org","C64547","2023-12-15"
"Laboratory Test Result","Code","6c2b4c3f-5fb7-4e22-b141-de95d3c5ed2c","Code_508","http://www.cdisc.org","C36292","2023-12-15"
"Milligram per Deciliter","Code","addfd9cc-8390-4c85-a643-bd67c955da65","Code_509","http://www.cdisc.org","C67015","2023-12-15"
"Microgram per Milliliter","Code","c9fe193d-08dd-4112-9534-8726ca0f66f8","Code_510","http://www.cdisc.org","C64572","2023-12-15"
"Millimole per Liter","Code","4529791b-61e9-4c9d-a407-531b72fda793","Code_511","http://www.cdisc.org","C64387","2023-12-15"
"Micromole per Liter","Code","887541a4-1a45-4b33-b48c-bc5e8e8573e6","Code_512","http://www.cdisc.org","C48508","2023-12-15"
"Unit of Concentration","Code","2da8a5e5-6cac-438a-84f7-b7704b801ecc","Code_513","http://www.cdisc.org","C48207","2023-12-15"
"Biospecimen Type","Code","9e7f2a27-f3b5-41f1-b208-dbdac62256f7","Code_514","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","eab4b1f4-3fee-47ff-9a54-cc29650d1e5e","Code_515","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","d94a2bf8-87b0-4cbd-bc20-72c56abdd783","Code_516","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","76dd72c7-8a60-4db1-87ea-ed71786fc742","Code_517","http://www.cdisc.org","C83309","2023-12-15"
"CREAT","Code","9939ba16-8440-4863-bae2-2b9e62dbc1fa","Code_518","http://www.cdisc.org","C64547","2023-12-15"
"K","Code","43cb57c0-a465-4942-8145-b334a8bfd466","Code_519","http://www.cdisc.org","C64853","2023-12-15"
"Laboratory Test Result","Code","64103126-6f1b-4de6-b4f4-c77ff1306587","Code_520","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","8d5282dd-6fd2-465b-b8d5-e58937d79480","Code_521","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","961280b5-c162-45ad-adc8-c871ece48d76","Code_522","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","190aaeb2-c1ff-415e-9657-7e69a88c760b","Code_523","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","6f642ff1-5411-457e-8e82-b26afaf15f5d","Code_524","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","92f93318-6407-4ab1-b9e7-88bddd860161","Code_525","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","6cdbd2fe-9a41-4124-aa51-3a45d9bc9a15","Code_526","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","55ea9487-8203-40d5-a2dd-846ca3ff4110","Code_527","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","0452db12-7c0b-4c29-be2e-79884d23b3e6","Code_528","http://www.cdisc.org","C83309","2023-12-15"
"K","Code","43823398-2dde-47b2-8887-0737b628ceab","Code_529","http://www.cdisc.org","C64853","2023-12-15"
"SODIUM","Code","6ad888ac-c7b7-4396-b1e2-912f58c3f233","Code_530","http://www.cdisc.org","C64809","2023-12-15"
"Laboratory Test Result","Code","178cdff4-966a-42cb-a66b-4ae57d9bb076","Code_531","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","a5990a71-7272-410e-8974-a7ee5579171d","Code_532","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","ecfbf1cb-4179-43eb-bb24-575df88abca2","Code_533","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","24c974d4-9a9c-487f-bf8b-90233121cae7","Code_534","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","52d4d966-a1e9-4ed6-a0fc-3116342268f5","Code_535","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","77001931-5af5-461c-86bf-0b2c45f16314","Code_536","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","2cb37f2d-c7cd-4b72-96ca-318a0d0ee4c0","Code_537","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","14a36f49-b630-49d9-b755-a463c0f27d5f","Code_538","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","05f87009-9aa4-4053-9132-39167147960a","Code_539","http://www.cdisc.org","C83309","2023-12-15"
"SODIUM","Code","43d68017-9387-4dab-a436-1e57c8a61e99","Code_540","http://www.cdisc.org","C64809","2023-12-15"
"HBA1C","Code","e0dfd3b4-36df-4f9c-a03b-733191009535","Code_541","http://www.cdisc.org","C64849","2023-12-15"
"Laboratory Test Result","Code","0f498f5f-bbbe-4304-8991-360344ca6737","Code_542","http://www.cdisc.org","C36292","2023-12-15"
"Gram per Deciliter","Code","817ac167-87f7-4d3b-95d7-bb01b9d5444c","Code_543","http://www.cdisc.org","C64783","2023-12-15"
"LBORRESU","Code","6ee5df85-055b-4bee-912a-88b4741b9d7a","Code_544","http://www.cdisc.org","No Concept Code","2023-12-15"
"Biospecimen Type","Code","1ca0623f-ec67-4f9e-a820-0652f4c0b6d8","Code_545","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","d44d69fb-7e43-4e70-b01d-b041aa597b39","Code_546","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","fbf1dc91-b08c-4a1a-a1db-13814e110805","Code_547","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","4d521ae2-cf80-45ef-b1d9-4e47cbe6961e","Code_548","http://www.cdisc.org","C83309","2023-12-15"
"HBA1C","Code","03501569-0b1b-42f4-b4a3-953a85734fe5","Code_549","http://www.cdisc.org","C64849","2023-12-15"
"Adverse Event Verbatim Description","Code","2ad2bc2b-0faa-4283-b2f6-d205a4ac1640","Code_145","http://www.cdisc.org","C78541","2023-12-15"
"Adverse Event Dictionary Derived Term","Code","a3f653ad-1eee-44af-99cf-f14722f61cb8","Code_146","http://www.cdisc.org","C83344","2023-12-15"
"No","Code","808d852b-6359-47cc-a673-eca06940be36","Code_147","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","77519aaa-8cf1-4721-870f-5d7fda96570f","Code_148","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Pre-specified","Code","b4c14226-c90d-421a-89fa-4e5bf6859f8b","Code_149","http://www.cdisc.org","C87840","2023-12-15"
"Adverse Event Location","Code","fd56398b-fad7-438e-8b41-70c499f2ce28","Code_150","http://www.cdisc.org","C83205","2023-12-15"
"Severity of Adverse Event","Code","aff0df4f-b724-4ed0-872c-d2f7eadd3814","Code_151","http://www.cdisc.org","C53253","2023-12-15"
"No","Code","dfdd844e-915c-45de-92f8-9a19ea907c39","Code_152","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","591faa80-9517-4725-8968-1cad3eee6e64","Code_153","http://www.cdisc.org","C49488","2023-12-15"
"Seriousness of Adverse Event","Code","567bc140-b1f0-40a3-b786-784462bee1af","Code_154","http://www.cdisc.org","C53252","2023-12-15"
"Adverse Event Action Taken with Study Treatment","Code","976e2a65-37e9-4ed7-a24a-f9acdb6ee449","Code_155","http://www.cdisc.org","C83013","2023-12-15"
"Other Actions taken in Response to Adverse Event","Code","bf59bb37-545d-4df4-a77e-b88e27830827","Code_156","http://www.cdisc.org","C83109","2023-12-15"
"Adverse Event Attribution to Product or Procedure","Code","3122c0e6-e121-40d6-8f7d-f25c18cef3b8","Code_157","http://www.cdisc.org","C41358","2023-12-15"
"Adverse Event Relationship to Non Study Treatment","Code","8e5a4472-4445-4932-b76c-51432e92484c","Code_158","http://www.cdisc.org","C83210","2023-12-15"
"Adverse Event Pattern","Code","bbe7cdae-4995-4a18-b3bb-660329ca43c8","Code_159","http://www.cdisc.org","C83208","2023-12-15"
"Adverse Event Outcome","Code","e10a2303-e9b0-43e4-b200-c87cee516519","Code_160","http://www.cdisc.org","C49489","2023-12-15"
"No","Code","902c0e4b-3b64-4298-8ecc-4390992f57f9","Code_161","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","21040bd4-0ccd-4423-a474-c7cd35789d06","Code_162","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Involves Cancer","Code","ff865859-b731-47ca-8553-216a4739749c","Code_163","http://www.cdisc.org","C83211","2023-12-15"
"No","Code","42f3aba0-cae2-4220-82ab-9a4c70b1b762","Code_164","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","17a336dc-c102-44cf-9178-260cc5c912f4","Code_165","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Seriousness Due to Congenital Anomaly","Code","6e313149-1082-44e8-91b4-2b4e6ca9597e","Code_166","http://www.cdisc.org","C83117","2023-12-15"
"No","Code","3822e333-9cd7-438c-9d5c-3659f8df3d95","Code_167","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","526475bd-579e-4e45-9f62-05adf749b9b2","Code_168","http://www.cdisc.org","C49488","2023-12-15"
