"codeSystemVersion","uuid:ID","instanceType","codeSystem","id","decode","code"
"2023-12-15","40ebdc91-e3b5-4e31-9d7c-2f7539222bdc","Code","http://www.cdisc.org","Code_444","Unit of Temperature","C44276"
"2023-12-15","cdab2189-85b4-4824-86f7-bced0e45c9cf","Code","http://www.cdisc.org","Code_445","Axilla","C12674"
"2023-12-15","3e20314b-099d-4124-9231-41ced4cd573f","Code","http://www.cdisc.org","Code_446","Ear","C12394"
"2023-12-15","84a8a267-ec87-4914-9520-5e6c0e9ddb09","Code","http://www.cdisc.org","Code_447","Forehead","C89803"
"2023-12-15","cc47ce0d-dd73-4ad8-8251-e162cc886b7f","Code","http://www.cdisc.org","Code_448","Oral Cavity","C12421"
"2023-12-15","723237a1-bce9-4c5d-9266-9048beb7b0b5","Code","http://www.cdisc.org","Code_449","Rectum","C12390"
"2023-12-15","8337ea2f-ee21-4930-a8f4-afba371d229a","Code","http://www.cdisc.org","Code_450","Anatomic Site","C13717"
"2023-12-15","cf33a606-7181-4367-8212-8472a9e08083","Code","http://www.cdisc.org","Code_451","TEMP","C174446"
"2023-12-15","0efa56a0-fc5b-4c98-9ce4-13d054825da5","Code","http://www.cdisc.org","Code_452","WEIGHT","C25208"
"2023-12-15","6c8c6133-c515-4a84-b561-35b515322fdf","Code","http://www.cdisc.org","Code_453","Clinical Test Result","C77140"
"2023-12-15","269f4b38-7dde-4b56-a6c9-0f7bc2d8c2e3","Code","http://www.cdisc.org","Code_454","Pound","C48531"
"2023-12-15","883a0354-32f8-425c-be9a-b70f7ff0505b","Code","http://www.cdisc.org","Code_455","Gram","C48155"
"2023-12-15","f5f0ac66-f4d5-4685-9e0b-bd462aa1d686","Code","http://www.cdisc.org","Code_456","Kilogram","C28252"
"2023-12-15","a33f7b1f-aeae-4938-a5cd-bdc3032278cf","Code","http://www.cdisc.org","Code_457","Unit of Weight","C48208"
"2023-12-15","ac9832a8-44c8-4049-b1aa-c5ceda19424f","Code","http://www.cdisc.org","Code_458","WEIGHT","C25208"
"2023-12-15","7e75c994-01d2-4e97-889d-76e2b90bc05c","Code","http://www.cdisc.org","Code_459","HEIGHT","C25347"
"2023-12-15","ab0f754e-1c05-4214-8b4f-1746ead563d9","Code","http://www.cdisc.org","Code_460","Clinical Test Result","C77140"
"2023-12-15","bd536cee-d1f8-4f3c-9056-e3465d5188e7","Code","http://www.cdisc.org","Code_461","Centimeter","C49668"
"2023-12-15","827640b0-87fe-4aa1-8bb6-f6a259f6b2b5","Code","http://www.cdisc.org","Code_462","Inch","C48500"
"2023-12-15","2d44f1eb-e9bb-4759-935d-b3b7bceb8fe1","Code","http://www.cdisc.org","Code_463","Meter","C41139"
"2023-12-15","48aa57bc-6a1a-47c2-88cf-2b112cad3b2e","Code","http://www.cdisc.org","Code_464","Unit of Height","C168688"
"2023-12-15","21e3574f-a01e-4c4d-b15d-c49f8276b72a","Code","http://www.cdisc.org","Code_465","HEIGHT","C25347"
"2023-12-15","446b774e-db86-478a-ba48-a004fc8fc551","Code","http://www.cdisc.org","Code_466","ALT","C64433"
"2023-12-15","d5abed8e-bed3-4ecc-93be-4a7d83172676","Code","http://www.cdisc.org","Code_467","Laboratory Test Result","C36292"
"2023-12-15","14a6b746-eab8-4719-81c3-da0efb12e066","Code","http://www.cdisc.org","Code_468","Unit per Liter","C67456"
"2023-12-15","f3f9a1c6-ff10-494a-8cd1-e4a734950e12","Code","http://www.cdisc.org","Code_469","Microkatal per Liter","C67397"
"2023-12-15","3bbb38dd-62d9-4795-94e1-c1a42fce39e2","Code","http://www.cdisc.org","Code_470","International Unit per Liter","C67376"
"2023-12-15","7ee0303f-9f0d-449b-b54d-bff176ed6b32","Code","http://www.cdisc.org","Code_471","Nanokatal per Liter","C70510"
"2023-12-15","de091020-5ab6-44be-874d-d249348710ed","Code","http://www.cdisc.org","Code_472","Unit of Catalytic Activity Concentration","C67365"
"2023-12-15","ae656553-c366-4579-ae86-15a4e2777299","Code","http://www.cdisc.org","Code_473","Biospecimen Type","C70713"
"2023-12-15","5ccc6475-f50d-49d2-b451-c7afe99c4401","Code","http://www.cdisc.org","Code_474","No","C49487"
"2023-12-15","03c41526-8bdb-48e4-8cac-1399716f8aca","Code","http://www.cdisc.org","Code_475","Yes","C49488"
"2023-12-15","ddd86b1e-63e4-4d19-ace2-9b972709de3d","Code","http://www.cdisc.org","Code_476","Laboratory Test Fasting Status","C83309"
"2023-12-15","9998658b-6d4d-468d-8b21-4d333788df2c","Code","http://www.cdisc.org","Code_477","ALT","C64433"
"2023-12-15","f60d3863-d983-4799-8d0a-91aef93b6eb6","Code","http://www.cdisc.org","Code_478","ALB","C64431"
"2023-12-15","9877913b-2685-4854-ab7c-dc737f7b3d95","Code","http://www.cdisc.org","Code_479","Laboratory Test Result","C36292"
"2023-12-15","c1fd39c7-1a14-436c-a07c-3f2f7d14fd4e","Code","http://www.cdisc.org","Code_480","Biospecimen Type","C70713"
"2023-12-15","47aaaf11-2c22-45e4-abb8-408661a7f3db","Code","http://www.cdisc.org","Code_481","No","C49487"
"2023-12-15","371cec6d-4fbe-4e3f-aae2-51b0c85ae26f","Code","http://www.cdisc.org","Code_482","Yes","C49488"
"2023-12-15","026792fe-104c-481c-bcb4-0c6e419b2a4f","Code","http://www.cdisc.org","Code_483","Laboratory Test Fasting Status","C83309"
"2023-12-15","233487d8-4057-4f0b-b183-33e74ca0d01a","Code","http://www.cdisc.org","Code_484","ALB","C64431"
"2023-12-15","a82fa92f-3489-4bd2-9786-173659303382","Code","http://www.cdisc.org","Code_485","ALP","C64432"
"2023-12-15","b597a83a-649d-45e8-943e-bed11680ab88","Code","http://www.cdisc.org","Code_486","Laboratory Test Result","C36292"
"2023-12-15","1d8744d9-6ed3-4831-a5b7-38455ad9f966","Code","http://www.cdisc.org","Code_487","Unit per Liter","C67456"
"2023-12-15","271af0e7-c6d6-4d84-832c-fa0cbf982052","Code","http://www.cdisc.org","Code_488","Microkatal per Liter","C67397"
"2023-12-15","c10f1baa-377c-4be7-9550-cf4896c19d97","Code","http://www.cdisc.org","Code_489","International Unit per Liter","C67376"
"2023-12-15","79ef2458-c025-4c8a-8534-42305f448f41","Code","http://www.cdisc.org","Code_490","Unit of Catalytic Activity Concentration","C67365"
"2023-12-15","c23c85d7-0247-4584-b5ed-53eab1406a2a","Code","http://www.cdisc.org","Code_491","Biospecimen Type","C70713"
"2023-12-15","f32bfb3f-5c82-4af6-bb80-473cf129548a","Code","http://www.cdisc.org","Code_492","No","C49487"
"2023-12-15","8a0b3fbd-51cc-4364-b636-a80236d16674","Code","http://www.cdisc.org","Code_493","Yes","C49488"
"2023-12-15","7be600a5-9129-4a93-b5a8-fd8e69365fe5","Code","http://www.cdisc.org","Code_494","Laboratory Test Fasting Status","C83309"
"2023-12-15","ca872f83-121e-4c2f-9278-9beff2913067","Code","http://www.cdisc.org","Code_495","ALP","C64432"
"2023-12-15","cd4c249b-a3b3-4902-a622-e14fb1dbad66","Code","http://www.cdisc.org","Code_496","AST","C64467"
"2023-12-15","ee6b57c6-c572-46b7-9fcc-fd8ecfc40b9f","Code","http://www.cdisc.org","Code_497","Laboratory Test Result","C36292"
"2023-12-15","1cc44acf-b705-4f8a-b501-96d32272dcf0","Code","http://www.cdisc.org","Code_498","Unit per Liter","C67456"
"2023-12-15","c6c39f9a-8932-41e6-ab9e-e3894b381e70","Code","http://www.cdisc.org","Code_499","Microkatal per Liter","C67397"
"2023-12-15","3b475e5e-d2f2-4417-87b2-ae8483505736","Code","http://www.cdisc.org","Code_500","International Unit per Liter","C67376"
"2023-12-15","d39b08c4-10c6-46b9-a26d-18e4b4385e13","Code","http://www.cdisc.org","Code_501","Unit of Catalytic Activity Concentration","C67365"
"2023-12-15","eb93a525-360d-49a2-969d-591b8c742525","Code","http://www.cdisc.org","Code_502","Biospecimen Type","C70713"
"2023-12-15","d13004c8-cb36-4706-ad50-7361335e1530","Code","http://www.cdisc.org","Code_503","No","C49487"
"2023-12-15","d10b452c-da69-4d6b-8a54-b13687c58a4a","Code","http://www.cdisc.org","Code_504","Yes","C49488"
"2023-12-15","0d971da1-65da-459a-9c00-90f180fc6746","Code","http://www.cdisc.org","Code_505","Laboratory Test Fasting Status","C83309"
"2023-12-15","eeb0f7f3-37eb-4db9-a6ad-d70a6e8e16d8","Code","http://www.cdisc.org","Code_506","AST","C64467"
"2023-12-15","b5ec5c9b-0597-47ff-bb95-17f1e91e85f4","Code","http://www.cdisc.org","Code_507","CREAT","C64547"
"2023-12-15","be9f0863-a780-4331-9eab-37e6ce62e963","Code","http://www.cdisc.org","Code_508","Laboratory Test Result","C36292"
"2023-12-15","aff83548-58b9-4ce8-894a-79d1d6cb84b1","Code","http://www.cdisc.org","Code_509","Milligram per Deciliter","C67015"
"2023-12-15","424747ea-4087-47fc-9c3d-606c9d41225a","Code","http://www.cdisc.org","Code_510","Microgram per Milliliter","C64572"
"2023-12-15","ae21be75-fbf0-4101-95a7-f47148a30bd4","Code","http://www.cdisc.org","Code_511","Millimole per Liter","C64387"
"2023-12-15","bedbff50-c3a1-4be4-a547-c678a3f58216","Code","http://www.cdisc.org","Code_512","Micromole per Liter","C48508"
"2023-12-15","4e7a07f3-2af6-45c2-b678-8505f97cf02d","Code","http://www.cdisc.org","Code_513","Unit of Concentration","C48207"
"2023-12-15","ca79d1a9-063d-4022-a00c-d65db2e4a8f3","Code","http://www.cdisc.org","Code_514","Biospecimen Type","C70713"
"2023-12-15","8fb3a047-c3ef-4d67-bf23-3699ec751792","Code","http://www.cdisc.org","Code_515","No","C49487"
"2023-12-15","96b6a54d-f136-4172-a0be-86a14eceb8a7","Code","http://www.cdisc.org","Code_516","Yes","C49488"
"2023-12-15","98f4cfb1-d6c2-4b16-bd70-ca7e88245c69","Code","http://www.cdisc.org","Code_517","Laboratory Test Fasting Status","C83309"
"2023-12-15","2d5378af-8892-45a0-a6eb-611ad61b1ac0","Code","http://www.cdisc.org","Code_518","CREAT","C64547"
"2023-12-15","6c10fed8-591a-4c02-bcfe-f68f921acb30","Code","http://www.cdisc.org","Code_519","K","C64853"
"2023-12-15","a6062010-5074-4db8-bc25-d4b301cbfe9a","Code","http://www.cdisc.org","Code_520","Laboratory Test Result","C36292"
"2023-12-15","85b03e32-21ed-4f1c-b873-bfb7b008e87a","Code","http://www.cdisc.org","Code_521","Milliequivalent per Liter","C67474"
"2023-12-15","50d7b19a-c636-4129-8639-27f6e3027978","Code","http://www.cdisc.org","Code_522","Milliequivalent per Deciliter","C67473"
"2023-12-15","3583f7db-69eb-4e4b-93a3-f9c0ca3c462a","Code","http://www.cdisc.org","Code_523","Millimole per Liter","C64387"
"2023-12-15","8ecfaea9-c8d8-40f2-8d7a-559dc11c85d0","Code","http://www.cdisc.org","Code_524","Molarity Unit","C64567"
"2023-12-15","2fe9c9ba-1c04-464e-9f61-b84304ba089d","Code","http://www.cdisc.org","Code_525","Biospecimen Type","C70713"
"2023-12-15","d31fe65a-86fb-4e95-97a0-a51952348668","Code","http://www.cdisc.org","Code_526","No","C49487"
"2023-12-15","8694e7ec-9379-40bd-b9b6-69dd2c847023","Code","http://www.cdisc.org","Code_527","Yes","C49488"
"2023-12-15","0ad1a759-fe0c-4692-bc61-4285e5fd72d6","Code","http://www.cdisc.org","Code_528","Laboratory Test Fasting Status","C83309"
"2023-12-15","e8d22c68-41a4-4bca-bdc5-df28f398c25a","Code","http://www.cdisc.org","Code_529","K","C64853"
"2023-12-15","d4490187-e092-40cb-9d46-babbf217d2f9","Code","http://www.cdisc.org","Code_530","SODIUM","C64809"
"2023-12-15","8d41749a-c661-4bbe-a199-79acaf033089","Code","http://www.cdisc.org","Code_531","Laboratory Test Result","C36292"
"2023-12-15","809e6358-e4f3-41bf-95ae-644bd6456965","Code","http://www.cdisc.org","Code_532","Milliequivalent per Liter","C67474"
"2023-12-15","12b08796-624d-4dea-b683-672b23143ed9","Code","http://www.cdisc.org","Code_533","Milliequivalent per Deciliter","C67473"
"2023-12-15","5bcd82f6-785c-45fd-a0a6-936d3d232d58","Code","http://www.cdisc.org","Code_534","Millimole per Liter","C64387"
"2023-12-15","9d476fc2-993d-4262-92b1-f875fb01fe53","Code","http://www.cdisc.org","Code_535","Molarity Unit","C64567"
"2023-12-15","8b7a8240-b2b0-4720-8aab-1239523a3760","Code","http://www.cdisc.org","Code_536","Biospecimen Type","C70713"
"2023-12-15","cdde67cd-75ba-4118-8c94-b3658853b30f","Code","http://www.cdisc.org","Code_537","No","C49487"
"2023-12-15","babb235c-7569-47e4-b87e-9e1998d6a2e1","Code","http://www.cdisc.org","Code_538","Yes","C49488"
"2023-12-15","ad7e1751-5203-4c5d-9641-64722e189d34","Code","http://www.cdisc.org","Code_539","Laboratory Test Fasting Status","C83309"
"2023-12-15","c8a736c7-a313-4d1d-8f6c-e1b25f52bab9","Code","http://www.cdisc.org","Code_540","SODIUM","C64809"
"2023-12-15","c1d782e6-6bfb-418a-bf24-a3099415a321","Code","http://www.cdisc.org","Code_541","HBA1C","C64849"
"2023-12-15","342f42a7-7585-4fc4-a650-fb53e8771293","Code","http://www.cdisc.org","Code_542","Laboratory Test Result","C36292"
"2023-12-15","3082967e-ca02-4410-acba-11091e55e78d","Code","http://www.cdisc.org","Code_543","Gram per Deciliter","C64783"
"2023-12-15","a834323c-633c-4858-a35b-c4aeab53c5e8","Code","http://www.cdisc.org","Code_544","LBORRESU","No Concept Code"
"2023-12-15","b1456305-8422-43c8-a621-8ad056c4a709","Code","http://www.cdisc.org","Code_545","Biospecimen Type","C70713"
"2023-12-15","6288a79f-1ea4-48cd-a4d9-12c73bb5b994","Code","http://www.cdisc.org","Code_546","No","C49487"
"2023-12-15","4acc9a19-104b-4aa1-85b8-d4eecd998981","Code","http://www.cdisc.org","Code_547","Yes","C49488"
"2023-12-15","a055ecbb-916b-4b83-9bd5-6bad79b9c1f2","Code","http://www.cdisc.org","Code_548","Laboratory Test Fasting Status","C83309"
"2023-12-15","c073cf51-af21-470f-95ff-e3245a38be7b","Code","http://www.cdisc.org","Code_549","HBA1C","C64849"
"2023-12-15","0d16a244-115d-4908-900a-3b9c8e0eb6fa","Code","http://www.cdisc.org","Code_145","Adverse Event Verbatim Description","C78541"
"2023-12-15","1bc0554b-264b-48fc-adae-6b4c6de5f108","Code","http://www.cdisc.org","Code_146","Adverse Event Dictionary Derived Term","C83344"
"2023-12-15","af2ea716-1226-4ca5-88b7-a2c7fef9f66e","Code","http://www.cdisc.org","Code_147","No","C49487"
"2023-12-15","efa64741-75ac-4a5b-baed-bafb6f8dfe27","Code","http://www.cdisc.org","Code_148","Yes","C49488"
"2023-12-15","5b8ba681-3ae9-4433-94ed-ad6261c2fa5b","Code","http://www.cdisc.org","Code_149","Adverse Event Pre-specified","C87840"
"2023-12-15","53a140c4-185f-476d-95d9-40ecc733e9bc","Code","http://www.cdisc.org","Code_150","Adverse Event Location","C83205"
"2023-12-15","8065d7a8-5d25-497e-aa45-ae93dc8b41d1","Code","http://www.cdisc.org","Code_151","Severity of Adverse Event","C53253"
"2023-12-15","bba15dac-9953-44e3-998f-a97d4619799f","Code","http://www.cdisc.org","Code_152","No","C49487"
"2023-12-15","a8736e9e-f4dc-48f3-a521-aa57b4cb521e","Code","http://www.cdisc.org","Code_153","Yes","C49488"
"2023-12-15","724c8c3f-163d-47bb-a852-fdb6a5500a78","Code","http://www.cdisc.org","Code_154","Seriousness of Adverse Event","C53252"
"2023-12-15","c9ef66c0-599f-4a4b-a064-9ecf2189f10f","Code","http://www.cdisc.org","Code_155","Adverse Event Action Taken with Study Treatment","C83013"
"2023-12-15","c892aa4a-d891-46d7-bc2e-35d7d9b9746f","Code","http://www.cdisc.org","Code_156","Other Actions taken in Response to Adverse Event","C83109"
"2023-12-15","c290a3b9-3b08-40c3-ac81-2a6c54c8430c","Code","http://www.cdisc.org","Code_157","Adverse Event Attribution to Product or Procedure","C41358"
"2023-12-15","5de10224-ea19-4b59-9c78-69cb1c3f1f3f","Code","http://www.cdisc.org","Code_158","Adverse Event Relationship to Non Study Treatment","C83210"
"2023-12-15","f2bc11b2-0ac3-4cfe-a003-552933abc28f","Code","http://www.cdisc.org","Code_159","Adverse Event Pattern","C83208"
"2023-12-15","cf9458d2-5f40-4239-beb2-f1e53bdc2d48","Code","http://www.cdisc.org","Code_160","Adverse Event Outcome","C49489"
"2023-12-15","f21a02b8-c0d9-45fe-8698-3c8f31fbc758","Code","http://www.cdisc.org","Code_161","No","C49487"
"2023-12-15","e703c927-27fc-41c4-b897-7265a9394d1f","Code","http://www.cdisc.org","Code_162","Yes","C49488"
"2023-12-15","714288dd-5b10-4a52-99b1-7dcf2bcf33b4","Code","http://www.cdisc.org","Code_163","Adverse Event Involves Cancer","C83211"
"2023-12-15","d88abef8-6800-43da-9ece-22ed561edaa6","Code","http://www.cdisc.org","Code_164","No","C49487"
"2023-12-15","1de11968-9bd7-449a-8f92-232d7944e49b","Code","http://www.cdisc.org","Code_165","Yes","C49488"
"2023-12-15","1af94cca-0dc7-41cb-a36d-ec2604e01fee","Code","http://www.cdisc.org","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","C83117"
"2023-12-15","a7af7681-24ac-434c-89b4-a78fff9ab03b","Code","http://www.cdisc.org","Code_167","No","C49487"
