"uuid:ID","id","codeSystemVersion","code","codeSystem","decode","instanceType"
"73cc5af0-3a4c-4f35-826c-50039b507286","Code_436","2023-12-15","C28421","http://www.cdisc.org","Sex","Code"
"91ca9b1c-0f13-45e6-a7f7-2105fdb2aed6","Code_437","2023-12-15","C17049","http://www.cdisc.org","Race","Code"
"9b0e4339-496c-4248-9145-3c7b96f16ad3","Code_438","2023-12-15","C17049","http://www.cdisc.org","Race","Code"
"bf7f3817-8e54-42b5-81a4-b1dbe8849592","Code_439","2023-12-15","C174446","http://www.cdisc.org","TEMP","Code"
"4a73d44a-d067-4b60-9810-c658339b02f4","Code_440","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"c09df517-cd6b-47d7-bfe2-4ddaf69fce37","Code_441","2023-12-15","C42559","http://www.cdisc.org","Degree Celsius","Code"
"28175301-d8cc-4a3d-aaa3-cf9d4ce4459d","Code_442","2023-12-15","C44277","http://www.cdisc.org","Degree Fahrenheit","Code"
"b4bfc22b-1356-4ae3-987e-d3fddad400e2","Code_443","2023-12-15","C42537","http://www.cdisc.org","Kelvin","Code"
"f039fc19-7af6-4f53-ad7a-3663d786bb66","Code_444","2023-12-15","C44276","http://www.cdisc.org","Unit of Temperature","Code"
"dd67ffab-6216-4162-abac-60333945c67d","Code_445","2023-12-15","C12674","http://www.cdisc.org","Axilla","Code"
"611d94e6-dafa-4fdb-99b7-44a2a099886c","Code_446","2023-12-15","C12394","http://www.cdisc.org","Ear","Code"
"0f5b3933-846b-4175-a561-3e09117e931d","Code_447","2023-12-15","C89803","http://www.cdisc.org","Forehead","Code"
"714df567-f1f9-445a-9167-0f4e4b14214e","Code_448","2023-12-15","C12421","http://www.cdisc.org","Oral Cavity","Code"
"5d7679d1-7d85-487c-a1e6-062e0f89d349","Code_449","2023-12-15","C12390","http://www.cdisc.org","Rectum","Code"
"f3346d0b-554f-4daa-ad7c-dc61797f339a","Code_450","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"1dcf83a0-d54d-4569-9594-67af9da1cb2c","Code_451","2023-12-15","C174446","http://www.cdisc.org","TEMP","Code"
"e2c073b2-8da7-45cd-b6d8-1d19600a0cfd","Code_452","2023-12-15","C25208","http://www.cdisc.org","WEIGHT","Code"
"74d0e5fc-73ff-4e67-9391-6d26e33f5ac3","Code_453","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"7af737b1-93b0-4401-b3e2-2a980af95a35","Code_454","2023-12-15","C48531","http://www.cdisc.org","Pound","Code"
"87225b48-e091-4947-a7f2-fca63fd21742","Code_455","2023-12-15","C48155","http://www.cdisc.org","Gram","Code"
"a4079921-7406-48ea-8a51-e2a2681cfe51","Code_456","2023-12-15","C28252","http://www.cdisc.org","Kilogram","Code"
"8386097f-4327-4826-92c7-bdba37a2c226","Code_457","2023-12-15","C48208","http://www.cdisc.org","Unit of Weight","Code"
"e3c1acc8-b660-4a39-a48c-c7a9a12e4895","Code_458","2023-12-15","C25208","http://www.cdisc.org","WEIGHT","Code"
"da9ce811-c381-484b-a009-bedeac4274fd","Code_459","2023-12-15","C25347","http://www.cdisc.org","HEIGHT","Code"
"c1d28715-baab-4d71-92dc-ed1ea5a123be","Code_460","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"21caa002-edc8-4dbb-a87c-9136f22ffcd2","Code_461","2023-12-15","C49668","http://www.cdisc.org","Centimeter","Code"
"0102d9f8-e9f2-434f-9ec9-356f37e45c10","Code_462","2023-12-15","C48500","http://www.cdisc.org","Inch","Code"
"0e7faa7a-ed8f-4a67-941f-a9ead5e9dc45","Code_463","2023-12-15","C41139","http://www.cdisc.org","Meter","Code"
"3b8785d0-4580-4b8a-8242-b3b5f96a1134","Code_464","2023-12-15","C168688","http://www.cdisc.org","Unit of Height","Code"
"5d132124-bf40-41d6-a904-7dfbe07cbf02","Code_465","2023-12-15","C25347","http://www.cdisc.org","HEIGHT","Code"
"bdc677d2-6ddd-46cb-8a87-930964a3c7bd","Code_466","2023-12-15","C64433","http://www.cdisc.org","ALT","Code"
"7805a45e-4db7-4ed9-8a0f-ec5cf8a8c691","Code_467","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"d0de5164-ec32-4e59-bb8e-9cee6d085d51","Code_468","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"70d9e0b5-5cd9-4f9b-ba3a-7acaa51517ed","Code_469","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"1824b871-f9cf-475c-b675-50100272e6cc","Code_470","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"8ec6c0ee-3ada-465d-a37c-476ccaf70a53","Code_471","2023-12-15","C70510","http://www.cdisc.org","Nanokatal per Liter","Code"
"5f6fe6df-81ef-4df9-bc6f-0528a50d37fa","Code_472","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"2bbba8cb-124f-4e37-9ed4-50d797f51965","Code_473","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"f69e21d8-e0b7-4d50-af54-dd2154c76e65","Code_474","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"161ded77-54e8-4e61-86f7-48fe1ef1a4e0","Code_475","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"67b74ccf-40fb-4155-9247-6f6d4d76c5b4","Code_476","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"79dee252-06e9-44cd-965c-3240788e4e6b","Code_477","2023-12-15","C64433","http://www.cdisc.org","ALT","Code"
"f7d687f0-5518-42e3-bf5e-1c58162d9b52","Code_478","2023-12-15","C64431","http://www.cdisc.org","ALB","Code"
"ad4454c0-5b92-49fb-9d0f-dbd4805c379c","Code_479","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"fdefecf5-b7de-47b1-b8ec-144d8643ec4a","Code_480","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"8912fecc-3d36-4798-8230-a1c775b3b815","Code_481","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"081caabf-b7a6-4064-9686-afb580888b3b","Code_482","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"03851575-8c16-4e2a-9f06-543d4e8fcaa2","Code_483","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"5cc39150-6a61-46f2-94d5-5c4da54c8018","Code_484","2023-12-15","C64431","http://www.cdisc.org","ALB","Code"
"fe621fc4-92e7-48f1-b674-8d1efab488cb","Code_485","2023-12-15","C64432","http://www.cdisc.org","ALP","Code"
"e5f22367-2704-4192-b996-9bf1a0671b8c","Code_486","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"e18438d9-f688-4940-a263-4d3e839c6e29","Code_487","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"4955cea9-6a1f-4c0d-9134-31c93c1ab6e6","Code_488","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"f0628b53-e5f6-475d-8de1-f236e3dbffd1","Code_489","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"59fe1f3b-2544-4e71-be28-40db650a20b2","Code_490","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"0291d0a5-f705-48d7-823c-dbb18d14140f","Code_491","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"d56f47e8-4f78-4359-a309-4b818af57edc","Code_492","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"793b368f-707f-4ca1-ae22-51bcf49e5e36","Code_493","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"a134d657-1f42-48e1-84e7-39492d27bd0e","Code_494","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"8fa69ce2-e1e9-480e-b64b-2802dafc6f79","Code_495","2023-12-15","C64432","http://www.cdisc.org","ALP","Code"
"abfa8522-b971-4807-9695-e2cfeec03a8a","Code_496","2023-12-15","C64467","http://www.cdisc.org","AST","Code"
"09667395-e64b-4d82-8282-6c4f46ee16b0","Code_497","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"c02d7b5a-f523-41cd-9f5b-c667976bedef","Code_498","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"5235e75b-b013-4bad-9e35-21128289a594","Code_499","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"0abe316d-8bff-44f3-a478-925183d4899b","Code_500","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"21b5da90-89b2-46fa-9728-ab0f6bc557c1","Code_501","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"19d7d957-6713-450b-b8f5-b3d09da7deb9","Code_502","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"e888f259-5177-45df-9b20-b6b334fbb0af","Code_503","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"0b3ea23c-b582-4e29-a086-c54e57ef9af6","Code_504","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"e2fca04d-7d3f-4411-9fc0-efe0225dbb5e","Code_505","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"56faa9f0-f2ac-4d51-a76e-3a0bc413ed46","Code_506","2023-12-15","C64467","http://www.cdisc.org","AST","Code"
"4c61c5fc-6f8b-43e6-a75c-e59c214cf6ea","Code_507","2023-12-15","C64547","http://www.cdisc.org","CREAT","Code"
"fb278abf-092c-44ea-b23d-5e56186a4f47","Code_508","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"634fe8e5-189e-44f3-8b4b-e2f8a492ed28","Code_509","2023-12-15","C67015","http://www.cdisc.org","Milligram per Deciliter","Code"
"44667370-1104-4837-b743-b945f5da0de3","Code_510","2023-12-15","C64572","http://www.cdisc.org","Microgram per Milliliter","Code"
"4b4e5aad-d97b-4bc6-aecf-8d54426e05dd","Code_511","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"58a7ea7c-9e1c-4564-8998-1d32996eb8fe","Code_512","2023-12-15","C48508","http://www.cdisc.org","Micromole per Liter","Code"
"e694537b-97fc-47eb-93bf-e0003f2eed84","Code_513","2023-12-15","C48207","http://www.cdisc.org","Unit of Concentration","Code"
"e6f6cd75-3c07-40d0-97b9-8d987ae41202","Code_514","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"18e8515e-e339-4233-ae12-580d0d11e8ad","Code_515","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"79f27038-3d31-453f-93d3-2827229ed673","Code_516","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"fe7d00c9-fbe0-46c1-a019-dec29dcdbdea","Code_517","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"fdfd7289-e0f1-4dfc-bbed-5a2b3490c1b6","Code_518","2023-12-15","C64547","http://www.cdisc.org","CREAT","Code"
"d3d890d6-c3d8-476d-8808-19b4752d2367","Code_519","2023-12-15","C64853","http://www.cdisc.org","K","Code"
"2af5e0e9-c857-4753-a54f-c0f693c21f40","Code_520","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"59e1b8e7-7834-4a78-963d-c28e4cc73c3d","Code_521","2023-12-15","C67474","http://www.cdisc.org","Milliequivalent per Liter","Code"
"e3db1a79-8446-4eee-9595-953a804e3c3f","Code_522","2023-12-15","C67473","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"b1e91458-b373-4b7c-a1d4-c8edf79df03f","Code_523","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"0c035253-1cf9-4fde-8865-e782c8324c8b","Code_524","2023-12-15","C64567","http://www.cdisc.org","Molarity Unit","Code"
"b3a143b0-1327-42ff-968d-0a91f577a676","Code_525","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"9b461a36-f767-4b71-b85a-cc9dc0eb6562","Code_526","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"51b6765a-0767-413e-8572-3c0c2d37c91b","Code_527","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"debe366b-15d2-459a-b0a7-a0381b32dc9a","Code_528","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"d71c8f59-37f0-4840-84db-68bc10d15b43","Code_529","2023-12-15","C64853","http://www.cdisc.org","K","Code"
"54ad4e4c-4839-4142-a381-19e6bd975d3f","Code_530","2023-12-15","C64809","http://www.cdisc.org","SODIUM","Code"
"4ce74ee2-e8b0-4f40-91a0-fb279f1eebe5","Code_531","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"97fd9242-491a-4146-b42b-b4c9ecf10cd2","Code_532","2023-12-15","C67474","http://www.cdisc.org","Milliequivalent per Liter","Code"
"86098ee5-262c-4d30-aa4d-4690cafa58c7","Code_533","2023-12-15","C67473","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"ed70f461-7c5c-4975-afda-3a80be659ece","Code_534","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"beacd6fa-cb75-4cd7-a484-70cc64b626fd","Code_535","2023-12-15","C64567","http://www.cdisc.org","Molarity Unit","Code"
"04e067ba-3394-40f7-99cd-46e23243f21a","Code_536","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"3db3d65c-b8d9-4895-9c6c-d17e28519b5d","Code_537","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"ce934833-777c-49bd-87ce-25f22d6136c8","Code_538","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"189ef9c5-5ebb-49b8-9274-2a85435be647","Code_539","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"9180468d-ac0c-409c-b7eb-7218cd4fe352","Code_540","2023-12-15","C64809","http://www.cdisc.org","SODIUM","Code"
"c486356e-3c69-46c6-be30-9fce9cc7cd1b","Code_541","2023-12-15","C64849","http://www.cdisc.org","HBA1C","Code"
"e2114b32-06cc-4fd1-bd57-76c1934ed413","Code_542","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"e29929d3-2193-4a1a-88dc-9523de98f51f","Code_543","2023-12-15","C64783","http://www.cdisc.org","Gram per Deciliter","Code"
"f25c9764-1ac9-41fc-9ec6-ad6657da55d9","Code_544","2023-12-15","No Concept Code","http://www.cdisc.org","LBORRESU","Code"
"0f9d351b-9eeb-4f88-8215-5b5259f929bf","Code_545","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"dbe79b91-b8c2-46f8-bf4e-dc64bedec87f","Code_546","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"d7976b46-f47d-40a6-b310-fff7ef352ede","Code_547","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"75b7c054-effe-4933-8b1f-e893b40d3c61","Code_548","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"342dc66b-45e4-4631-a7da-abcce069d6a3","Code_549","2023-12-15","C64849","http://www.cdisc.org","HBA1C","Code"
"3fe1a654-8114-4d1c-b317-cb8748f35c3c","Code_145","2023-12-15","C78541","http://www.cdisc.org","Adverse Event Verbatim Description","Code"
"143ce5a6-6b51-43ba-92e9-e51857c01801","Code_146","2023-12-15","C83344","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code"
"693b0750-a264-4306-9222-dc36601ae92d","Code_147","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"2421211b-61b7-4629-ae32-2a45b684d378","Code_148","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"ff563f5a-ba9c-44d7-8b3f-8d27f4464754","Code_149","2023-12-15","C87840","http://www.cdisc.org","Adverse Event Pre-specified","Code"
"f3b368bb-7521-446c-abec-54e93009e8a8","Code_150","2023-12-15","C83205","http://www.cdisc.org","Adverse Event Location","Code"
"36b7a03d-7c95-4c0a-adea-7f1e6d0f8821","Code_151","2023-12-15","C53253","http://www.cdisc.org","Severity of Adverse Event","Code"
"38cbd299-8d87-466d-9495-56c34b6692e0","Code_152","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"1f0e766d-9a7f-4383-adc2-c455e46800d4","Code_153","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"3585f554-3646-4789-a30b-e4652fe7a3da","Code_154","2023-12-15","C53252","http://www.cdisc.org","Seriousness of Adverse Event","Code"
"92668956-b512-41ec-9109-7cad98efb29f","Code_155","2023-12-15","C83013","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code"
"06a5bc17-a514-448d-b914-865cee951c8e","Code_156","2023-12-15","C83109","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code"
"e4bd895c-6568-4d23-a8bf-11443bd2a31f","Code_157","2023-12-15","C41358","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code"
"c48c7611-5c46-4579-85ab-77e46499aa74","Code_158","2023-12-15","C83210","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code"
"51f9d6c0-a9a0-4361-8056-749dfe0ec899","Code_159","2023-12-15","C83208","http://www.cdisc.org","Adverse Event Pattern","Code"
"d6a34462-5067-457f-a572-cd2e56ce0177","Code_160","2023-12-15","C49489","http://www.cdisc.org","Adverse Event Outcome","Code"
"5be68491-c649-4591-a7a4-ff80dcaaccf2","Code_161","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"c1a9f65a-3c5e-4ed9-9dfa-39dbd7941a9a","Code_162","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"7d7927b0-ddb6-4edd-b794-34fe66aa6d73","Code_163","2023-12-15","C83211","http://www.cdisc.org","Adverse Event Involves Cancer","Code"
"7092d5d9-d85b-46a6-b2b9-d1780f93b320","Code_164","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"0a68132e-067f-4cbe-a066-74f03f58d05a","Code_165","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"e8d214ef-3533-4b6b-9139-91d09f423e79","Code_166","2023-12-15","C83117","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code"
"0b348d60-6613-4f64-8704-8bd48f7b9204","Code_167","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"a405ecdf-d428-4d5c-8192-f5fb1de5504f","Code_168","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
