"label","instanceType","uuid:ID","id","synonyms","reference","name"
"Creatinine Concentration in Urine","BiomedicalConcept","6b3241c6-de03-4680-ba63-5424bfb32b6a","BiomedicalConcept_30","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine"
"Potassium Concentration in Urine","BiomedicalConcept","f82528de-beb3-471b-b40d-cafd495619d3","BiomedicalConcept_31","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine"
"Sodium Concentration in Urine","BiomedicalConcept","90bd6ea3-fe35-4cdb-9bc7-8cf692db7d81","BiomedicalConcept_32","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine"
"Hemoglobin A1C Concentration in Blood","BiomedicalConcept","4497c3e5-2ff9-4fd7-94c2-0bdac02504c6","BiomedicalConcept_33","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood"
"Adverse Event Prespecified","BiomedicalConcept","857e4faa-2823-4f2a-bd1e-9dd824706b43","BiomedicalConcept_1","['Adverse Event', 'Solicited Adverse Event']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified"
"Systolic Blood Pressure","BiomedicalConcept","d57d15fa-ae79-40f3-8ec2-fd42ad6004f7","BiomedicalConcept_2","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","53719f61-e873-4f9f-b8ac-5d661e8bea0b","BiomedicalConcept_3","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Temperature","BiomedicalConcept","0b36b869-10ec-4d71-ba7b-533711f2ebe3","BiomedicalConcept_4","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature"
"Weight","BiomedicalConcept","6e02b924-1f06-49a2-a7f7-224c0465b100","BiomedicalConcept_5","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight"
"Height","BiomedicalConcept","7863547a-75e9-4002-98a6-c6197291269b","BiomedicalConcept_6","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height"
"Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","a12d6c93-dae8-473e-921e-f0d4d4dc7c16","BiomedicalConcept_7","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma"
"Albumin Presence in Urine","BiomedicalConcept","19ccbe34-63bf-4594-8069-d28e3450db92","BiomedicalConcept_8","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine"
"Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","5696c0f4-5353-4a7f-9888-0007946993a3","BiomedicalConcept_9","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma"
"Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","b3ed2620-0d77-44c3-9a7a-6db083c603f4","BiomedicalConcept_10","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma"
"Creatinine Concentration in Urine","BiomedicalConcept","5a670524-0d7e-446b-87e9-3e62c1d68f26","BiomedicalConcept_11","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine"
"Potassium Concentration in Urine","BiomedicalConcept","eb63cd6c-49c1-4765-9b96-aeb8c7c5ff32","BiomedicalConcept_12","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine"
"Sodium Concentration in Urine","BiomedicalConcept","2672996c-a2db-4fe2-a43d-2056cad20ec9","BiomedicalConcept_13","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine"
"Systolic Blood Pressure","BiomedicalConcept","fa56c6b8-35b8-4dbe-98a4-d3f375538441","BiomedicalConcept_14","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","7c711afb-6cd2-4d66-a64d-c1359da1a6bd","BiomedicalConcept_15","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Heart Rate","BiomedicalConcept","d5cde720-5c3d-45f2-b2e9-fbc9ed84239c","BiomedicalConcept_16","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate"
"Systolic Blood Pressure","BiomedicalConcept","c2d43480-8c4e-4ade-bd34-ba2521781c80","BiomedicalConcept_17","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","efbc985a-2b9a-4d0a-b7d4-9b9962a71196","BiomedicalConcept_18","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Heart Rate","BiomedicalConcept","62c28faa-775d-42cf-b841-976dd58aa17e","BiomedicalConcept_19","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate"
