"decode","instanceType","uuid:ID","id","codeSystem","code","codeSystemVersion"
"CT of head without contrast","Code","dfce9ab6-327a-4280-8ba5-7c4f4be637f6","Code_80","SNOMED","383371000119108","January 31, 2018"
"Subject Supine","Code","a61c4361-4e59-4e27-bb29-1aaa0c691e61","Code_81","SPONSOR","123","12"
"Subject Standing","Code","147f1601-5359-4465-9056-fa54ea4e3541","Code_82","SPONSOR","124","12"
"Dictionary-derived Term","Code","56608d93-f46a-44fe-a647-2c4fa162cd2b","Code_429","http://www.cdisc.org","C82977","2023-12-15"
"Reported Event Term","Code","f9dafd03-8c77-4270-a138-91acf084cb9e","Code_430","http://www.cdisc.org","C82571","2023-12-15"
"Observation Start Date Time","Code","05ed2b3d-0705-486d-a2ca-e21b29a6a7c2","Code_431","http://www.cdisc.org","C82517","2023-12-15"
"Informed Consent","Code","3f5218dd-542d-445d-b9f0-62eceaca81cf","Code_432","http://www.cdisc.org","C16735","2023-12-15"
"Male","Code","fc9a6445-a8c8-4828-9625-c0491a7a3fdb","Code_433","http://www.cdisc.org","C20197","2023-12-15"
"Female","Code","ee0e8e97-73d0-40cf-b33a-9b5abd780fd0","Code_434","http://www.cdisc.org","C16576","2023-12-15"
"Sex","Code","3e132db9-9cb8-475f-a5d7-3f1615a5e963","Code_435","http://www.cdisc.org","C28421","2023-12-15"
"Sex","Code","6953d834-2663-473d-9e64-81241d8892b8","Code_436","http://www.cdisc.org","C28421","2023-12-15"
"Race","Code","951acc41-1a98-4c15-8f97-855cc2786e5d","Code_437","http://www.cdisc.org","C17049","2023-12-15"
"Race","Code","49e1fb28-0040-4fc5-ab8a-7532a44aab93","Code_438","http://www.cdisc.org","C17049","2023-12-15"
"TEMP","Code","ea76a071-7001-4a1b-9c51-f8e3e8db9daa","Code_439","http://www.cdisc.org","C174446","2023-12-15"
"Clinical Test Result","Code","dcb1e7ea-7efc-4e67-9584-d10083ca31de","Code_440","http://www.cdisc.org","C77140","2023-12-15"
"Degree Celsius","Code","0ba0b529-44b9-470a-8f5b-2acd49d6c069","Code_441","http://www.cdisc.org","C42559","2023-12-15"
"Degree Fahrenheit","Code","89bd7237-8c32-41e7-a5c1-2d8eca3ecce1","Code_442","http://www.cdisc.org","C44277","2023-12-15"
"Kelvin","Code","b64b5428-cd12-4e01-b8eb-d21253d3ad79","Code_443","http://www.cdisc.org","C42537","2023-12-15"
"Unit of Temperature","Code","b3241d9c-36f1-4bff-91b3-fc0c507ed1f1","Code_444","http://www.cdisc.org","C44276","2023-12-15"
"Axilla","Code","14871652-7ce2-4efa-9976-a0551efaf683","Code_445","http://www.cdisc.org","C12674","2023-12-15"
"Ear","Code","42bda8a7-2bd3-407f-879d-51854e293fbd","Code_446","http://www.cdisc.org","C12394","2023-12-15"
"Forehead","Code","2595c7fb-ed7c-413e-9e0a-58be406c5d41","Code_447","http://www.cdisc.org","C89803","2023-12-15"
"Oral Cavity","Code","22f7c85a-91cb-475e-9e85-d6483b854bd3","Code_448","http://www.cdisc.org","C12421","2023-12-15"
"Rectum","Code","4ba980dc-8c30-437b-87e8-130115efc69e","Code_449","http://www.cdisc.org","C12390","2023-12-15"
"Anatomic Site","Code","0c5ad4bd-1117-4b08-b2cc-97f1087ffb54","Code_450","http://www.cdisc.org","C13717","2023-12-15"
"TEMP","Code","f2885250-3498-4db1-b415-5c26f2a071e4","Code_451","http://www.cdisc.org","C174446","2023-12-15"
"WEIGHT","Code","794ba898-d91a-4945-99e3-357620db4ef3","Code_452","http://www.cdisc.org","C25208","2023-12-15"
"Clinical Test Result","Code","7b0aedea-2050-4d56-8b7d-284f70b65b88","Code_453","http://www.cdisc.org","C77140","2023-12-15"
"Pound","Code","b62f5150-8eff-4098-b244-34373362f2a3","Code_454","http://www.cdisc.org","C48531","2023-12-15"
"Gram","Code","b5cfa86d-cc63-42cf-a581-a46b6626276b","Code_455","http://www.cdisc.org","C48155","2023-12-15"
"Kilogram","Code","51a1df1d-658b-4a89-8d67-131e0614afbf","Code_456","http://www.cdisc.org","C28252","2023-12-15"
"Unit of Weight","Code","48f46379-6490-4901-bc18-93437b6265e3","Code_457","http://www.cdisc.org","C48208","2023-12-15"
"WEIGHT","Code","303afa7c-7f34-4570-b374-07c7ad14bbae","Code_458","http://www.cdisc.org","C25208","2023-12-15"
"HEIGHT","Code","87d7fb9a-0878-443a-8022-ed4ea118364c","Code_459","http://www.cdisc.org","C25347","2023-12-15"
"Clinical Test Result","Code","8c9e7492-f482-47cf-8490-d89eb50911ce","Code_460","http://www.cdisc.org","C77140","2023-12-15"
"Centimeter","Code","925a65ca-1504-46e1-8c67-fcedfeb1543f","Code_461","http://www.cdisc.org","C49668","2023-12-15"
"Inch","Code","e075e313-1160-4d12-8337-2362d50bdcb8","Code_462","http://www.cdisc.org","C48500","2023-12-15"
"Meter","Code","46edd42d-d0aa-4e5b-bf2c-1026319b304f","Code_463","http://www.cdisc.org","C41139","2023-12-15"
"Unit of Height","Code","bb421720-2545-473c-9382-ad2f7a4f967c","Code_464","http://www.cdisc.org","C168688","2023-12-15"
"HEIGHT","Code","92a16b94-3a46-498e-9576-432cc5017242","Code_465","http://www.cdisc.org","C25347","2023-12-15"
"ALT","Code","a40538cd-031a-4c5c-805c-995b6726509c","Code_466","http://www.cdisc.org","C64433","2023-12-15"
"Laboratory Test Result","Code","f7a2aad1-49af-4146-8985-cc8274b6abe5","Code_467","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","8e179901-f216-4d1b-b37a-8d10a2a3a176","Code_468","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","dda8767f-0a29-489d-b888-5337bf50bc8e","Code_469","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","cd99a2f9-9870-4e7a-be32-883622f97ff6","Code_470","http://www.cdisc.org","C67376","2023-12-15"
"Nanokatal per Liter","Code","d7cef3c2-4bfa-4b35-85ab-c1579cf127a9","Code_471","http://www.cdisc.org","C70510","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","beef35f2-4a1d-4795-88c6-78dad004c8b3","Code_472","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","5f999105-f1a6-4afb-9064-6fede0062a01","Code_473","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","36e91eaa-2dfb-4491-9532-7ced424649ba","Code_474","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","78acfbc8-f324-4f3f-ad07-624042e0a90d","Code_475","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","84b419e9-3bb3-4078-a4b6-b3b8c0f8e05b","Code_476","http://www.cdisc.org","C83309","2023-12-15"
"ALT","Code","1657bebb-0bfe-488b-90a6-56356ced0d4f","Code_477","http://www.cdisc.org","C64433","2023-12-15"
"ALB","Code","f9536d53-df57-4a47-b070-212e15a02c3c","Code_478","http://www.cdisc.org","C64431","2023-12-15"
"Laboratory Test Result","Code","485811b2-11af-4a37-aa7d-fa0c0cf181be","Code_479","http://www.cdisc.org","C36292","2023-12-15"
"Biospecimen Type","Code","31256dc4-cd71-4eff-8949-29cd34fc00bd","Code_480","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","64db93f7-2632-4553-8b7d-f18038f8e89a","Code_481","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","6426d0a0-440a-47f3-965d-f79dc05bafea","Code_482","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","3cd31ae3-cf9d-4b66-bc27-8c339216d029","Code_483","http://www.cdisc.org","C83309","2023-12-15"
"ALB","Code","27332df8-9cf3-4550-9c8e-bee2ff3bc780","Code_484","http://www.cdisc.org","C64431","2023-12-15"
"ALP","Code","7b067c07-a1d2-4690-bd9b-472cec752912","Code_485","http://www.cdisc.org","C64432","2023-12-15"
"Laboratory Test Result","Code","5c7c5262-1394-4456-9354-e1bfa942df15","Code_486","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","d38617bf-44ce-499c-987b-fecff07ec94b","Code_487","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","59d5cb6c-ac4c-4793-8a42-3d65642f2c57","Code_488","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","c68f8240-d09b-42d8-9d23-2b3977fa1a29","Code_489","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","3c42d8bb-a8e2-4795-a6c5-843d044a4fe7","Code_490","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","af7a6abf-057d-4584-ba3c-89f604d6df35","Code_491","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","25dcf440-5308-4f32-bbb1-5839dbf4a96e","Code_492","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","bd48b1d7-62d0-4d67-bebe-8a9d46e554e7","Code_493","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","2b495211-a497-4ef4-91fb-abf941256ced","Code_494","http://www.cdisc.org","C83309","2023-12-15"
"ALP","Code","52d4a061-22f6-4018-b0a4-16250f19bbb8","Code_495","http://www.cdisc.org","C64432","2023-12-15"
"AST","Code","a1cdbffb-d78a-4976-a4cd-961df5e3e221","Code_496","http://www.cdisc.org","C64467","2023-12-15"
"Laboratory Test Result","Code","b8a907ec-7b55-40ea-bd15-719cce081517","Code_497","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","f407707a-0f97-4b29-a3e2-efb97686673a","Code_498","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","d4ec8f6c-eba6-46b8-b3d3-8bb39995ecf7","Code_499","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","b035d3e8-abf1-490e-b10d-0ae483acce4b","Code_500","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","34e93972-cedf-4447-a0c2-fca4cf400f79","Code_501","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","2d927e0e-14a5-4c05-a052-e4e78d7d307f","Code_502","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","d11188a8-ba67-4ed4-a292-dea3fdbb2ed0","Code_503","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","25f165b0-c30e-4013-9832-538e1fdb1ab2","Code_504","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","b1971fd1-d99f-4543-8454-6ea678303e8b","Code_505","http://www.cdisc.org","C83309","2023-12-15"
"AST","Code","eca8d548-7e23-4946-bbdb-118082ae32a8","Code_506","http://www.cdisc.org","C64467","2023-12-15"
"CREAT","Code","c2e17c20-c4f9-4586-a8a5-59fa5c1dcbe2","Code_507","http://www.cdisc.org","C64547","2023-12-15"
"Laboratory Test Result","Code","fd945f45-ca49-4320-9553-86c270196817","Code_508","http://www.cdisc.org","C36292","2023-12-15"
"Milligram per Deciliter","Code","168f2a1c-f194-4560-9cde-2721296857b2","Code_509","http://www.cdisc.org","C67015","2023-12-15"
"Microgram per Milliliter","Code","5e2680c1-3d1a-419c-8d10-146f1fd6ea8f","Code_510","http://www.cdisc.org","C64572","2023-12-15"
"Millimole per Liter","Code","4a9b92db-95b5-4881-b93b-0e92210d0a8d","Code_511","http://www.cdisc.org","C64387","2023-12-15"
"Micromole per Liter","Code","5e5982b3-9760-4bb0-b82d-5b3f48b79244","Code_512","http://www.cdisc.org","C48508","2023-12-15"
"Unit of Concentration","Code","5ac351f4-acfd-4004-9abd-dfb29cf6e97e","Code_513","http://www.cdisc.org","C48207","2023-12-15"
"Biospecimen Type","Code","72885222-c8c3-42be-9b4b-5a31efeea1b3","Code_514","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","3b92a8b6-a016-45b0-95de-8f6953a9f14d","Code_515","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","80bcd324-40f3-427c-82ed-94f508710bec","Code_516","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","f29ca3b3-78cb-4c93-9b4b-c4b50a7ce0d5","Code_517","http://www.cdisc.org","C83309","2023-12-15"
"CREAT","Code","8e58d5ed-7fb0-4c1a-bc5e-5d1974cac67f","Code_518","http://www.cdisc.org","C64547","2023-12-15"
"K","Code","4e376449-9cf2-49c7-9509-087970769ad5","Code_519","http://www.cdisc.org","C64853","2023-12-15"
"Laboratory Test Result","Code","d3c65f7b-d2a1-4ed2-9a45-bcfe6b994a5d","Code_520","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","3561ada4-163e-4ff1-b294-c15b8af874a4","Code_521","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","056a2d11-63f0-432c-9e8c-febd8c74dd75","Code_522","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","42dd3dfd-95e1-4df4-8287-f311b1efae4f","Code_523","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","9e3917da-60f7-4ba7-88f9-89420c66e163","Code_524","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","bfa488de-3a40-47a9-9715-364ca379452f","Code_525","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","a2a8d212-71a7-4d33-ace7-16447760bbb6","Code_526","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","f35f4892-d46c-4b2b-a315-2fe73a8782bf","Code_527","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","fa3461ae-e97c-4385-a779-75f0537be649","Code_528","http://www.cdisc.org","C83309","2023-12-15"
"K","Code","1baf6a68-58e2-4340-bc9b-dc67ff8ac1b3","Code_529","http://www.cdisc.org","C64853","2023-12-15"
"SODIUM","Code","6af24a55-cbe1-45f1-83a6-6504af9d73fe","Code_530","http://www.cdisc.org","C64809","2023-12-15"
"Laboratory Test Result","Code","99900bc6-625f-4179-a39c-02470f886411","Code_531","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","2295003c-b0f0-4b09-a4d0-6a12808f2169","Code_532","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","c44d7b82-17b6-44c2-8a8b-43b6e52912e4","Code_533","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","eeb0c6f9-714a-4d66-ad13-1bc27165419a","Code_534","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","2f1ba6d3-5228-4670-8009-4bf0cf82236f","Code_535","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","20ca5880-772f-4fc8-84ca-79bc7d4957bb","Code_536","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","ee1d20b4-26c5-43d6-90e8-01222dc7ddd3","Code_537","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","60550232-52f3-499e-8271-f0bacfe4dc42","Code_538","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","5cefe9de-9cb0-4c57-83fd-3094dc587303","Code_539","http://www.cdisc.org","C83309","2023-12-15"
"SODIUM","Code","56f6814d-1b3c-44d7-a4b8-cf4741718989","Code_540","http://www.cdisc.org","C64809","2023-12-15"
"HBA1C","Code","93dac00b-7838-4512-b556-93d515431331","Code_541","http://www.cdisc.org","C64849","2023-12-15"
"Laboratory Test Result","Code","1d0f041e-9353-42c1-8f4c-235b0ca5b569","Code_542","http://www.cdisc.org","C36292","2023-12-15"
"Gram per Deciliter","Code","5858cc45-7dee-45d0-b183-97679b69c4f5","Code_543","http://www.cdisc.org","C64783","2023-12-15"
"LBORRESU","Code","bf5f4fe2-119a-4136-b711-43face23d53c","Code_544","http://www.cdisc.org","No Concept Code","2023-12-15"
"Biospecimen Type","Code","70711fdf-fc79-49bb-bc63-fd804c2937a2","Code_545","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","410cf4d7-d996-44e7-b926-4f256822cb4b","Code_546","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","59f7dd97-a57f-4d83-83a9-3d2a31522941","Code_547","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","138f8e37-2ec0-44a8-a01d-c14ceb0082d0","Code_548","http://www.cdisc.org","C83309","2023-12-15"
"HBA1C","Code","33ab51fd-d62f-4f45-a436-824ff7a91c71","Code_549","http://www.cdisc.org","C64849","2023-12-15"
"Adverse Event Verbatim Description","Code","32c04963-e83b-41b6-93e5-432885a90c6d","Code_145","http://www.cdisc.org","C78541","2023-12-15"
"Adverse Event Dictionary Derived Term","Code","c86dbdbe-7c9f-4f4a-a3e4-dea88405f583","Code_146","http://www.cdisc.org","C83344","2023-12-15"
"No","Code","aecb31da-a007-4423-8ff5-8608d9dcead5","Code_147","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","753a8e6b-f30f-460e-85f3-5b86754eeb03","Code_148","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Pre-specified","Code","9bf35ce7-25c2-4f82-b4f8-229c626b3f50","Code_149","http://www.cdisc.org","C87840","2023-12-15"
"Adverse Event Location","Code","4c1a34b9-aefc-4d3c-83b5-56e3e461a2d6","Code_150","http://www.cdisc.org","C83205","2023-12-15"
"Severity of Adverse Event","Code","3dc6efef-5d84-4a5d-9c6d-625102782de5","Code_151","http://www.cdisc.org","C53253","2023-12-15"
"No","Code","4efcd58c-ca90-48d0-b82e-90ffedca1eba","Code_152","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","f9c6a4b4-9e21-4789-8da2-4409ae5b6c90","Code_153","http://www.cdisc.org","C49488","2023-12-15"
"Seriousness of Adverse Event","Code","cf3d7073-2e82-486f-8bdd-05a388154816","Code_154","http://www.cdisc.org","C53252","2023-12-15"
"Adverse Event Action Taken with Study Treatment","Code","c3061061-bbcd-4851-a77f-3422dc18819c","Code_155","http://www.cdisc.org","C83013","2023-12-15"
"Other Actions taken in Response to Adverse Event","Code","e1f0fe93-ea0c-4f4d-9b66-a9f13b3e8e95","Code_156","http://www.cdisc.org","C83109","2023-12-15"
"Adverse Event Attribution to Product or Procedure","Code","f0da11be-90de-455d-91a2-5c2ef3588182","Code_157","http://www.cdisc.org","C41358","2023-12-15"
"Adverse Event Relationship to Non Study Treatment","Code","288bbb63-7534-4753-8842-840f0971288b","Code_158","http://www.cdisc.org","C83210","2023-12-15"
"Adverse Event Pattern","Code","569b41b3-47ad-491f-9f1c-d86e323c33e7","Code_159","http://www.cdisc.org","C83208","2023-12-15"
"Adverse Event Outcome","Code","91bbab2c-26c8-4d21-8036-900799ee5c0d","Code_160","http://www.cdisc.org","C49489","2023-12-15"
"No","Code","0395ab2b-6849-4ac4-8d7a-f16b06b04222","Code_161","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","c37c616e-8108-4723-9657-a986c5f8ecc3","Code_162","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Involves Cancer","Code","04c6835e-ca25-4fdf-a185-b0ae0dbf8301","Code_163","http://www.cdisc.org","C83211","2023-12-15"
"No","Code","b519ab49-ab83-4185-bbb3-328a94b8ff48","Code_164","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","2f4dc69f-c9dd-482d-ad1b-737e3c128f61","Code_165","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Seriousness Due to Congenital Anomaly","Code","6c9a24b5-81c7-4789-b1de-58d276143d7f","Code_166","http://www.cdisc.org","C83117","2023-12-15"
"No","Code","97c4f1a2-71c8-43fd-b1f0-84d5245a7929","Code_167","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","0a7d0ac1-750e-42f8-be4d-60bf8cc861bb","Code_168","http://www.cdisc.org","C49488","2023-12-15"
