"label","instanceType","uuid:ID","id","synonyms","reference","name"
"Sodium Concentration in Urine","BiomedicalConcept","bd7ae6b0-5715-4d6a-85b3-3b82a47a0b86","BiomedicalConcept_32","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine"
"Hemoglobin A1C Concentration in Blood","BiomedicalConcept","413f2477-6d2a-4e65-bd90-055e9ed0ebdc","BiomedicalConcept_33","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood"
"Adverse Event Prespecified","BiomedicalConcept","8d4f0bc3-4b02-49bf-a4c2-2777596e9af7","BiomedicalConcept_1","['Adverse Event', 'Solicited Adverse Event']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified"
"Systolic Blood Pressure","BiomedicalConcept","07799fc0-e1a9-4d14-9d2f-699bf62b3848","BiomedicalConcept_2","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","2b33d985-c935-4b0d-8a30-3a0949d650e7","BiomedicalConcept_3","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Temperature","BiomedicalConcept","5d85cc3e-9cdf-4031-83be-29b27ada33f7","BiomedicalConcept_4","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature"
"Weight","BiomedicalConcept","a8986960-d41a-47f7-be9b-da47a0eae980","BiomedicalConcept_5","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight"
"Height","BiomedicalConcept","05f8dec0-9aa7-4882-b82b-8b07a6e40d47","BiomedicalConcept_6","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height"
"Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","91808599-4894-4f57-9d2c-459e76a956c1","BiomedicalConcept_7","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma"
"Albumin Presence in Urine","BiomedicalConcept","5a2d63d4-3002-4e38-a397-8022cac9e3ef","BiomedicalConcept_8","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine"
"Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","c04e36fe-433c-4d4e-beab-c849491c2923","BiomedicalConcept_9","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma"
"Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","4c26cdc8-e2e4-4f22-b3d1-00389a2b4703","BiomedicalConcept_10","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma"
"Creatinine Concentration in Urine","BiomedicalConcept","0d1fdf09-1f37-4f66-90e2-4e43cfab91df","BiomedicalConcept_11","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine"
"Potassium Concentration in Urine","BiomedicalConcept","848334f0-3422-4a67-b5c1-2978331773a0","BiomedicalConcept_12","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine"
"Sodium Concentration in Urine","BiomedicalConcept","cd50c1c0-eacf-497a-95a0-406cf57e4d18","BiomedicalConcept_13","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine"
"Systolic Blood Pressure","BiomedicalConcept","965be1bc-4891-48bf-b4f2-66bf096f5dfe","BiomedicalConcept_14","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","8c997bef-fc8c-4077-a6e6-8e7f4cb9b0b0","BiomedicalConcept_15","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Heart Rate","BiomedicalConcept","4f84e2fb-7de0-46c5-99f8-0745a29aabf5","BiomedicalConcept_16","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate"
"Systolic Blood Pressure","BiomedicalConcept","8c90ae03-c526-44a6-bbd8-54a3a5b0dc50","BiomedicalConcept_17","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure"
"Diastolic Blood Pressure","BiomedicalConcept","1f7b7b59-e87e-4f47-a3ab-ed0afd1017bd","BiomedicalConcept_18","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure"
"Heart Rate","BiomedicalConcept","d935384e-2802-4afe-8ef7-42c38a52480b","BiomedicalConcept_19","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate"
