"codeSystem","instanceType","decode","code","codeSystemVersion","id","uuid:ID"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_85","ba2a86aa-c1c8-4ed8-a034-5250ae046333"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_86","0b6637cb-ee8b-494a-aefc-8324c74833ce"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_87","0a3069bf-3425-4861-9e00-6387208f5989"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_88","43ab4d8c-556a-4b6e-983d-03e9368a1386"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_89","e806355b-8561-4fa5-94bf-7518fea11e90"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_90","7afc3a15-4ae1-458a-bac0-4db963662f43"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_91","282c44e3-7abc-4e62-b98a-43e84e72cb5c"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_92","2dd3027e-c095-4031-ab3e-339d9b85281b"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_93","da4e1724-25e7-4b8c-a212-e974f325bae8"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_94","8c36736f-56b1-467a-a07a-65e270adeee0"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_95","b8815150-d969-44a8-bfe5-c62e6f9d2861"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_96","00dcbaf7-6ae7-4255-ad86-2a6984754488"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_97","9a7a09f8-8c89-41ed-9ed9-6df106b917b0"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_98","91c43392-5b93-42cc-bf4c-00f095a8a2d1"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_99","d3142116-a66d-4cdf-9515-23459fee1854"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_100","7aeb23ca-75aa-4a8a-8b90-13560ae1510d"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_101","69764af5-25e0-4884-9752-e791af6ad045"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_102","37e7dde4-58cb-48ab-a210-88d0a48b53fe"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_103","24233633-26ff-4df1-9895-a8edba82c526"
"http://www.cdisc.org","Code","Telephone Call","C171537","2023-12-15","Code_104","0149722d-4cb2-4735-8adb-9c528f2353d8"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_105","3115f68a-ffcf-4fcf-85b7-1b61d2eacdf7"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_106","8ea743c4-6cc3-4df0-8fae-69694db265b2"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_107","4098594d-3724-4f61-8cd4-381ea1c3b22b"
"http://www.cdisc.org","Code","Telephone Call","C171537","2023-12-15","Code_108","958038ba-132a-4c07-bb41-7c2c9e8035a9"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_109","cac15d39-da02-48a9-bdcf-f24e064c36a8"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_110","41f08d1d-4c8e-487a-a2b2-06b0ff19d303"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_111","b52e598f-2e10-4a99-8bdc-71e9d3769095"
"http://www.cdisc.org","Code","Telephone Call","C171537","2023-12-15","Code_112","853cddf8-a030-4d84-af51-a997275d8316"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_113","fb97deab-2ed0-40fa-8279-e28a02a73be6"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_114","9491416d-5eb5-4af2-b793-dfcb91c68efc"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_115","790abbf7-2e63-4d2d-b6a5-b8980e064960"
"http://www.cdisc.org","Code","Telephone Call","C171537","2023-12-15","Code_116","08b08402-23c6-4ff8-9467-8e2a91a3581c"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_117","5e6c7ca5-8657-45b4-811d-e452cccb835c"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_118","9d31c716-1f69-4e3e-b660-acb8922e0202"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_119","469199b9-9659-4847-bae6-2c2f14e9d279"
"http://www.cdisc.org","Code","Visit","C25716","2023-12-15","Code_120","f4c00bbd-ba5a-4d46-988f-690d3e5e3a13"
"http://www.cdisc.org","Code","Clinic","C51282","2023-12-15","Code_121","046e8e34-da95-4628-85ce-c0089dde830f"
"http://www.cdisc.org","Code","In Person","C175574","2023-12-15","Code_122","f4045cc1-5cd1-4d68-b380-52b58feb92a7"
"SNOMED","Code","CT of head without contrast","383371000119108","January 31, 2018","Code_80","1040f261-72a1-419d-9a7f-cc43f151d764"
"SPONSOR","Code","Subject Supine","123","12","Code_81","bd8915f9-68ba-48bb-a036-ca3134be3b25"
"SPONSOR","Code","Subject Standing","124","12","Code_82","b63ae363-d960-4b6a-a26c-9495ac563b96"
"http://www.cdisc.org","Code","Dictionary-derived Term","C82977","2023-12-15","Code_429","8b411fcc-a663-4369-aed0-7c785b5b01fe"
"http://www.cdisc.org","Code","Reported Event Term","C82571","2023-12-15","Code_430","5996df7c-4e56-4b19-8b5a-512bcf0706e8"
"http://www.cdisc.org","Code","Observation Start Date Time","C82517","2023-12-15","Code_431","9ee6a757-0b95-45fa-8f2d-1de5200117cd"
"http://www.cdisc.org","Code","Informed Consent","C16735","2023-12-15","Code_432","64842bb7-bdff-4962-9356-47b66928af34"
"http://www.cdisc.org","Code","Male","C20197","2023-12-15","Code_433","8f178182-02bd-4a64-b79d-7bc13a7a10b0"
"http://www.cdisc.org","Code","Female","C16576","2023-12-15","Code_434","de41b241-d63e-49e6-a499-3bf89e0ce496"
"http://www.cdisc.org","Code","Sex","C28421","2023-12-15","Code_435","aa70c1a8-eba7-45d0-842b-6c7249e7014b"
"http://www.cdisc.org","Code","Sex","C28421","2023-12-15","Code_436","a2e78ef4-016e-4d23-95cf-91d96fa3cd28"
"http://www.cdisc.org","Code","Race","C17049","2023-12-15","Code_437","b06d0412-b249-43e0-9160-210872a83a71"
"http://www.cdisc.org","Code","Race","C17049","2023-12-15","Code_438","acf97a48-a8f7-4b2f-8ec7-4ddbb4b9fb27"
"http://www.cdisc.org","Code","TEMP","C174446","2023-12-15","Code_439","2edb3ecd-638f-4b61-8032-91401c8ddb81"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_440","ba1c0007-d9ba-4a99-be7a-17dda9efebb5"
"http://www.cdisc.org","Code","Degree Celsius","C42559","2023-12-15","Code_441","fbf76f10-946b-48da-a9b4-fd5344054961"
"http://www.cdisc.org","Code","Degree Fahrenheit","C44277","2023-12-15","Code_442","492e2c9c-03d8-42be-8002-48a82942eca8"
"http://www.cdisc.org","Code","Kelvin","C42537","2023-12-15","Code_443","1bd547e1-fecd-4bf1-a5b6-e6cca36a871a"
"http://www.cdisc.org","Code","Unit of Temperature","C44276","2023-12-15","Code_444","b2eaef6c-1a72-4782-b47d-23c60721a92b"
"http://www.cdisc.org","Code","Axilla","C12674","2023-12-15","Code_445","7ba0f40c-0a99-43ae-9106-f04624c47c0f"
"http://www.cdisc.org","Code","Ear","C12394","2023-12-15","Code_446","5db4507b-dfe4-4740-8aaf-3252e8b645a1"
"http://www.cdisc.org","Code","Forehead","C89803","2023-12-15","Code_447","08031b24-4287-4093-9ece-2f2e4934c3f1"
"http://www.cdisc.org","Code","Oral Cavity","C12421","2023-12-15","Code_448","24098db6-0b0b-4148-82c4-f1915f72b3bc"
"http://www.cdisc.org","Code","Rectum","C12390","2023-12-15","Code_449","0b7e1867-00a9-43dc-99e4-753dc7de8946"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_450","ef2abd88-6f8d-4cf5-9772-106bc8fe36b6"
"http://www.cdisc.org","Code","TEMP","C174446","2023-12-15","Code_451","967fe81a-2942-4119-ba12-43df4399d0d2"
"http://www.cdisc.org","Code","WEIGHT","C25208","2023-12-15","Code_452","28d9c12a-af8d-43b9-9d0b-0ada0d7b52c9"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_453","6e739e77-41c1-42d5-954e-58a63c3939d2"
"http://www.cdisc.org","Code","Pound","C48531","2023-12-15","Code_454","bb9e1e90-4654-4a86-8fcc-fc3c0ffda6e7"
"http://www.cdisc.org","Code","Gram","C48155","2023-12-15","Code_455","7e277499-6d97-4824-813f-08c0deabe443"
"http://www.cdisc.org","Code","Kilogram","C28252","2023-12-15","Code_456","cfe9014d-66e7-42a9-9d01-47f139b8ff66"
"http://www.cdisc.org","Code","Unit of Weight","C48208","2023-12-15","Code_457","7c5d6c4b-00d7-4870-9a98-e379668af2cb"
"http://www.cdisc.org","Code","WEIGHT","C25208","2023-12-15","Code_458","f8785e1e-e546-4b8f-8642-29e3100f69ec"
"http://www.cdisc.org","Code","HEIGHT","C25347","2023-12-15","Code_459","42758197-adea-40e7-a539-72c04afac09e"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_460","2d698418-8920-453a-b151-f909a8fb6cef"
"http://www.cdisc.org","Code","Centimeter","C49668","2023-12-15","Code_461","dbc943e6-cecc-4389-96f7-2fd4bd9f4cc8"
"http://www.cdisc.org","Code","Inch","C48500","2023-12-15","Code_462","0985c3f7-00b6-4a24-af0c-c2914f3dd69d"
"http://www.cdisc.org","Code","Meter","C41139","2023-12-15","Code_463","b1d3b595-50ac-4af8-88d5-dbd59fbeef1e"
"http://www.cdisc.org","Code","Unit of Height","C168688","2023-12-15","Code_464","019b7917-93cc-4c94-971e-b91f8d31a725"
"http://www.cdisc.org","Code","HEIGHT","C25347","2023-12-15","Code_465","bd47b78b-d7ab-4b13-adfd-21ee59cb743c"
"http://www.cdisc.org","Code","ALT","C64433","2023-12-15","Code_466","49c9f9d4-4bb9-4c09-ad76-6ec06dc8955a"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_467","44b2dc25-649c-4a43-934e-87a20d4d3c24"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_468","feb3fdfd-24a9-4096-a1ce-493ff6320ee5"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_469","9b9048f0-04be-4557-801b-db3592ee1893"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_470","60d2cc9b-fba5-4844-9b20-03894118ae34"
"http://www.cdisc.org","Code","Nanokatal per Liter","C70510","2023-12-15","Code_471","c10e2537-9884-483e-bdaf-1f55fce34e98"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_472","0514f6df-c192-40e3-965b-9a69f15b3bc1"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_473","76c8d39c-38e7-4162-bddc-155685ee0e44"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_474","b5ac842e-ed2a-4e4e-8309-564b7e5e3bfa"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_475","3a67f91b-a39e-410e-aaea-9f1b6876477a"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_476","617bd25d-3630-47be-b80e-af913787c708"
"http://www.cdisc.org","Code","ALT","C64433","2023-12-15","Code_477","ee26a34b-1f5d-49e2-b01e-ed84bf135a9b"
"http://www.cdisc.org","Code","ALB","C64431","2023-12-15","Code_478","dce08b51-6c61-4603-8fb8-521d367859f8"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_479","86f1aefd-ae63-4025-b22e-153331640c82"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_480","99ebd568-b2c5-4dfa-bca3-049e4549fa5f"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_481","c0b71665-328c-4823-b5f8-9d8073ebea9c"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_482","8dd7b2c5-2ade-445d-8957-feb52dfea8be"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_483","38ef90d1-fae9-4eb1-bcaa-de250522e791"
"http://www.cdisc.org","Code","ALB","C64431","2023-12-15","Code_484","4e8cff0a-5b1f-496a-aab1-6a8c293dc242"
"http://www.cdisc.org","Code","ALP","C64432","2023-12-15","Code_485","c2dd6a33-22e0-4f82-9a6b-ac88e53e9774"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_486","d3674621-d8ce-4cc8-bb19-779a72a724f9"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_487","a1878172-9b80-4108-88a7-d6574f700a11"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_488","75e17be9-fd98-4882-942b-b317871378e3"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_489","93f0cf67-6b20-4dd7-9701-5bbf12a83c7b"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_490","44d22b92-5b18-460f-bfaa-584a3a70105e"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_491","70867578-1784-4afe-9a84-2dbc6dea8889"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_492","b38f8216-1c06-46d0-8d23-84be12003e9b"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_493","1de3298e-6648-4314-9620-44c045e16a00"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_494","5e708a14-0108-46ce-8ec1-803e8087e3a7"
"http://www.cdisc.org","Code","ALP","C64432","2023-12-15","Code_495","5bca4fc4-51c1-4b85-981a-f56bf59fdc5e"
"http://www.cdisc.org","Code","AST","C64467","2023-12-15","Code_496","7c5c6e4b-fff4-416d-bb01-4eddc96fae77"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_497","68273d22-9544-400c-ba1e-82dc2df831f8"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_498","e43ef573-a2c4-479f-a60f-eb87952c4009"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_499","492ea117-76c3-436d-9ec5-55bef9ef9693"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_500","476074f4-0494-433d-96ea-3ff786ac25da"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_501","0b966e54-387c-4532-9ecc-fb9583dba851"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_502","4b05def9-8ca7-4f24-8264-a361b7c68f96"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_503","bb66afd9-ffc2-416f-8c06-68db7e9817e2"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_504","e55103d9-1efc-4c84-846e-dc6883736f34"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_505","9fca9448-68e1-4735-9e66-70c582f6d4ed"
"http://www.cdisc.org","Code","AST","C64467","2023-12-15","Code_506","e6bb72cc-8846-4ab6-9d45-b7814a730486"
"http://www.cdisc.org","Code","CREAT","C64547","2023-12-15","Code_507","ce2c059d-3976-4bb5-b4d0-cba3f4af2b81"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_508","eea074ec-d31a-4b6d-b353-c9db735a351c"
"http://www.cdisc.org","Code","Milligram per Deciliter","C67015","2023-12-15","Code_509","b6839a8d-b5cb-4d0f-9755-c89d7bd25460"
"http://www.cdisc.org","Code","Microgram per Milliliter","C64572","2023-12-15","Code_510","b77fe103-26a3-4afd-9113-38d40d88df14"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_511","f34efbd8-8e30-41bc-82b4-635b72476080"
"http://www.cdisc.org","Code","Micromole per Liter","C48508","2023-12-15","Code_512","dc1d4518-a7de-4faf-ba9d-d5f96f4ff78e"
"http://www.cdisc.org","Code","Unit of Concentration","C48207","2023-12-15","Code_513","a463c54a-c16d-4b4c-a838-30517a3333a2"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_514","78651c9e-a1e4-4fbf-82c2-6e73a896fd3d"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_515","79d2f788-4658-4755-95ec-b9fc5a54bb67"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_516","a38cc5a8-3b3b-498d-8c2b-f6613fc6f757"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_517","fb06d0be-39d9-4dd3-8797-77fce6e6f1c9"
"http://www.cdisc.org","Code","CREAT","C64547","2023-12-15","Code_518","e6834153-129b-45d6-b47f-a972a87e517c"
"http://www.cdisc.org","Code","K","C64853","2023-12-15","Code_519","4cb2ae3b-4681-49e5-a9fb-0a51a83791f3"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_520","f015a776-9289-43e7-ad8b-9b8809e4a9a8"
"http://www.cdisc.org","Code","Milliequivalent per Liter","C67474","2023-12-15","Code_521","00c397fe-a586-49e1-a627-c792366ab6cc"
"http://www.cdisc.org","Code","Milliequivalent per Deciliter","C67473","2023-12-15","Code_522","bafcb55f-a3d8-4b37-8230-b572f262941a"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_523","a7f07400-7255-4a5f-951d-cba8ee7840f4"
"http://www.cdisc.org","Code","Molarity Unit","C64567","2023-12-15","Code_524","8815963f-ca21-47aa-aee4-966159779fb5"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_525","5e4d2be5-bf0b-466f-b58c-7f321177cd01"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_526","652aa12c-3a81-464a-a017-290bec8d53f6"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_527","6e60312f-45de-4b5b-8813-be89ffe7570a"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_528","00d17df5-f888-4104-a910-48d24c2f67cd"
"http://www.cdisc.org","Code","K","C64853","2023-12-15","Code_529","4602a5bc-213d-4e74-9a52-e4285c15bf47"
"http://www.cdisc.org","Code","SODIUM","C64809","2023-12-15","Code_530","7994f271-653e-42b1-834a-eb955261f1cc"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_531","210af5ba-8748-4725-9f2c-7af5f109ccd0"
"http://www.cdisc.org","Code","Milliequivalent per Liter","C67474","2023-12-15","Code_532","3c5cd816-486c-4ee4-b053-9eb2b7a0f059"
"http://www.cdisc.org","Code","Milliequivalent per Deciliter","C67473","2023-12-15","Code_533","4f85fb2b-6295-4b53-b7e7-3c1db4cc89f8"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_534","24414878-a621-4d2a-9917-6b9e8d835de3"
"http://www.cdisc.org","Code","Molarity Unit","C64567","2023-12-15","Code_535","d1b8f5b7-6cd9-498c-a331-d3205692d510"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_536","2b36bb85-1ac6-40b1-976f-80d198148a01"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_537","c18911fc-843f-48a9-a5d6-ea78a0030e53"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_538","4004d403-7ccd-423e-9bc4-87420d9c7887"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_539","12b92fca-14c5-4be9-8bfd-0a6a8c77b439"
"http://www.cdisc.org","Code","SODIUM","C64809","2023-12-15","Code_540","cb67f2b5-7390-40a5-82cf-a13981d6e579"
"http://www.cdisc.org","Code","HBA1C","C64849","2023-12-15","Code_541","6ee3edf9-7f37-4f82-a31a-7960989ab608"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_542","55255f1e-cbe7-481c-9228-1cb3741fb4c9"
"http://www.cdisc.org","Code","Gram per Deciliter","C64783","2023-12-15","Code_543","72357f77-6d28-4f03-9dcb-86a7fdaad893"
"http://www.cdisc.org","Code","LBORRESU","No Concept Code","2023-12-15","Code_544","178c71ec-2845-40b0-a842-5b433b254929"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_545","d59e9bf7-3dc9-4844-b9ec-76b1cd89da60"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_546","4555659f-b662-4077-8990-5cc54044f074"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_547","9d20caa0-262f-482b-a592-9a763e4717f0"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_548","253da427-5c92-429b-a930-b0e55ffcb069"
"http://www.cdisc.org","Code","HBA1C","C64849","2023-12-15","Code_549","657e29c1-9eb0-480d-9754-01f138380729"
"http://www.cdisc.org","Code","Adverse Event Verbatim Description","C78541","2023-12-15","Code_145","043a3688-fbd2-4c6c-90a6-99b851b1e4f2"
"http://www.cdisc.org","Code","Adverse Event Dictionary Derived Term","C83344","2023-12-15","Code_146","4cda7522-e38e-4493-b6bd-2fe6364224c1"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_147","92a1f0ca-3c4b-4913-9d16-7748ff573d5a"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_148","45808df7-78b8-4255-9689-3ce0cc2a0619"
"http://www.cdisc.org","Code","Adverse Event Pre-specified","C87840","2023-12-15","Code_149","7d180ce1-c443-47e9-8d7a-340040d64853"
"http://www.cdisc.org","Code","Adverse Event Location","C83205","2023-12-15","Code_150","e70577ec-9636-48d7-a672-ce118eb3c707"
"http://www.cdisc.org","Code","Severity of Adverse Event","C53253","2023-12-15","Code_151","f1507ec1-d1d8-47a4-844d-50e68d780ba2"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_152","48c8411a-1411-4b2f-bb07-1fb73ed47a4f"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_153","d122e42f-ea6e-4115-a8a2-adea32eea8b7"
"http://www.cdisc.org","Code","Seriousness of Adverse Event","C53252","2023-12-15","Code_154","c651592b-8faf-483d-84fe-3c462abcb8b7"
"http://www.cdisc.org","Code","Adverse Event Action Taken with Study Treatment","C83013","2023-12-15","Code_155","59b7917d-f7a2-439e-97f2-9cfef6bd778b"
"http://www.cdisc.org","Code","Other Actions taken in Response to Adverse Event","C83109","2023-12-15","Code_156","a90bf016-07b0-4e62-bdfc-f454ff9ec573"
"http://www.cdisc.org","Code","Adverse Event Attribution to Product or Procedure","C41358","2023-12-15","Code_157","1d733f4a-6c59-4a1d-9ae9-b526afb1eef5"
"http://www.cdisc.org","Code","Adverse Event Relationship to Non Study Treatment","C83210","2023-12-15","Code_158","8c1b7c54-a249-4780-a764-c6c2c50d172d"
"http://www.cdisc.org","Code","Adverse Event Pattern","C83208","2023-12-15","Code_159","dd7b2bf6-864d-47e3-8c18-8c480d4a5318"
"http://www.cdisc.org","Code","Adverse Event Outcome","C49489","2023-12-15","Code_160","a5b0e98a-e4da-4bc5-afd9-2a578cc4a3b3"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_161","5b9cc59c-20e3-4326-aa38-4c25673d5ace"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_162","9ee11ece-f699-4642-b9aa-e5f207742f5a"
"http://www.cdisc.org","Code","Adverse Event Involves Cancer","C83211","2023-12-15","Code_163","daeb2e55-d277-45ab-9fa2-7f8c33ae64ab"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_164","a6550225-151a-4702-b818-6e56a68a6a31"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_165","a6c65431-2046-464d-8d3e-cd46e5a9ff49"
"http://www.cdisc.org","Code","Adverse Event Seriousness Due to Congenital Anomaly","C83117","2023-12-15","Code_166","e8760076-7327-4a9e-b98f-79dbeda06bf0"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_167","e745ca97-3335-45bf-b9c7-0d9e49c9e704"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_168","d5455e79-d68d-41e5-9a41-f8163922ab4e"
