"codeSystemVersion","code","instanceType","uuid:ID","id","codeSystem","decode"
"2023-12-15","C51282","Code","59c32519-fa8b-452b-9161-1e620938f524","Code_99","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","df9612b8-3dd0-4a58-b6fd-3ba9e567e514","Code_100","http://www.cdisc.org","In Person"
"2023-12-15","C25716","Code","24782c38-5f5b-4e11-920a-0344a60227f6","Code_101","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","bd3788c5-fd8a-4536-b499-98cf18a1ec63","Code_102","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","4384e5f3-a5b2-40d3-8611-76db23394776","Code_103","http://www.cdisc.org","In Person"
"2023-12-15","C171537","Code","624c9d24-3c30-49ff-b584-cff9fb640a73","Code_104","http://www.cdisc.org","Telephone Call"
"2023-12-15","C25716","Code","c9f53317-7bd0-4557-8455-cfa2e68a4bbf","Code_105","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","9dea9923-11a5-4814-959e-179bffd82a31","Code_106","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","ce9be3be-b9eb-4654-9621-58027a72e623","Code_107","http://www.cdisc.org","In Person"
"2023-12-15","C171537","Code","906392ab-1b6c-4a36-bada-4f9dd922ae54","Code_108","http://www.cdisc.org","Telephone Call"
"2023-12-15","C25716","Code","cc0b06c6-223b-427a-ad8b-3426b874e8b6","Code_109","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","b8de1c13-74cc-48ba-b022-b15918833e14","Code_110","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","062adf1e-c4cf-4b11-9dfd-1aa7b6637dc9","Code_111","http://www.cdisc.org","In Person"
"2023-12-15","C171537","Code","ee5022da-4839-4dc0-908a-1d6c7137a3b6","Code_112","http://www.cdisc.org","Telephone Call"
"2023-12-15","C25716","Code","2d0cc8cf-4549-4c4b-a5a8-116236013cdf","Code_113","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","3c4f9e0f-3455-4ef3-8551-26e73b06b6c1","Code_114","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","d6a979e6-811d-4398-9fee-496a09613576","Code_115","http://www.cdisc.org","In Person"
"2023-12-15","C171537","Code","a0bc72aa-6750-4c9e-bbc2-118d29cd032a","Code_116","http://www.cdisc.org","Telephone Call"
"2023-12-15","C25716","Code","2251f237-2dd8-4076-bb29-9dfbccbebbbd","Code_117","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","df0ad606-bd44-4d1a-b058-2fff7d866411","Code_118","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","fa0dcd3b-ea48-4a4e-9a5e-634efa3a0d29","Code_119","http://www.cdisc.org","In Person"
"2023-12-15","C25716","Code","b3cc7c7f-4bd0-48d1-91de-b24d4f36c2ae","Code_120","http://www.cdisc.org","Visit"
"2023-12-15","C51282","Code","d2390f9c-b255-41fe-9fd2-9c0605764f09","Code_121","http://www.cdisc.org","Clinic"
"2023-12-15","C175574","Code","64830e10-cee6-4696-9a04-5badd49c35b4","Code_122","http://www.cdisc.org","In Person"
"January 31, 2018","383371000119108","Code","3e72677f-353f-4837-963b-480d16c89ec4","Code_80","SNOMED","CT of head without contrast"
"12","123","Code","a1ae1aa8-dc54-4735-b8b1-3781a201ec56","Code_81","SPONSOR","Subject Supine"
"12","124","Code","13914e3c-1102-4f51-8b12-d04ac0ba8bf7","Code_82","SPONSOR","Subject Standing"
"2023-12-15","C82977","Code","c781e6e4-a4df-4953-b0fa-cfe68ab4fef4","Code_429","http://www.cdisc.org","Dictionary-derived Term"
"2023-12-15","C82571","Code","b4bef1a2-5538-4d67-8b3f-936e240621e8","Code_430","http://www.cdisc.org","Reported Event Term"
"2023-12-15","C82517","Code","97342bc9-2d0e-4b09-8a0e-884db7dd5f8d","Code_431","http://www.cdisc.org","Observation Start Date Time"
"2023-12-15","C16735","Code","47568615-78e3-4adf-a098-7e2b9d97fb55","Code_432","http://www.cdisc.org","Informed Consent"
"2023-12-15","C20197","Code","88cf40ad-a950-46b0-b631-90fc11cb3448","Code_433","http://www.cdisc.org","Male"
"2023-12-15","C16576","Code","2d1a86b9-2871-492d-b412-54d7bd07e243","Code_434","http://www.cdisc.org","Female"
"2023-12-15","C28421","Code","426063cd-9787-4c5d-a638-461aecae1716","Code_435","http://www.cdisc.org","Sex"
"2023-12-15","C28421","Code","314ee1aa-3c26-40cf-9757-3a13014955b0","Code_436","http://www.cdisc.org","Sex"
"2023-12-15","C17049","Code","1580bed9-41c5-4042-a25b-aa2b86155b88","Code_437","http://www.cdisc.org","Race"
"2023-12-15","C17049","Code","f06738ce-9e1b-464b-8643-b026b4e0c3a2","Code_438","http://www.cdisc.org","Race"
"2023-12-15","C174446","Code","ace163ce-66eb-4885-8d97-2e1d23257451","Code_439","http://www.cdisc.org","TEMP"
"2023-12-15","C77140","Code","47e3886e-c9b7-49a1-b711-a382e98544a6","Code_440","http://www.cdisc.org","Clinical Test Result"
"2023-12-15","C42559","Code","cd9c9fc3-4ec7-4423-85f5-4d441296e4e1","Code_441","http://www.cdisc.org","Degree Celsius"
"2023-12-15","C44277","Code","021c55eb-5f18-44f5-8a87-c5fcf68b8d1d","Code_442","http://www.cdisc.org","Degree Fahrenheit"
"2023-12-15","C42537","Code","cb209657-dfd5-43db-9ec3-fffeea1b184a","Code_443","http://www.cdisc.org","Kelvin"
"2023-12-15","C44276","Code","0b8ac886-84db-4b15-bedc-64f1f1455cc2","Code_444","http://www.cdisc.org","Unit of Temperature"
"2023-12-15","C12674","Code","3763b0b3-9199-4996-8ad4-2d218937c46f","Code_445","http://www.cdisc.org","Axilla"
"2023-12-15","C12394","Code","b7953b9e-556b-450f-8943-e44acf493cbb","Code_446","http://www.cdisc.org","Ear"
"2023-12-15","C89803","Code","07c60d7b-57a3-4a5c-8465-5955d91421b0","Code_447","http://www.cdisc.org","Forehead"
"2023-12-15","C12421","Code","d26fab89-fde3-4f42-a1b1-6134b62d2285","Code_448","http://www.cdisc.org","Oral Cavity"
"2023-12-15","C12390","Code","c8c557d3-45cf-404d-8965-9f2910120764","Code_449","http://www.cdisc.org","Rectum"
"2023-12-15","C13717","Code","90afa0f1-da0b-40d7-841d-645539293875","Code_450","http://www.cdisc.org","Anatomic Site"
"2023-12-15","C174446","Code","46f5713c-9dda-464c-9192-daaf41f90649","Code_451","http://www.cdisc.org","TEMP"
"2023-12-15","C25208","Code","08309774-81ed-4296-aabc-10158f27c5ae","Code_452","http://www.cdisc.org","WEIGHT"
"2023-12-15","C77140","Code","f5d59b5b-7c84-4f18-ba00-f36f87afa3e1","Code_453","http://www.cdisc.org","Clinical Test Result"
"2023-12-15","C48531","Code","96060e91-2aa7-422e-a30f-d8e9bf7cd599","Code_454","http://www.cdisc.org","Pound"
"2023-12-15","C48155","Code","21abada1-e2e1-4ad6-a039-8af0adf41a83","Code_455","http://www.cdisc.org","Gram"
"2023-12-15","C28252","Code","d73291ef-3552-4d9e-841b-acb1279633ef","Code_456","http://www.cdisc.org","Kilogram"
"2023-12-15","C48208","Code","8589625d-16c4-446b-8993-cadcf4a31dbc","Code_457","http://www.cdisc.org","Unit of Weight"
"2023-12-15","C25208","Code","f3591833-a82e-4b10-9809-69826353c5ed","Code_458","http://www.cdisc.org","WEIGHT"
"2023-12-15","C25347","Code","89198b68-307f-4634-8c7d-f8fbe9f021be","Code_459","http://www.cdisc.org","HEIGHT"
"2023-12-15","C77140","Code","52bc44eb-d775-45ed-8fe7-0be676cb1379","Code_460","http://www.cdisc.org","Clinical Test Result"
"2023-12-15","C49668","Code","0a933f19-8f5b-4c72-af4b-7455af3c9a17","Code_461","http://www.cdisc.org","Centimeter"
"2023-12-15","C48500","Code","7286fb99-1cd9-4e6d-b6b6-c17b6392f652","Code_462","http://www.cdisc.org","Inch"
"2023-12-15","C41139","Code","4ddf523a-3e7b-47f6-8b4f-3bc6629afcf0","Code_463","http://www.cdisc.org","Meter"
"2023-12-15","C168688","Code","ead5ff6f-3cc7-4ed1-a651-79af864473b6","Code_464","http://www.cdisc.org","Unit of Height"
"2023-12-15","C25347","Code","09490666-e01d-4a58-8088-961ee40e7cdc","Code_465","http://www.cdisc.org","HEIGHT"
"2023-12-15","C64433","Code","3ed764fe-b548-4540-8077-b20755dd7460","Code_466","http://www.cdisc.org","ALT"
"2023-12-15","C36292","Code","53eb00d1-39e0-4b5f-9115-4278035b4f0e","Code_467","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67456","Code","25370f50-7412-477f-9db6-1481e4dfcdb0","Code_468","http://www.cdisc.org","Unit per Liter"
"2023-12-15","C67397","Code","a9bd214d-cc22-41da-a908-61efe94c1bb1","Code_469","http://www.cdisc.org","Microkatal per Liter"
"2023-12-15","C67376","Code","05471fa5-472c-44ea-b579-c0f86a8fea9b","Code_470","http://www.cdisc.org","International Unit per Liter"
"2023-12-15","C70510","Code","19f38234-e44f-4f8d-8f88-b87c7bbccf4d","Code_471","http://www.cdisc.org","Nanokatal per Liter"
"2023-12-15","C67365","Code","4b708beb-3676-4e9c-8d4b-3b88f464bf82","Code_472","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"2023-12-15","C70713","Code","1fb1d5a0-79e5-46f0-8f2e-68ecbdd9db4d","Code_473","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","58369eaf-91a1-4b5b-84c6-01faa3fe5541","Code_474","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","96053237-e599-4a28-9476-3676f761982f","Code_475","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","1bb5c4b3-61a4-44eb-a7da-ab05d74454d2","Code_476","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64433","Code","40ee101f-ea80-410d-a104-6f683d67e75b","Code_477","http://www.cdisc.org","ALT"
"2023-12-15","C64431","Code","611063e1-6fe9-4829-972f-8ba95c1925c6","Code_478","http://www.cdisc.org","ALB"
"2023-12-15","C36292","Code","646da952-1127-43f0-9dd6-6f7b8d55299c","Code_479","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C70713","Code","c7d420a2-e260-4809-aa1e-dd7cc4d1d41f","Code_480","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","86d94d1e-9f11-4da2-ada1-cffcdce205d1","Code_481","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","06836f26-2345-4e40-a018-fc2bb8fc5109","Code_482","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","8563ae3e-75ee-48cf-8b2a-49dcac45da11","Code_483","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64431","Code","6d5fdfe3-893b-4a55-abf4-e49b14f94651","Code_484","http://www.cdisc.org","ALB"
"2023-12-15","C64432","Code","f33b90db-8e00-446d-b507-a518634a2048","Code_485","http://www.cdisc.org","ALP"
"2023-12-15","C36292","Code","033973bd-bb46-4bee-8791-5ed923f65e90","Code_486","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67456","Code","32023c9f-8b9e-4e40-9e1d-ec872432e1a0","Code_487","http://www.cdisc.org","Unit per Liter"
"2023-12-15","C67397","Code","7af0589b-784d-4fd7-9d69-2ff531a1bf0c","Code_488","http://www.cdisc.org","Microkatal per Liter"
"2023-12-15","C67376","Code","78dac39b-e0a8-41f0-ad89-98e93dfdf3ef","Code_489","http://www.cdisc.org","International Unit per Liter"
"2023-12-15","C67365","Code","9a327c41-db42-4d42-9883-958be8743785","Code_490","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"2023-12-15","C70713","Code","d3dbcca6-ac5a-4cfd-a52e-024216ec82bc","Code_491","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","b35119f8-ef67-41b6-ac04-3d915c84dd7f","Code_492","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","97f9de57-0e60-4f7c-bf5a-53a1f98a6ce4","Code_493","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","1faa14d3-a040-4001-8ed3-cc699b796e78","Code_494","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64432","Code","cab6f9bf-f2d7-4b5e-8cd2-03e4c77195e8","Code_495","http://www.cdisc.org","ALP"
"2023-12-15","C64467","Code","0abbd686-e299-488d-b770-70779a3ddec6","Code_496","http://www.cdisc.org","AST"
"2023-12-15","C36292","Code","70b7718b-7109-442e-a09c-dd486c8444bd","Code_497","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67456","Code","6f7391c2-a773-4c39-acc0-b5c918026ae5","Code_498","http://www.cdisc.org","Unit per Liter"
"2023-12-15","C67397","Code","cea6c263-0e34-4e6d-91b2-66535ef0c134","Code_499","http://www.cdisc.org","Microkatal per Liter"
"2023-12-15","C67376","Code","d6b63cf4-d3f5-4f71-a88f-c37ec721c4b9","Code_500","http://www.cdisc.org","International Unit per Liter"
"2023-12-15","C67365","Code","ce58b3ca-1e9d-49b8-b030-10bf5a374d38","Code_501","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"2023-12-15","C70713","Code","12ef0065-5846-4e9f-9ff1-c5250b1cc477","Code_502","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","83a59693-92c8-446c-92a1-28a8a867b8a9","Code_503","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","bfa601f4-8e67-41e1-b8b6-336c4e7fedc7","Code_504","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","345ac3fb-8609-4c58-a8e0-078e60f448d4","Code_505","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64467","Code","fc55df2c-d0e0-436d-aa5d-f3bdc8369d85","Code_506","http://www.cdisc.org","AST"
"2023-12-15","C64547","Code","0032e00b-958d-430f-a93b-efbdb6adb46f","Code_507","http://www.cdisc.org","CREAT"
"2023-12-15","C36292","Code","0edd2711-9954-42b5-8365-66c723a51619","Code_508","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67015","Code","65ae4426-0483-4d4e-8033-401a09d813af","Code_509","http://www.cdisc.org","Milligram per Deciliter"
"2023-12-15","C64572","Code","903ead6a-fdec-4a3e-baf6-f2268191989d","Code_510","http://www.cdisc.org","Microgram per Milliliter"
"2023-12-15","C64387","Code","78aea1f5-ed99-4422-924b-9c2cf8ba4279","Code_511","http://www.cdisc.org","Millimole per Liter"
"2023-12-15","C48508","Code","51d61c50-ed0e-4ba1-a3c2-fb4330ff3465","Code_512","http://www.cdisc.org","Micromole per Liter"
"2023-12-15","C48207","Code","2358f3a2-e10e-4ec1-97b3-d4c7d86eb078","Code_513","http://www.cdisc.org","Unit of Concentration"
"2023-12-15","C70713","Code","62f80c7d-1e49-4daf-be1b-889343ffc20f","Code_514","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","a4a0ea76-d888-41ba-ba88-9fbccfc40840","Code_515","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","28bf93e7-ef31-4000-8761-2769745281a8","Code_516","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","c758b784-47fb-4119-b0e1-cec589251763","Code_517","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64547","Code","e209e39f-d8fc-4ab1-8570-8121605ec04e","Code_518","http://www.cdisc.org","CREAT"
"2023-12-15","C64853","Code","7aee72cb-80ba-440a-a257-2e3aac147c5b","Code_519","http://www.cdisc.org","K"
"2023-12-15","C36292","Code","116b4594-d080-4d93-9c34-4a1486922c92","Code_520","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67474","Code","e015bbab-2905-4a4c-8601-71f1428f8c4e","Code_521","http://www.cdisc.org","Milliequivalent per Liter"
"2023-12-15","C67473","Code","9737d618-be5e-4d8c-bdf4-60bf1768028c","Code_522","http://www.cdisc.org","Milliequivalent per Deciliter"
"2023-12-15","C64387","Code","02384ff0-a54d-4d38-a8ec-6e83269072e0","Code_523","http://www.cdisc.org","Millimole per Liter"
"2023-12-15","C64567","Code","e98968d9-b9df-4baf-b43b-9e564a85db1d","Code_524","http://www.cdisc.org","Molarity Unit"
"2023-12-15","C70713","Code","a52ad5b0-b756-4fea-8527-43eff95c3c82","Code_525","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","5301ec6f-cfc7-423f-a074-0007c3060971","Code_526","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","fd9dcc92-7d75-4748-9891-5d1e078a024b","Code_527","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","840d7754-9946-4997-ac7b-a3eba8801919","Code_528","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64853","Code","35a601a4-8f87-42d5-a42b-d5a191907535","Code_529","http://www.cdisc.org","K"
"2023-12-15","C64809","Code","1fa59899-f49a-4e4a-87d7-912923557718","Code_530","http://www.cdisc.org","SODIUM"
"2023-12-15","C36292","Code","c7e1a909-3285-4511-b8a2-8ed4155cdbe4","Code_531","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C67474","Code","24b18278-f6b4-40ef-8c8a-22f50cf138e9","Code_532","http://www.cdisc.org","Milliequivalent per Liter"
"2023-12-15","C67473","Code","7cf6eac9-8eb2-4ba4-9d97-3301d6711516","Code_533","http://www.cdisc.org","Milliequivalent per Deciliter"
"2023-12-15","C64387","Code","7afe0338-fd84-4bc3-8b66-f00284cf75c6","Code_534","http://www.cdisc.org","Millimole per Liter"
"2023-12-15","C64567","Code","1f50f806-dc4f-4c45-972b-1486e266ffd2","Code_535","http://www.cdisc.org","Molarity Unit"
"2023-12-15","C70713","Code","b095bc44-3f08-40e0-9de6-f90904e2f404","Code_536","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","4e23bc0d-cb6d-468c-86dc-7ac30517bfeb","Code_537","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","90c65d02-9b66-4237-be15-d6bf6816700f","Code_538","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","a1f9d67d-f8b1-4602-95db-3b4e3083fca2","Code_539","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64809","Code","f622e6eb-d7c9-4f79-b4ca-2426d2571a82","Code_540","http://www.cdisc.org","SODIUM"
"2023-12-15","C64849","Code","0e96b99c-c0f2-4c07-b886-b1bcca3439b2","Code_541","http://www.cdisc.org","HBA1C"
"2023-12-15","C36292","Code","0b538ff9-156a-4cd6-970c-10f050b67116","Code_542","http://www.cdisc.org","Laboratory Test Result"
"2023-12-15","C64783","Code","678cc189-a8a6-4113-aae3-fec4fd4b7c61","Code_543","http://www.cdisc.org","Gram per Deciliter"
"2023-12-15","No Concept Code","Code","ea10669c-828b-4644-909f-9e1ee5761666","Code_544","http://www.cdisc.org","LBORRESU"
"2023-12-15","C70713","Code","1ca4ec27-7719-4fef-9cd2-0a41a70bccd0","Code_545","http://www.cdisc.org","Biospecimen Type"
"2023-12-15","C49487","Code","3adab24e-0ebf-4fc1-8178-9a1ba27653b2","Code_546","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","2800034b-615f-4ce0-8463-88251d8c5540","Code_547","http://www.cdisc.org","Yes"
"2023-12-15","C83309","Code","cd60576e-33c3-4fbf-ac26-ebdc5bfde930","Code_548","http://www.cdisc.org","Laboratory Test Fasting Status"
"2023-12-15","C64849","Code","33ac6298-55cf-47f8-b236-496ba23fc24b","Code_549","http://www.cdisc.org","HBA1C"
"2023-12-15","C78541","Code","dcc89a07-7943-4149-be1c-489d68d736a6","Code_145","http://www.cdisc.org","Adverse Event Verbatim Description"
"2023-12-15","C83344","Code","2d53bbdf-a83b-4b03-9b9a-41f09d7c7358","Code_146","http://www.cdisc.org","Adverse Event Dictionary Derived Term"
"2023-12-15","C49487","Code","fbc6716b-3815-4132-8ca2-f7fabafc5b74","Code_147","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","89c3f99c-d00a-4685-a8b5-b36bdbcf656d","Code_148","http://www.cdisc.org","Yes"
"2023-12-15","C87840","Code","aa9e79c3-b7cb-4b68-8ebb-9e305aae6e17","Code_149","http://www.cdisc.org","Adverse Event Pre-specified"
"2023-12-15","C83205","Code","bac37720-2bf7-4ab5-8df1-8e7629da0692","Code_150","http://www.cdisc.org","Adverse Event Location"
"2023-12-15","C53253","Code","71e3fd73-4a8e-4e65-a8ee-a442de8ae582","Code_151","http://www.cdisc.org","Severity of Adverse Event"
"2023-12-15","C49487","Code","3fb26f87-a887-4c9f-8843-b03853ece5e1","Code_152","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","aea8b28c-f78a-4165-86e9-9ea6d6774930","Code_153","http://www.cdisc.org","Yes"
"2023-12-15","C53252","Code","4abab69c-7e22-4a29-95af-15ad31673215","Code_154","http://www.cdisc.org","Seriousness of Adverse Event"
"2023-12-15","C83013","Code","6c35ccdf-a9c8-4e6a-995f-70f7e11e31a0","Code_155","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment"
"2023-12-15","C83109","Code","f18ab501-b93d-4bca-941e-7a96cd0a2599","Code_156","http://www.cdisc.org","Other Actions taken in Response to Adverse Event"
"2023-12-15","C41358","Code","44e487cf-eedd-4c5c-8d56-93b2864ec940","Code_157","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure"
"2023-12-15","C83210","Code","75a1be13-92f7-4ceb-94d6-5394f0157d2c","Code_158","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment"
"2023-12-15","C83208","Code","1bd9d9fb-2122-4df6-837f-54685c61805b","Code_159","http://www.cdisc.org","Adverse Event Pattern"
"2023-12-15","C49489","Code","d0d228b6-9893-4956-866e-ea879c52c9ed","Code_160","http://www.cdisc.org","Adverse Event Outcome"
"2023-12-15","C49487","Code","32f54d26-c1ef-4ded-b9a5-6e507b1f3db6","Code_161","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","ffe83612-f8bd-422a-bd5d-0b02e112b428","Code_162","http://www.cdisc.org","Yes"
"2023-12-15","C83211","Code","e286dff3-4878-4628-848e-f8ee34cbca47","Code_163","http://www.cdisc.org","Adverse Event Involves Cancer"
"2023-12-15","C49487","Code","e19ebe93-069b-4a2a-90b4-cecd80d15eee","Code_164","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","dfe7f1bf-bb87-415b-ae46-68b7904c2b93","Code_165","http://www.cdisc.org","Yes"
"2023-12-15","C83117","Code","ae0d4316-40c1-44b7-97d2-ec405a324acd","Code_166","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly"
"2023-12-15","C49487","Code","edb29f06-8e5a-4c0b-92b4-a673d5261b43","Code_167","http://www.cdisc.org","No"
"2023-12-15","C49488","Code","3a04b953-eeff-4e07-869c-038c0c4cda0f","Code_168","http://www.cdisc.org","Yes"
